id,filename,boxes,top_n,var_thresh,modes,frequency,season,methods,extra_indices,only_sea
973780e5,predictor_973780e5_4.parquet,0,20,0.05,1,2monthly,4,ps,,False
973780e5,predictor_973780e5_5.parquet,0,20,0.05,1,2monthly,5,ps,,False
973780e5,predictor_973780e5_6.parquet,0,20,0.05,1,2monthly,6,ps,,False
973780e5,predictor_973780e5_7.parquet,0,20,0.05,1,2monthly,7,ps,,False
973780e5,predictor_973780e5_8.parquet,0,20,0.05,1,2monthly,8,ps,,False
973780e5,predictor_973780e5_9.parquet,0,20,0.05,1,2monthly,9,ps,,False
973780e5,predictor_973780e5_10.parquet,0,20,0.05,1,2monthly,10,ps,,False
973780e5,predictor_973780e5_11.parquet,0,20,0.05,1,2monthly,11,ps,,False
973780e5,predictor_973780e5_12.parquet,0,20,0.05,1,2monthly,12,ps,,False
ef86206a,predictor_ef86206a_1.parquet,0,30,0.05,1,2monthly,1,ps,,False
ef86206a,predictor_ef86206a_2.parquet,0,30,0.05,1,2monthly,2,ps,,False
ef86206a,predictor_ef86206a_3.parquet,0,30,0.05,1,2monthly,3,ps,,False
ef86206a,predictor_ef86206a_4.parquet,0,30,0.05,1,2monthly,4,ps,,False
ef86206a,predictor_ef86206a_5.parquet,0,30,0.05,1,2monthly,5,ps,,False
ef86206a,predictor_ef86206a_6.parquet,0,30,0.05,1,2monthly,6,ps,,False
ef86206a,predictor_ef86206a_7.parquet,0,30,0.05,1,2monthly,7,ps,,False
ef86206a,predictor_ef86206a_8.parquet,0,30,0.05,1,2monthly,8,ps,,False
ef86206a,predictor_ef86206a_9.parquet,0,30,0.05,1,2monthly,9,ps,,False
ef86206a,predictor_ef86206a_10.parquet,0,30,0.05,1,2monthly,10,ps,,False
ef86206a,predictor_ef86206a_11.parquet,0,30,0.05,1,2monthly,11,ps,,False
ef86206a,predictor_ef86206a_12.parquet,0,30,0.05,1,2monthly,12,ps,,False
51d34cae,predictor_51d34cae_1.parquet,0,5,0.1,1,2monthly,1,ps,,False
51d34cae,predictor_51d34cae_2.parquet,0,5,0.1,1,2monthly,2,ps,,False
51d34cae,predictor_51d34cae_3.parquet,0,5,0.1,1,2monthly,3,ps,,False
51d34cae,predictor_51d34cae_4.parquet,0,5,0.1,1,2monthly,4,ps,,False
51d34cae,predictor_51d34cae_5.parquet,0,5,0.1,1,2monthly,5,ps,,False
51d34cae,predictor_51d34cae_6.parquet,0,5,0.1,1,2monthly,6,ps,,False
51d34cae,predictor_51d34cae_7.parquet,0,5,0.1,1,2monthly,7,ps,,False
51d34cae,predictor_51d34cae_8.parquet,0,5,0.1,1,2monthly,8,ps,,False
51d34cae,predictor_51d34cae_9.parquet,0,5,0.1,1,2monthly,9,ps,,False
51d34cae,predictor_51d34cae_10.parquet,0,5,0.1,1,2monthly,10,ps,,False
51d34cae,predictor_51d34cae_11.parquet,0,5,0.1,1,2monthly,11,ps,,False
51d34cae,predictor_51d34cae_12.parquet,0,5,0.1,1,2monthly,12,ps,,False
a9c48acf,predictor_a9c48acf_1.parquet,0,10,0.1,1,2monthly,1,ps,,False
a9c48acf,predictor_a9c48acf_2.parquet,0,10,0.1,1,2monthly,2,ps,,False
a9c48acf,predictor_a9c48acf_3.parquet,0,10,0.1,1,2monthly,3,ps,,False
a9c48acf,predictor_a9c48acf_4.parquet,0,10,0.1,1,2monthly,4,ps,,False
a9c48acf,predictor_a9c48acf_5.parquet,0,10,0.1,1,2monthly,5,ps,,False
a9c48acf,predictor_a9c48acf_6.parquet,0,10,0.1,1,2monthly,6,ps,,False
a9c48acf,predictor_a9c48acf_7.parquet,0,10,0.1,1,2monthly,7,ps,,False
a9c48acf,predictor_a9c48acf_8.parquet,0,10,0.1,1,2monthly,8,ps,,False
a9c48acf,predictor_a9c48acf_9.parquet,0,10,0.1,1,2monthly,9,ps,,False
a9c48acf,predictor_a9c48acf_10.parquet,0,10,0.1,1,2monthly,10,ps,,False
a9c48acf,predictor_a9c48acf_11.parquet,0,10,0.1,1,2monthly,11,ps,,False
a9c48acf,predictor_a9c48acf_12.parquet,0,10,0.1,1,2monthly,12,ps,,False
bb626a58,predictor_bb626a58_1.parquet,0,15,0.1,1,2monthly,1,ps,,False
bb626a58,predictor_bb626a58_2.parquet,0,15,0.1,1,2monthly,2,ps,,False
bb626a58,predictor_bb626a58_3.parquet,0,15,0.1,1,2monthly,3,ps,,False
bb626a58,predictor_bb626a58_4.parquet,0,15,0.1,1,2monthly,4,ps,,False
bb626a58,predictor_bb626a58_5.parquet,0,15,0.1,1,2monthly,5,ps,,False
bb626a58,predictor_bb626a58_6.parquet,0,15,0.1,1,2monthly,6,ps,,False
bb626a58,predictor_bb626a58_7.parquet,0,15,0.1,1,2monthly,7,ps,,False
bb626a58,predictor_bb626a58_8.parquet,0,15,0.1,1,2monthly,8,ps,,False
bb626a58,predictor_bb626a58_9.parquet,0,15,0.1,1,2monthly,9,ps,,False
bb626a58,predictor_bb626a58_10.parquet,0,15,0.1,1,2monthly,10,ps,,False
bb626a58,predictor_bb626a58_11.parquet,0,15,0.1,1,2monthly,11,ps,,False
bb626a58,predictor_bb626a58_12.parquet,0,15,0.1,1,2monthly,12,ps,,False
d6a1e5f2,predictor_d6a1e5f2_1.parquet,0,20,0.1,1,2monthly,1,ps,,False
d6a1e5f2,predictor_d6a1e5f2_2.parquet,0,20,0.1,1,2monthly,2,ps,,False
d6a1e5f2,predictor_d6a1e5f2_3.parquet,0,20,0.1,1,2monthly,3,ps,,False
d6a1e5f2,predictor_d6a1e5f2_4.parquet,0,20,0.1,1,2monthly,4,ps,,False
d6a1e5f2,predictor_d6a1e5f2_5.parquet,0,20,0.1,1,2monthly,5,ps,,False
d6a1e5f2,predictor_d6a1e5f2_6.parquet,0,20,0.1,1,2monthly,6,ps,,False
d6a1e5f2,predictor_d6a1e5f2_7.parquet,0,20,0.1,1,2monthly,7,ps,,False
d6a1e5f2,predictor_d6a1e5f2_8.parquet,0,20,0.1,1,2monthly,8,ps,,False
d6a1e5f2,predictor_d6a1e5f2_9.parquet,0,20,0.1,1,2monthly,9,ps,,False
d6a1e5f2,predictor_d6a1e5f2_10.parquet,0,20,0.1,1,2monthly,10,ps,,False
d6a1e5f2,predictor_d6a1e5f2_11.parquet,0,20,0.1,1,2monthly,11,ps,,False
d6a1e5f2,predictor_d6a1e5f2_12.parquet,0,20,0.1,1,2monthly,12,ps,,False
8918ff8b,predictor_8918ff8b_1.parquet,0,30,0.1,1,2monthly,1,ps,,False
8918ff8b,predictor_8918ff8b_2.parquet,0,30,0.1,1,2monthly,2,ps,,False
8918ff8b,predictor_8918ff8b_3.parquet,0,30,0.1,1,2monthly,3,ps,,False
8918ff8b,predictor_8918ff8b_4.parquet,0,30,0.1,1,2monthly,4,ps,,False
8918ff8b,predictor_8918ff8b_5.parquet,0,30,0.1,1,2monthly,5,ps,,False
8918ff8b,predictor_8918ff8b_6.parquet,0,30,0.1,1,2monthly,6,ps,,False
8918ff8b,predictor_8918ff8b_7.parquet,0,30,0.1,1,2monthly,7,ps,,False
8918ff8b,predictor_8918ff8b_8.parquet,0,30,0.1,1,2monthly,8,ps,,False
8918ff8b,predictor_8918ff8b_9.parquet,0,30,0.1,1,2monthly,9,ps,,False
8918ff8b,predictor_8918ff8b_10.parquet,0,30,0.1,1,2monthly,10,ps,,False
8918ff8b,predictor_8918ff8b_11.parquet,0,30,0.1,1,2monthly,11,ps,,False
8918ff8b,predictor_8918ff8b_12.parquet,0,30,0.1,1,2monthly,12,ps,,False
9a6e8fb9,predictor_9a6e8fb9_1.parquet,0,5,0.15,1,2monthly,1,ps,,False
9a6e8fb9,predictor_9a6e8fb9_2.parquet,0,5,0.15,1,2monthly,2,ps,,False
9a6e8fb9,predictor_9a6e8fb9_3.parquet,0,5,0.15,1,2monthly,3,ps,,False
9a6e8fb9,predictor_9a6e8fb9_4.parquet,0,5,0.15,1,2monthly,4,ps,,False
9a6e8fb9,predictor_9a6e8fb9_5.parquet,0,5,0.15,1,2monthly,5,ps,,False
9a6e8fb9,predictor_9a6e8fb9_6.parquet,0,5,0.15,1,2monthly,6,ps,,False
9a6e8fb9,predictor_9a6e8fb9_7.parquet,0,5,0.15,1,2monthly,7,ps,,False
9a6e8fb9,predictor_9a6e8fb9_8.parquet,0,5,0.15,1,2monthly,8,ps,,False
9a6e8fb9,predictor_9a6e8fb9_9.parquet,0,5,0.15,1,2monthly,9,ps,,False
9a6e8fb9,predictor_9a6e8fb9_10.parquet,0,5,0.15,1,2monthly,10,ps,,False
9a6e8fb9,predictor_9a6e8fb9_11.parquet,0,5,0.15,1,2monthly,11,ps,,False
9a6e8fb9,predictor_9a6e8fb9_12.parquet,0,5,0.15,1,2monthly,12,ps,,False
79fd39c8,predictor_79fd39c8_1.parquet,0,10,0.15,1,2monthly,1,ps,,False
79fd39c8,predictor_79fd39c8_2.parquet,0,10,0.15,1,2monthly,2,ps,,False
79fd39c8,predictor_79fd39c8_3.parquet,0,10,0.15,1,2monthly,3,ps,,False
