model,season,metric,stage,HWN,HWF,Average,id_data
SVR-linear,6,mape,training,0.9059994679291004,1.4552194924794544,1.1806094802042773,d7101242
XGB10,6,mape,training,0.44813591228709565,0.6052176234490626,0.5266767678680792,d7101242
RNN16,6,mape,training,0.7041192594510781,1.22668473995896,0.965401999705019,d7101242
LSTM16,6,mape,training,0.38068189623889087,1.757008782092885,1.0688453391658879,d7101242
CNNRNN16,6,mape,training,0.48721535805636984,2.440049305746839,1.4636323319016045,d7101242
CNNLSTM16,6,mape,training,0.6942154172915562,0.7121258327973579,0.703170625044457,d7101242
MLP16,6,mape,training,1.0117220724525822,2.281765636994214,1.6467438547233981,d7101242
Linear,7,mape,training,1.325858055081397,1.4458021724499017,1.3858301137656492,d7101242
RF10,7,mape,training,0.7376023850679679,1.2163332552371946,0.9769678201525813,d7101242
SVR-rbf,7,mape,training,0.4239087814117786,0.4822023932907771,0.4530555873512778,d7101242
SVR-linear,7,mape,training,1.036464207066589,1.0369121168416755,1.0366881619541322,d7101242
XGB10,7,mape,training,0.4835972596216925,0.4342657405808007,0.4589315001012466,d7101242
RNN16,7,mape,training,0.8895287530376703,1.0642795573430903,0.9769041551903803,d7101242
LSTM16,7,mape,training,1.5215659431417008,1.2987550726253572,1.4101605078835289,d7101242
CNNRNN16,7,mape,training,0.44229498491301833,0.5905548953485984,0.5164249401308083,d7101242
CNNLSTM16,7,mape,training,1.1632150109067936,1.5572706725479077,1.3602428417273507,d7101242
MLP16,7,mape,training,0.985172589779,1.0523158695538333,1.0187442296664166,d7101242
Linear,8,mape,training,2.103511881724759,19673488587556.246,9836744293779.174,d7101242
RF10,8,mape,training,1.1723056643699916,40849010292462.516,20424505146231.844,d7101242
SVR-rbf,8,mape,training,0.8297588846551507,19351360779697.8,9675680389849.314,d7101242
SVR-linear,8,mape,training,1.2103098747650223,19606269865690.777,9803134932845.994,d7101242
XGB10,8,mape,training,0.49584283403204604,3085491867826.491,1542745933913.4934,d7101242
RNN16,8,mape,training,1.9303887609979513,129473125479647.83,64736562739824.88,d7101242
LSTM16,8,mape,training,1.8277877041562964,56072148979890.81,28036074489946.32,d7101242
CNNRNN16,8,mape,training,1.1244050949686655,8756622068513.861,4378311034257.4927,d7101242
CNNLSTM16,8,mape,training,1.319336115076277,53242610228180.13,26621305114090.727,d7101242
MLP16,8,mape,training,2.8144628116925987,38510840307357.0,19255420153679.906,d7101242
Linear,9,mape,training,1.8612979902223377,2.247031655171779,2.054164822697058,d7101242
RF10,9,mape,training,1.0908913232842767,0.9267072719042737,1.0087992975942752,d7101242
SVR-rbf,9,mape,training,0.7467756684115221,0.8899733474093144,0.8183745079104183,d7101242
SVR-linear,9,mape,training,1.2835969322287375,1.5458953233397228,1.4147461277842301,d7101242
XGB10,9,mape,training,0.5153094767536247,0.5032880186288038,0.5092987476912143,d7101242
RNN16,9,mape,training,1.6232661422542292,1.7602175885403144,1.6917418653972718,d7101242
LSTM16,9,mape,training,2.0111717653467083,2.026142178078417,2.018656971712563,d7101242
CNNRNN16,9,mape,training,1.0876931759751232,1.140637599171732,1.1141653875734274,d7101242
CNNLSTM16,9,mape,training,1.8074428002365668,1.9222589470033327,1.8648508736199498,d7101242
MLP16,9,mape,training,1.5221159762426415,1.8169704574878014,1.6695432168652213,d7101242
Linear,10,mape,training,0.8787882246297741,1.116197178889476,0.9974927017596251,d7101242
RF10,10,mape,training,0.655781332511882,0.7629470648891375,0.7093641987005097,d7101242
SVR-rbf,10,mape,training,0.45101990517156193,0.6598014194472502,0.5554106623094061,d7101242
SVR-linear,10,mape,training,0.8322395366450566,1.2328629561772815,1.032551246411169,d7101242
XGB10,10,mape,training,0.43681614077251896,0.41890472287477243,0.4278604318236457,d7101242
RNN16,10,mape,training,0.8219654893126204,0.8319756701878651,0.8269705797502427,d7101242
LSTM16,10,mape,training,0.5338537817212675,0.5476212364810327,0.5407375091011501,d7101242
CNNRNN16,10,mape,training,0.4121331549133203,0.4827046271516469,0.4474188910324836,d7101242
CNNLSTM16,10,mape,training,0.6212909397069497,0.6968055625801048,0.6590482511435273,d7101242
MLP16,10,mape,training,0.5639913696585451,0.8541855278523783,0.7090884487554617,d7101242
Linear,11,mape,training,0.779026113110006,0.7784422962670455,0.7787342046885257,d7101242
RF10,11,mape,training,0.5308045682595213,0.46202013308925144,0.4964123506743864,d7101242
SVR-rbf,11,mape,training,0.3339776538336715,0.3273881726788,0.3306829132562358,d7101242
SVR-linear,11,mape,training,0.5771597054128059,0.5426955497790212,0.5599276275959135,d7101242
XGB10,11,mape,training,0.33389808884693656,0.3462716514736397,0.3400848701602881,d7101242
RNN16,11,mape,training,0.9056050740045698,0.9946335571190804,0.950119315561825,d7101242
LSTM16,11,mape,training,1.0986783517137386,0.9884405981180706,1.0435594749159045,d7101242
CNNRNN16,11,mape,training,0.9884921951184663,0.8612833027228702,0.9248877489206683,d7101242
CNNLSTM16,11,mape,training,1.0871561101179237,0.9715243079537705,1.0293402090358472,d7101242
MLP16,11,mape,training,1.220476252912636,1.2532007311640745,1.2368384920383553,d7101242
Linear,12,mape,training,0.9601492033475872,1.3297867611615886,1.144967982254588,d7101242
RF10,12,mape,training,0.4624182234935702,0.4560484241252575,0.45923332380941384,d7101242
SVR-rbf,12,mape,training,0.41725661922013285,0.3953929422708852,0.40632478074550904,d7101242
SVR-linear,12,mape,training,1.0369907038915998,1.336950717200662,1.186970710546131,d7101242
XGB10,12,mape,training,0.4199580521773102,0.4034489523458173,0.4117035022615637,d7101242
RNN16,12,mape,training,0.8303076662060976,0.9871693606796615,0.9087385134428796,d7101242
LSTM16,12,mape,training,0.8892572153489882,1.0518086035859786,0.9705329094674834,d7101242
CNNRNN16,12,mape,training,0.6704463780975434,0.8657821788275462,0.7681142784625448,d7101242
CNNLSTM16,12,mape,training,1.0208796738845032,1.1002478911612124,1.0605637825228578,d7101242
MLP16,12,mape,training,0.9114671696506258,1.0596551127501412,0.9855611412003835,d7101242
Linear,1,mae,training,0.5382586495424292,0.5118000053194789,0.5250293274309541,d7101242
RF10,1,mae,training,0.3001979661848725,0.29525702093090833,0.2977274935578904,d7101242
SVR-rbf,1,mae,training,0.3793979166132505,0.35933848787284367,0.3693682022430471,d7101242
SVR-linear,1,mae,training,0.491378561876422,0.4771006854366993,0.48423962365656065,d7101242
XGB10,1,mae,training,0.37117904453264966,0.3639205956972788,0.36754982011496423,d7101242
RNN16,1,mae,training,0.8577964189725135,0.7897380323648701,0.8237672256686918,d7101242
LSTM16,1,mae,training,0.8088511783325683,0.7892745194146985,0.7990628488736333,d7101242
CNNRNN16,1,mae,training,0.8141924619856616,0.7933516030259623,0.803772032505812,d7101242
CNNLSTM16,1,mae,training,0.6486992703070982,0.4993333003766679,0.5740162853418831,d7101242
MLP16,1,mae,training,0.8128525091962304,0.5928075962966332,0.7028300527464317,d7101242
Linear,2,mae,training,0.4146942905861562,0.45023469638222613,0.43246449348419114,d7101242
RF10,2,mae,training,0.28229409087434015,0.29862937346061913,0.2904617321674796,d7101242
SVR-rbf,2,mae,training,0.2870091945919146,0.3023511954272015,0.29468019500955805,d7101242
SVR-linear,2,mae,training,0.41029336613921924,0.4289861575509047,0.41963976184506196,d7101242
XGB10,2,mae,training,0.3313281392804129,0.3429731604619785,0.3371506498711957,d7101242
RNN16,2,mae,training,0.7769718644843545,0.7175232062541749,0.7472475353692647,d7101242
LSTM16,2,mae,training,0.7754069578766017,0.7936262124255634,0.7845165851510826,d7101242
CNNRNN16,2,mae,training,0.7772587227639116,0.784393570741915,0.7808261467529133,d7101242
CNNLSTM16,2,mae,training,0.7271439300179645,0.8430442818424014,0.785094105930183,d7101242
MLP16,2,mae,training,0.18836752481580996,0.19371083912140383,0.1910391819686069,d7101242
Linear,3,mae,training,0.41689057259362405,0.3973877435144975,0.40713915805406076,d7101242
RF10,3,mae,training,0.22850503655646362,0.2346485405956263,0.23157678857604497,d7101242
SVR-rbf,3,mae,training,0.2982929483720651,0.28024190328979853,0.2892674258309318,d7101242
SVR-linear,3,mae,training,0.40061217961410994,0.3692470702900644,0.38492962495208716,d7101242
XGB10,3,mae,training,0.34500043220337223,0.32929396711478964,0.3371471996590809,d7101242
RNN16,3,mae,training,0.7176486534947016,0.5911565197533507,0.6544025866240262,d7101242
LSTM16,3,mae,training,0.35417479459757806,0.4480795721033799,0.401127183350479,d7101242
CNNRNN16,3,mae,training,0.676858788534207,0.6628793224294046,0.6698690554818059,d7101242
CNNLSTM16,3,mae,training,0.46595467308997185,0.42281043578740024,0.444382554438686,d7101242
MLP16,3,mae,training,0.3590308637546023,0.39249773876099664,0.37576430125779947,d7101242
Linear,4,mae,training,0.48351097776508334,0.4908866139504472,0.48719879585776527,d7101242
RF10,4,mae,training,0.2872436090461009,0.2860148155387894,0.28662921229244515,d7101242
SVR-rbf,4,mae,training,0.34848871879761867,0.34983644718112056,0.34916258298936964,d7101242
SVR-linear,4,mae,training,0.45185832722409497,0.46101802163284983,0.4564381744284724,d7101242
XGB10,4,mae,training,0.3531591413888838,0.34082575118365144,0.34699244628626763,d7101242
RNN16,4,mae,training,0.5280483117217755,0.3533750984143731,0.4407117050680743,d7101242
LSTM16,4,mae,training,0.6311283272514521,0.6217519042142775,0.6264401157328647,d7101242
CNNRNN16,4,mae,training,0.7245854453003523,0.7013992783753599,0.7129923618378561,d7101242
CNNLSTM16,4,mae,training,0.6696441367303528,0.6905600002207798,0.6801020684755663,d7101242
MLP16,4,mae,training,0.6254706492912312,0.5904393157080873,0.6079549824996593,d7101242
Linear,5,mae,training,0.374554398135331,0.3918782476588741,0.3832163228971025,d7101242
RF10,5,mae,training,0.24386373457978927,0.23048811005668995,0.2371759223182396,d7101242
SVR-rbf,5,mae,training,0.197811529765675,0.21839988753440356,0.2081057086500393,d7101242
SVR-linear,5,mae,training,0.3233264652038566,0.3344443678603664,0.3288854165321115,d7101242
XGB10,5,mae,training,0.2569875985040249,0.25518847628759117,0.25608803739580804,d7101242
RNN16,5,mae,training,0.4756984941784079,0.5175241009784947,0.4966112975784513,d7101242
LSTM16,5,mae,training,0.5754465168853634,0.46688967060356995,0.5211680937444667,d7101242
CNNRNN16,5,mae,training,0.4438136419782671,0.47006832772276635,0.4569409848505167,d7101242
CNNLSTM16,5,mae,training,0.4649673702840834,0.5169929110131836,0.4909801406486335,d7101242
MLP16,5,mae,training,0.4243384508672435,0.4068580066779435,0.41559822877259345,d7101242
Linear,6,mae,training,0.48068781412201406,0.5010362239890855,0.4908620190555498,d7101242
RF10,6,mae,training,0.32996786914422216,0.32980115975484586,0.32988451444953404,d7101242
SVR-rbf,6,mae,training,0.3367105139297862,0.34070820970480886,0.3387093618172975,d7101242
SVR-linear,6,mae,training,0.4284083042156714,0.43968389866928176,0.4340461014424766,d7101242
XGB10,6,mae,training,0.3565884760872725,0.3506790361732915,0.35363375613028203,d7101242
RNN16,6,mae,training,0.6076028777720603,0.49935367576824286,0.5534782767701516,d7101242
LSTM16,6,mae,training,0.1992493640853346,0.21048068866570038,0.2048650263755175,d7101242
CNNRNN16,6,mae,training,0.27964405767989753,0.3226473306541744,0.30114569416703596,d7101242
CNNLSTM16,6,mae,training,0.35022796484895774,0.33909212568020325,0.3446600452645805,d7101242
MLP16,6,mae,training,0.6089884517789372,0.6209409523637434,0.6149647020713402,d7101242
Linear,7,mae,training,0.5647559963751662,0.5378870440724836,0.5513215202238249,d7101242
RF10,7,mae,training,0.30062172563318784,0.30028905166074016,0.300455388646964,d7101242
SVR-rbf,7,mae,training,0.34720327898343667,0.33223981921368345,0.33972154909856006,d7101242
SVR-linear,7,mae,training,0.5351336719387983,0.49447615309028825,0.5148049125145433,d7101242
XGB10,7,mae,training,0.3370750774370149,0.3148652641252625,0.3259701707811387,d7101242
RNN16,7,mae,training,0.5910190329949324,0.5345640045419645,0.5627915187684485,d7101242
LSTM16,7,mae,training,0.6422508158178347,0.5595118635453319,0.6008813396815833,d7101242
CNNRNN16,7,mae,training,0.2394799372837217,0.24836998545614297,0.24392496136993233,d7101242
CNNLSTM16,7,mae,training,0.6263229577971667,0.5955416103006543,0.6109322840489105,d7101242
MLP16,7,mae,training,0.5869914187041166,0.5351457455329263,0.5610685821185215,d7101242
Linear,8,mae,training,0.5487038648778606,0.5677026669466914,0.558203265912276,d7101242
RF10,8,mae,training,0.2611767936338216,0.32360993984564523,0.29239336673973343,d7101242
SVR-rbf,8,mae,training,0.34089633350396836,0.3645607758489944,0.35272855467648134,d7101242
SVR-linear,8,mae,training,0.49224906345904496,0.5099372029663412,0.5010931332126931,d7101242
XGB10,8,mae,training,0.3485832820354281,0.3501342160644939,0.349358749049961,d7101242
RNN16,8,mae,training,0.664020246902366,0.6982316107847916,0.6811259288435788,d7101242
LSTM16,8,mae,training,0.5498076139677707,0.5312126704410892,0.5405101422044299,d7101242
CNNRNN16,8,mae,training,0.3153392264475414,0.34673917982781016,0.33103920313767576,d7101242
CNNLSTM16,8,mae,training,0.5262496084074977,0.5206670495797259,0.5234583289936118,d7101242
MLP16,8,mae,training,0.7007559213193997,0.7362253176290665,0.7184906194742331,d7101242
Linear,9,mae,training,0.5479081771588367,0.5438033140852524,0.5458557456220445,d7101242
RF10,9,mae,training,0.3778510218844959,0.3240524234784672,0.35095172268148156,d7101242
SVR-rbf,9,mae,training,0.3543470876819022,0.323431058119276,0.3388890729005891,d7101242
SVR-linear,9,mae,training,0.5233530378978799,0.49665876906590717,0.5100059034818936,d7101242
XGB10,9,mae,training,0.34996346562734254,0.33773446590566936,0.3438489657665059,d7101242
RNN16,9,mae,training,0.6830538945853009,0.5680627795369905,0.6255583370611457,d7101242
LSTM16,9,mae,training,0.7230743212345557,0.6447524086144931,0.6839133649245244,d7101242
CNNRNN16,9,mae,training,0.4252486610499842,0.3888160708504012,0.4070323659501927,d7101242
CNNLSTM16,9,mae,training,0.6273911816050087,0.5827795335381569,0.6050853575715829,d7101242
MLP16,9,mae,training,0.5650988916984375,0.5156708385991815,0.5403848651488095,d7101242
Linear,10,mae,training,0.5081154294625982,0.518138462307655,0.5131269458851266,d7101242
RF10,10,mae,training,0.2535370448483753,0.23787015580982176,0.24570360032909855,d7101242
SVR-rbf,10,mae,training,0.3656630819051112,0.38405009402919393,0.3748565879671526,d7101242
SVR-linear,10,mae,training,0.4771292313510341,0.4876428471341254,0.4823860392425797,d7101242
XGB10,10,mae,training,0.3675616035104954,0.35787337668755154,0.36271749009902343,d7101242
RNN16,10,mae,training,0.4499002009242594,0.38367749994791445,0.41678885043608693,d7101242
LSTM16,10,mae,training,0.30768202118421983,0.30571517963761036,0.3066986004109151,d7101242
CNNRNN16,10,mae,training,0.2252835260931038,0.22760075049228065,0.22644213829269222,d7101242
CNNLSTM16,10,mae,training,0.39086929631877465,0.38377320848944685,0.38732125240411075,d7101242
MLP16,10,mae,training,0.3937272952199494,0.3933620272019081,0.3935446612109288,d7101242
Linear,11,mae,training,0.37008347438671657,0.3682279519599552,0.3691557131733359,d7101242
RF10,11,mae,training,0.22063248721648324,0.2067726690918691,0.21370257815417615,d7101242
SVR-rbf,11,mae,training,0.2260668206407097,0.2169548816468093,0.2215108511437595,d7101242
SVR-linear,11,mae,training,0.34029091000249573,0.32676571075258387,0.3335283103775398,d7101242
XGB10,11,mae,training,0.22319618333850996,0.21236027819122358,0.21777823076486677,d7101242
RNN16,11,mae,training,0.4566560303379804,0.4673263795099448,0.4619912049239626,d7101242
LSTM16,11,mae,training,0.4641793944229696,0.44676485827722423,0.45547212635009693,d7101242
CNNRNN16,11,mae,training,0.4639439314758144,0.4296052266135237,0.44677457904466905,d7101242
CNNLSTM16,11,mae,training,0.48832477396770974,0.4369869642956687,0.4626558691316892,d7101242
MLP16,11,mae,training,0.537694396736879,0.527529411835309,0.532611904286094,d7101242
Linear,12,mae,training,0.4144466833988583,0.4316067028919735,0.4230266931454159,d7101242
RF10,12,mae,training,0.18164360127623327,0.16807736564470055,0.1748604834604669,d7101242
SVR-rbf,12,mae,training,0.24139766707366067,0.2589895778390131,0.2501936224563369,d7101242
SVR-linear,12,mae,training,0.38802858854275174,0.40678330901765664,0.3974059487802042,d7101242
XGB10,12,mae,training,0.2878288716623729,0.2840279152229389,0.2859283934426559,d7101242
RNN16,12,mae,training,0.3268527577577203,0.305066326642437,0.31595954220007866,d7101242
LSTM16,12,mae,training,0.34065387874433944,0.3476045584682834,0.3441292186063114,d7101242
CNNRNN16,12,mae,training,0.21058719647049617,0.19663687152584972,0.20361203399817296,d7101242
CNNLSTM16,12,mae,training,0.5176090662316671,0.5183512633235452,0.5179801647776061,d7101242
MLP16,12,mae,training,0.3633207712103537,0.3485315065646252,0.3559261388874895,d7101242
Linear,1,r2,CV,-3.337874014627564,-5.188314798533222,-4.263094406580393,d7101242
RF10,1,r2,CV,-2.220755395457659,-2.4906451323152865,-2.355700263886473,d7101242
SVR-rbf,1,r2,CV,-1.497999454393425,-1.7319069058144874,-1.614953180103956,d7101242
SVR-linear,1,r2,CV,-3.2818207822303243,-4.548507704995279,-3.915164243612802,d7101242
XGB10,1,r2,CV,-1.4463580979114887,-2.6824762434088827,-2.0644171706601857,d7101242
RNN16,1,r2,CV,-0.2223473487617946,-0.45565023369868196,-0.3389987912302383,d7101242
LSTM16,1,r2,CV,-0.0500877549283061,-0.13441811706440143,-0.09225293599635376,d7101242
CNNRNN16,1,r2,CV,-0.06677851184195766,-0.12525118472690797,-0.09601484828443281,d7101242
CNNLSTM16,1,r2,CV,-0.2720959726178509,-0.13866532869050932,-0.2053806506541801,d7101242
MLP16,1,r2,CV,-0.5346283794541505,-0.023939273088289782,-0.27928382627122017,d7101242
Linear,2,r2,CV,-1.9469623628036963,-3.8439676124196516,-2.895464987611674,d7101242
RF10,2,r2,CV,-3.840547790133705,-4.942036135400011,-4.391291962766858,d7101242
SVR-rbf,2,r2,CV,-3.3144959094056494,-4.461665288018951,-3.8880805987123,d7101242
SVR-linear,2,r2,CV,-2.6049032439868505,-4.880473753590485,-3.742688498788668,d7101242
XGB10,2,r2,CV,-3.5158241135075152,-4.429252869038731,-3.9725384912731228,d7101242
RNN16,2,r2,CV,-0.5296339531399065,-0.5608463692115043,-0.5452401611757054,d7101242
LSTM16,2,r2,CV,-0.5909801122707234,-0.8072648523799372,-0.6991224823253304,d7101242
CNNRNN16,2,r2,CV,-0.22739487078091328,-0.3702232615184327,-0.298809066149673,d7101242
CNNLSTM16,2,r2,CV,-0.46108000485226613,-0.6264074385117684,-0.5437437216820172,d7101242
MLP16,2,r2,CV,-0.6490139324790888,-0.5928399057844358,-0.6209269191317623,d7101242
Linear,3,r2,CV,-0.9580348311158184,-1.5377921719952912,-1.247913501555555,d7101242
RF10,3,r2,CV,-0.7587063339539235,-1.2238372778690425,-0.991271805911483,d7101242
SVR-rbf,3,r2,CV,-0.3327068344111287,-0.48725399122923757,-0.40998041282018316,d7101242
SVR-linear,3,r2,CV,-0.5403453843912336,-0.5236871470271122,-0.5320162657091729,d7101242
XGB10,3,r2,CV,-0.8614309498556671,-0.9881258161671141,-0.9247783830113907,d7101242
RNN16,3,r2,CV,-0.35040172383894014,-0.4280897552711951,-0.3892457395550676,d7101242
LSTM16,3,r2,CV,0.25564348970999745,0.20497465578223817,0.2303090727461178,d7101242
CNNRNN16,3,r2,CV,0.19583323877934988,0.21856551012357386,0.20719937445146186,d7101242
CNNLSTM16,3,r2,CV,0.23219861045060752,0.21860715409588027,0.2254028822732439,d7101242
MLP16,3,r2,CV,0.19924898242195857,0.08537730283714046,0.14231314262954953,d7101242
Linear,4,r2,CV,-1.1750685390679803,-1.5579838967300137,-1.366526217898997,d7101242
RF10,4,r2,CV,-2.7214705896325446,-2.5794350015118073,-2.6504527955721757,d7101242
SVR-rbf,4,r2,CV,-0.7870387818920912,-0.8362912460458919,-0.8116650139689916,d7101242
SVR-linear,4,r2,CV,-0.8237477974322458,-1.5550447709725959,-1.1893962842024208,d7101242
XGB10,4,r2,CV,-1.1806448159812948,-1.662586881353609,-1.421615848667452,d7101242
RNN16,4,r2,CV,-0.25073250577320694,-0.08848252273461615,-0.16960751425391155,d7101242
LSTM16,4,r2,CV,-0.42441695199290774,-0.02448640634756108,-0.2244516791702344,d7101242
CNNRNN16,4,r2,CV,0.25075197562258245,0.15862851774407133,0.2046902466833269,d7101242
CNNLSTM16,4,r2,CV,0.06698063644365906,-0.049112491323167334,0.008934072560245865,d7101242
MLP16,4,r2,CV,-0.06798248830884333,-0.10509137486308476,-0.08653693158596404,d7101242
Linear,5,r2,CV,-2.4552881328831218,-2.773500769022652,-2.614394450952887,d7101242
RF10,5,r2,CV,-3.347822199677732,-4.122676540071376,-3.735249369874554,d7101242
SVR-rbf,5,r2,CV,-0.3781778399807928,-0.45296417977945175,-0.4155710098801223,d7101242
SVR-linear,5,r2,CV,-0.5055670556016698,-0.6484114367222338,-0.5769892461619518,d7101242
XGB10,5,r2,CV,-1.5827700760249628,-1.698709618566576,-1.6407398472957695,d7101242
RNN16,5,r2,CV,-0.3434237049855399,-0.12292798888798986,-0.2331758469367649,d7101242
LSTM16,5,r2,CV,-0.7137082302762386,-0.3416082679390993,-0.527658249107669,d7101242
CNNRNN16,5,r2,CV,0.03923901046605879,0.05678291485721364,0.04801096266163621,d7101242
CNNLSTM16,5,r2,CV,-0.7766707126174183,-0.674234913418417,-0.7254528130179176,d7101242
MLP16,5,r2,CV,-0.20719653048511832,-0.15704679242205202,-0.18212166145358516,d7101242
Linear,6,r2,CV,-1.6470279980609273,-2.4708829215716106,-2.0589554598162687,d7101242
RF10,6,r2,CV,-1.113082374060408,-1.1824189919797496,-1.147750683020079,d7101242
SVR-rbf,6,r2,CV,-0.34778483967932033,-0.5012565120097509,-0.42452067584453557,d7101242
SVR-linear,6,r2,CV,-0.7916156052903772,-1.188458998541597,-0.9900373019159872,d7101242
XGB10,6,r2,CV,-0.6138254917929078,-1.1102584202839842,-0.862041956038446,d7101242
RNN16,6,r2,CV,-0.18278585943152578,-0.6950572918659007,-0.43892157564871326,d7101242
LSTM16,6,r2,CV,-0.09904821387335308,0.02025887075630514,-0.03939467155852397,d7101242
CNNRNN16,6,r2,CV,0.18588106824744263,0.16692902038437724,0.17640504431590992,d7101242
CNNLSTM16,6,r2,CV,-0.9220887008343259,-2.532413386548366,-1.727251043691346,d7101242
MLP16,6,r2,CV,-0.025202008019894542,-0.6560762369177884,-0.3406391224688415,d7101242
Linear,7,r2,CV,-4.522019127854615e+30,-3.892960041029877,-2.2610095639273075e+30,d7101242
RF10,7,r2,CV,-2.2332862627883333e+30,-1.291144712677036,-1.1166431313941667e+30,d7101242
SVR-rbf,7,r2,CV,-1.7665162060617237e+30,-0.7215511002670076,-8.832581030308618e+29,d7101242
SVR-linear,7,r2,CV,-6.88016216382765e+30,-3.1394463761687907,-3.440081081913825e+30,d7101242
XGB10,7,r2,CV,-3.4273799948434266e+30,-0.6066360460278384,-1.7136899974217133e+30,d7101242
RNN16,7,r2,CV,-0.09990335604495769,-0.05441350590117726,-0.07715843097306747,d7101242
LSTM16,7,r2,CV,0.19054315971162486,0.1920853507634982,0.19131425523756151,d7101242
CNNRNN16,7,r2,CV,0.09181308831457108,0.017516958211160935,0.05466502326286601,d7101242
CNNLSTM16,7,r2,CV,0.13643192505269156,-0.182182356011302,-0.022875215479305225,d7101242
MLP16,7,r2,CV,-0.038393311510101835,-0.09812105064817458,-0.06825718107913821,d7101242
Linear,8,r2,CV,-1.169800586606704,-2.1758918520432577,-1.672846219324981,d7101242
RF10,8,r2,CV,-1.400606013082006,-2.132603421767489,-1.7666047174247475,d7101242
SVR-rbf,8,r2,CV,-0.10702603150352123,-0.30921011387257524,-0.20811807268804824,d7101242
SVR-linear,8,r2,CV,-0.29810361907877636,-0.749212426135321,-0.5236580226070486,d7101242
XGB10,8,r2,CV,-1.52927246187854,-1.3012915464342,-1.41528200415637,d7101242
RNN16,8,r2,CV,-0.025775756184564444,-0.3845390056378265,-0.20515738091119548,d7101242
LSTM16,8,r2,CV,-0.2946344477568211,-0.5715970461995792,-0.43311574697820016,d7101242
CNNRNN16,8,r2,CV,-0.22302830786864145,-0.45309832191421673,-0.3380633148914291,d7101242
CNNLSTM16,8,r2,CV,-0.36966338143926547,-0.8757662283162214,-0.6227148048777434,d7101242
MLP16,8,r2,CV,-0.06493698098530386,-0.7837579388443306,-0.42434745991481726,d7101242
Linear,9,r2,CV,-1.1404423554764846,-1.6265050835797492,-1.383473719528117,d7101242
RF10,9,r2,CV,-1.1785745881434437,-1.6519082909105396,-1.4152414395269917,d7101242
SVR-rbf,9,r2,CV,-0.5827040498288822,-0.7036869522560596,-0.6431955010424709,d7101242
SVR-linear,9,r2,CV,-1.0110686417517845,-1.305799775113821,-1.1584342084328028,d7101242
XGB10,9,r2,CV,-0.3844198043971571,-0.880352315862908,-0.6323860601300325,d7101242
RNN16,9,r2,CV,-0.3753236148690879,-0.31417700009968674,-0.3447503074843873,d7101242
LSTM16,9,r2,CV,-0.4914870221096321,-0.6640238464544288,-0.5777554342820305,d7101242
CNNRNN16,9,r2,CV,-0.565496832304093,-0.7862852685082458,-0.6758910504061694,d7101242
CNNLSTM16,9,r2,CV,-0.17506579286065405,-0.20732745739189992,-0.191196625126277,d7101242
MLP16,9,r2,CV,-0.03793256916682898,-0.05292134044033986,-0.04542695480358442,d7101242
Linear,10,r2,CV,-0.7441274256213839,-1.1359048728956438,-0.9400161492585138,d7101242
RF10,10,r2,CV,-0.24455435827312075,-0.21727512553877498,-0.23091474190594785,d7101242
SVR-rbf,10,r2,CV,-0.05290968390888784,-0.1669989442060171,-0.10995431405745247,d7101242
SVR-linear,10,r2,CV,-0.5149267818231661,-1.0145049259247818,-0.764715853873974,d7101242
XGB10,10,r2,CV,0.10492467578542039,-0.251995606170086,-0.0735354651923328,d7101242
RNN16,10,r2,CV,0.19827920868214338,0.18077679027140686,0.18952799947677512,d7101242
LSTM16,10,r2,CV,0.016933707545482707,0.027694856562343745,0.022314282053913226,d7101242
CNNRNN16,10,r2,CV,-0.05327122509640146,-0.0621930846002265,-0.05773215484831398,d7101242
CNNLSTM16,10,r2,CV,0.03989075895400185,-0.0027309547438286313,0.01857990210508661,d7101242
MLP16,10,r2,CV,-0.005490049935696822,-0.04817623572697402,-0.02683314283133542,d7101242
Linear,11,r2,CV,-3.8086626299990813,-5.390058384714729,-4.599360507356906,d7101242
RF10,11,r2,CV,-3.004670352622422,-5.141779457370497,-4.07322490499646,d7101242
SVR-rbf,11,r2,CV,-1.109293812585351,-1.5135617456570842,-1.3114277791212177,d7101242
SVR-linear,11,r2,CV,-1.7190880700740923,-2.2629739757898273,-1.9910310229319599,d7101242
XGB10,11,r2,CV,-2.2053149506750644,-2.4640891458400365,-2.3347020482575505,d7101242
RNN16,11,r2,CV,-1.4819634388722347,-1.0617467678309647,-1.2718551033515997,d7101242
LSTM16,11,r2,CV,-0.16484153708060376,-0.1637791684611459,-0.16431035277087483,d7101242
CNNRNN16,11,r2,CV,-1.1507088839259696,-0.8920826792405071,-1.0213957815832384,d7101242
CNNLSTM16,11,r2,CV,-1.5499940479127574,-0.970966321199664,-1.2604801845562106,d7101242
MLP16,11,r2,CV,-0.4248352753769246,-0.27413568160983903,-0.34948547849338185,d7101242
Linear,12,r2,CV,-1.2069678214122335,-2.2051007089019965,-1.706034265157115,d7101242
RF10,12,r2,CV,-0.5305968602175287,-1.0432224558007834,-0.7869096580091561,d7101242
SVR-rbf,12,r2,CV,-0.14077131159058304,-0.4669127633134963,-0.30384203745203964,d7101242
SVR-linear,12,r2,CV,-0.7008093982817469,-1.9253601370074798,-1.3130847676446133,d7101242
XGB10,12,r2,CV,0.05289426879962791,0.09596668661797327,0.07443047770880058,d7101242
