model,season,metric,stage,HWD,HWM,HWA,Average,id_data
Linear,1,r2,prediction,-0.3911060807510507,-1.284671515805118,-0.6735773549959885,-0.7831183171840523,978f49d7
RF10,1,r2,prediction,-0.6770961538461537,-0.22026837467595106,-0.29996152748177574,-0.39910868533462684,978f49d7
SVR-rbf,1,r2,prediction,-0.6072781571558847,-0.10840621080692703,-0.3535518180983048,-0.3564120620203722,978f49d7
SVR-linear,1,r2,prediction,-0.7429425460606183,-0.8925345929394182,-1.0846393924878956,-0.9067055104959773,978f49d7
XGB10,1,r2,prediction,-0.6319744829419283,0.6254034799829266,0.14657533460780714,0.046668110549601814,978f49d7
RNN16,1,r2,prediction,-0.6673561128255281,-0.5788408562019267,-0.23268910277811305,-0.4929620239351893,978f49d7
LSTM16,1,r2,prediction,-0.40865210093150184,-0.013158981983955487,-0.23439660615903835,-0.21873589635816523,978f49d7
CNNRNN16,1,r2,prediction,-0.3346098703579341,-0.057003379947486055,-0.097660117076946,-0.16309112246078872,978f49d7
CNNLSTM16,1,r2,prediction,-1.4131413044278278,0.04393849940869743,-0.8999441153716692,-0.7563823067969332,978f49d7
MLP16,1,r2,prediction,-0.9042575291201378,-1.5303505020346422,-0.20682972799233856,-0.8804792530490394,978f49d7
Linear,2,r2,prediction,-7.447177062412374,0.07418377313245805,0.035988029767380914,-2.4456684198375114,978f49d7
RF10,2,r2,prediction,-4.862892376681613,-0.7145488534714621,-1.1658628427622522,-2.2477680243051092,978f49d7
SVR-rbf,2,r2,prediction,-12.783108042564713,-1.3833118724014084,-2.049208936056211,-5.405209617007444,978f49d7
SVR-linear,2,r2,prediction,-6.099341861633577,-0.3807943508369531,-0.5038532804031599,-2.327996497624563,978f49d7
XGB10,2,r2,prediction,-6.782810321032584,-1.869829592441988,-2.500394927113595,-3.717678280196056,978f49d7
RNN16,2,r2,prediction,-9.366069853876878,-0.9024178434149286,-2.02434013151329,-4.097609276268366,978f49d7
LSTM16,2,r2,prediction,-7.498636041197095,-1.1836887327175485,-2.029965037406708,-3.5707632704404504,978f49d7
CNNRNN16,2,r2,prediction,-6.359758302634292,-1.2970609995297298,-1.7480127567147568,-3.1349440196262592,978f49d7
CNNLSTM16,2,r2,prediction,-6.267948196544451,-0.34319394987953866,-0.4677860080507519,-2.359642718158247,978f49d7
MLP16,2,r2,prediction,-12.287484207674794,-1.7078473865098833,-1.927766951031784,-5.307699515072154,978f49d7
Linear,3,r2,prediction,-2.3551159247978126,-1.4099377701194018,-1.6043512146316368,-1.7898016365162839,978f49d7
RF10,3,r2,prediction,-0.5899413243922877,0.14149313402848485,-0.9112739479420562,-0.4532407127686197,978f49d7
SVR-rbf,3,r2,prediction,-0.6651628927274711,-0.2764993969019498,-0.3842273901249682,-0.44196322658479636,978f49d7
SVR-linear,3,r2,prediction,-1.5913748843538906,-0.9878206959184119,-1.358951674160211,-1.3127157514775045,978f49d7
XGB10,3,r2,prediction,-0.5275614972792029,-0.19937682702887294,-0.21731935322957185,-0.3147525591792159,978f49d7
RNN16,3,r2,prediction,-0.5215234925311891,-0.8908292466951029,-0.5059811750493699,-0.6394446380918873,978f49d7
LSTM16,3,r2,prediction,-0.11090899731123649,-0.375251233421497,-0.33130330544848907,-0.2724878453937409,978f49d7
CNNRNN16,3,r2,prediction,-0.11690368609017598,-0.24893918027530892,-0.21204441606837898,-0.1926290941446213,978f49d7
CNNLSTM16,3,r2,prediction,-1.3164646572758798,-1.3956122374872293,-1.4622481165255663,-1.3914416704295585,978f49d7
MLP16,3,r2,prediction,-0.5721458484879147,-0.5469743279559256,-0.08196190838204509,-0.4003606949419618,978f49d7
Linear,4,r2,prediction,-2.9508256323615676,0.11719682838838341,-0.12222815383007934,-0.9852856526010877,978f49d7
RF10,4,r2,prediction,-0.2993654822335028,0.5977823497372516,0.4537647017805585,0.25072718976143576,978f49d7
SVR-rbf,4,r2,prediction,-1.5575682240089543,0.4312211984855413,0.30992906148974186,-0.2721393213445571,978f49d7
SVR-linear,4,r2,prediction,-2.4441859282942167,-0.20041585751669766,-1.0557821167727495,-1.2334613008612212,978f49d7
XGB10,4,r2,prediction,0.08179255140242692,-0.12183424773362117,-0.36808683869368464,-0.13604284500829297,978f49d7
RNN16,4,r2,prediction,-1.1673493278252027,-0.44298906729773746,0.22730960690284618,-0.46100959607336467,978f49d7
LSTM16,4,r2,prediction,-0.6716331239395363,0.5082556971017897,0.31773839925702185,0.05145365747309175,978f49d7
CNNRNN16,4,r2,prediction,-0.003889597252399346,-0.04483940338113013,-0.01743865298750169,-0.022055884540343722,978f49d7
CNNLSTM16,4,r2,prediction,0.1527717294544324,0.32995216243255443,0.08710524966842625,0.1899430471851377,978f49d7
MLP16,4,r2,prediction,-1.8262962366765443,-2.3188874027999695,-0.35041836375355917,-1.498534001076691,978f49d7
Linear,5,r2,prediction,0.03504722114360814,-0.11685707271264256,-0.1529279927770857,-0.07824594811537337,978f49d7
RF10,5,r2,prediction,-0.4299405646359582,-0.10050965078186302,-0.12469467733564676,-0.21838163091782267,978f49d7
SVR-rbf,5,r2,prediction,-0.266402214844752,-0.19069124500734103,-0.24001100007550646,-0.23236815330919983,978f49d7
SVR-linear,5,r2,prediction,-0.3628123837642381,-0.4243469178377277,-0.3468383401406441,-0.37799921391420327,978f49d7
XGB10,5,r2,prediction,-0.40909445217509677,-0.28627496562357346,-0.26909207037443017,-0.3214871627243668,978f49d7
RNN16,5,r2,prediction,-0.26157364897731195,-0.2677741607633908,-0.2653122139644357,-0.2648866745683795,978f49d7
LSTM16,5,r2,prediction,-0.30577559563409173,-0.2749853573541008,-0.34963947670638795,-0.3101334765648602,978f49d7
CNNRNN16,5,r2,prediction,-0.20667793886871277,-0.26775686225240736,-0.2684173051116163,-0.24761736874424548,978f49d7
CNNLSTM16,5,r2,prediction,-0.5648634908381123,-0.48105198554884554,-0.46818407848369525,-0.504699851623551,978f49d7
MLP16,5,r2,prediction,-0.4800437440963603,-0.4714463577488919,-0.27295747711364493,-0.40814919298629904,978f49d7
Linear,6,r2,prediction,0.22405381705326766,0.1829246396120281,0.20933159930277934,0.2054366853226917,978f49d7
RF10,6,r2,prediction,-0.6788194444444451,-0.6368352307911362,-0.7976312469522862,-0.7044286407292892,978f49d7
SVR-rbf,6,r2,prediction,-0.08107110441102483,-0.09829116382157355,-0.094549250800535,-0.09130383967771112,978f49d7
SVR-linear,6,r2,prediction,0.2248947706154525,0.13155044960750417,0.11878551682164362,0.15841024568153342,978f49d7
XGB10,6,r2,prediction,0.2527155853905849,0.08284965476224282,-0.012745938414074454,0.10760643391291776,978f49d7
RNN16,6,r2,prediction,-0.10265510530211741,-0.09851926604170003,-0.06546785374733433,-0.08888074169705058,978f49d7
LSTM16,6,r2,prediction,0.026427960605918566,-0.04092060424366939,0.11010998659424798,0.031872447652165715,978f49d7
CNNRNN16,6,r2,prediction,-0.0008273103493252609,-0.023500690088101628,-0.027306873370410267,-0.017211624602612385,978f49d7
CNNLSTM16,6,r2,prediction,0.19325013371467425,0.0508984181289005,0.13325924479241436,0.12580259887866305,978f49d7
MLP16,6,r2,prediction,-0.07620895203962963,0.14809500134676934,0.043930980839955724,0.03860567671569848,978f49d7
Linear,7,r2,prediction,-0.62394067352294,-0.8109881686708866,-0.8706612724646452,-0.7685300382194905,978f49d7
RF10,7,r2,prediction,0.23664948453608237,-0.13190361730057654,-0.16641529064709903,-0.020556474470531067,978f49d7
SVR-rbf,7,r2,prediction,-0.6285264707160318,-0.645632933729714,-0.6632791341900304,-0.6458128462119254,978f49d7
SVR-linear,7,r2,prediction,-1.1679472979146164,-1.0406234418483935,-1.0544221543585155,-1.0876642980405085,978f49d7
XGB10,7,r2,prediction,-2.0266930621585555,-0.33011776889654243,-0.21601771109462398,-0.8576095140499073,978f49d7
RNN16,7,r2,prediction,-0.8367030467091106,-0.6939097665418741,-0.7810705569229599,-0.7705611233913148,978f49d7
LSTM16,7,r2,prediction,-0.06007997209033,-0.38832158891675084,0.07585769560379096,-0.12418128846776329,978f49d7
CNNRNN16,7,r2,prediction,-0.6882285475005052,-0.6511088536084293,-0.7022934792692317,-0.6805436267927222,978f49d7
CNNLSTM16,7,r2,prediction,-0.24618048792220315,-0.4291992640070932,-0.3351894304009495,-0.33685639411008195,978f49d7
MLP16,7,r2,prediction,-0.6891698920319385,-0.713843033013964,-0.32359284980825964,-0.5755352582847207,978f49d7
Linear,8,r2,prediction,-13.779407106783305,-3.283069047932809,-2.7463736579858193,-6.602949937567312,978f49d7
RF10,8,r2,prediction,-4.959375,-0.861513740951614,-0.7424164316275685,-2.1877683908597274,978f49d7
SVR-rbf,8,r2,prediction,-4.661416253605664,-1.8569082105076609,-1.4951169754844402,-2.6711471465325882,978f49d7
SVR-linear,8,r2,prediction,-9.534735977062994,-3.1735641089527347,-4.188580193237807,-5.632293426417846,978f49d7
XGB10,8,r2,prediction,-12.13602313123506,-2.3049203290881253,-1.237349638145806,-5.226097699489664,978f49d7
RNN16,8,r2,prediction,-1.201702634039612,-1.149176873671184,-1.5990201856846675,-1.3166332311318212,978f49d7
LSTM16,8,r2,prediction,-0.8589448325151234,-0.583195316551887,0.4469035538593815,-0.33174553173587634,978f49d7
CNNRNN16,8,r2,prediction,-1.4711879895057107,-1.7235872403606374,-1.459345976804863,-1.5513737355570705,978f49d7
CNNLSTM16,8,r2,prediction,-8.515205185329487,-1.5360395280428905,-1.04372405878962,-3.6983229240539988,978f49d7
MLP16,8,r2,prediction,-2.3088699473547005,-1.7963130447971114,-1.714582594994443,-1.939921862382085,978f49d7
Linear,9,r2,prediction,-1.8828947502823539,-0.9963538173622282,-1.3362747344394403,-1.4051744340280077,978f49d7
RF10,9,r2,prediction,-0.03549107142857166,-0.08284595919584858,-0.5108337325411265,-0.20972358772184893,978f49d7
SVR-rbf,9,r2,prediction,-0.5287760718514081,-0.42939671574641847,-0.4272013378524724,-0.46179137515009966,978f49d7
SVR-linear,9,r2,prediction,-1.539359172798577,-0.6828962837106372,-0.5193037272748093,-0.913853061261341,978f49d7
XGB10,9,r2,prediction,-0.6589976412147143,-0.3453240617699902,-0.7335248950905073,-0.579282199358404,978f49d7
RNN16,9,r2,prediction,-0.5119061740272082,-0.2643722112553619,-0.5656332826965409,-0.44730388932637033,978f49d7
LSTM16,9,r2,prediction,-1.0556549356815763,-0.8826080684035615,-0.7610972720504638,-0.8997867587118673,978f49d7
CNNRNN16,9,r2,prediction,-0.5880937096616976,-0.5079491129906655,-0.5281153633001618,-0.5413860619841749,978f49d7
CNNLSTM16,9,r2,prediction,-0.6253503720418523,-0.6878038145323104,-0.8661569304610441,-0.7264370390117355,978f49d7
MLP16,9,r2,prediction,-0.7072997808842927,-0.7286491001871884,-0.7948886123230403,-0.7436124977981738,978f49d7
Linear,10,r2,prediction,-2.19792642645376,-0.080463386994714,0.12013684269152525,-0.7194176569189829,978f49d7
RF10,10,r2,prediction,-1.1259927797833944,-0.8361705023751307,-1.3260170123525024,-1.0960600981703426,978f49d7
SVR-rbf,10,r2,prediction,-0.5711930209917582,-0.5947771603859042,-0.3981145809030364,-0.5213615874268996,978f49d7
SVR-linear,10,r2,prediction,-1.9163029940111085,-0.2513424355622702,-0.14357405063715745,-0.7704064934035122,978f49d7
XGB10,10,r2,prediction,-1.7465877187996628,-0.4583530711951658,-0.07618186341790167,-0.7603742178042433,978f49d7
RNN16,10,r2,prediction,-0.09920548925170936,-0.6698768284858416,-0.7066079934957015,-0.49189677041108415,978f49d7
LSTM16,10,r2,prediction,-0.518565240333366,-0.8437604251065902,-0.6558262889961313,-0.6727173181453625,978f49d7
CNNRNN16,10,r2,prediction,-0.2994456061738031,-0.5820216212711182,-0.4721966191699951,-0.45122128220497215,978f49d7
CNNLSTM16,10,r2,prediction,-0.8492773634528465,-0.9648951575866678,-0.8485052795304744,-0.8875592668566629,978f49d7
MLP16,10,r2,prediction,0.050085019615354054,-0.8636098254188045,-0.664651547149433,-0.49272545098429443,978f49d7
Linear,11,r2,prediction,-0.4971006298073528,-0.31719422914977624,-0.13805333874643488,-0.3174493992345213,978f49d7
RF10,11,r2,prediction,-0.37797818791946347,-0.3458947706669482,-0.30476636390606937,-0.3428797741641603,978f49d7
SVR-rbf,11,r2,prediction,-0.8432061511005946,-0.7505039026940439,-0.6795194075561266,-0.7577431537835885,978f49d7
SVR-linear,11,r2,prediction,-0.668281499395911,-0.6569536453885396,-0.9373472448544964,-0.754194129879649,978f49d7
XGB10,11,r2,prediction,-0.8388333480237697,-0.43026302026385843,-0.4712198673970156,-0.5801054118948813,978f49d7
RNN16,11,r2,prediction,-0.6457700635150467,-0.5893970554435004,-0.6341263827593566,-0.623097833905968,978f49d7
LSTM16,11,r2,prediction,-0.6386952415566693,-0.28787675782161104,0.14611667678553797,-0.2601517741975808,978f49d7
CNNRNN16,11,r2,prediction,-0.779406761558302,-0.6520814878456624,-0.6313620212567006,-0.6876167568868884,978f49d7
CNNLSTM16,11,r2,prediction,-0.7187549272427558,-0.539968546159949,-0.6241817418782558,-0.6276350717603202,978f49d7
MLP16,11,r2,prediction,-0.9756880633143385,-0.9789458528752026,-1.0465961288381842,-1.0004100150092416,978f49d7
Linear,12,r2,prediction,0.21072758759123478,0.33979713778734577,0.3630682222115781,0.3045309825300529,978f49d7
RF10,12,r2,prediction,0.0266702014846234,-0.36114022840066484,-0.33891409181098386,-0.22446137290900844,978f49d7
SVR-rbf,12,r2,prediction,-0.2900117527393924,-0.22691564784512264,-0.15613808633409332,-0.22435516230620278,978f49d7
SVR-linear,12,r2,prediction,-0.07655085921350135,0.09463151840608708,-0.019798043584024372,-0.0005724614638128825,978f49d7
XGB10,12,r2,prediction,-0.14258910539909753,-1.0423105696394241,-0.7824319768341437,-0.6557772172908884,978f49d7
RNN16,12,r2,prediction,0.4464810484994389,0.26338202888131523,0.2972851534158729,0.335716076932209,978f49d7
LSTM16,12,r2,prediction,-0.34991267652020275,-0.06992667854339207,-0.2189957987747282,-0.212945051279441,978f49d7
CNNRNN16,12,r2,prediction,-0.9464528724248666,-0.77201817784852,-0.8617044925870232,-0.8600585142868032,978f49d7
CNNLSTM16,12,r2,prediction,0.3935015292908768,0.5959203908390528,0.601161608319254,0.5301945094830612,978f49d7
MLP16,12,r2,prediction,-0.5377834895184321,-0.8553123004216427,-0.8575625551658836,-0.7502194483686528,978f49d7
Linear,1,mape,prediction,1.5922695052609053,11.168945715674493,2.7090368012384047,5.1567506740579345,978f49d7
RF10,1,mape,prediction,0.8606512195946996,3.6603802054385084,1.9222690158557243,2.147766813629644,978f49d7
SVR-rbf,1,mape,prediction,1.1987110532854925,5.348321276094656,2.207023854253445,2.9180187278778646,978f49d7
SVR-linear,1,mape,prediction,1.7704362005823064,9.931649264477619,3.161913154796692,4.954666206618872,978f49d7
XGB10,1,mape,prediction,1.5849102946355367,1.4614131447598457,2.068854960360939,1.7050594665854406,978f49d7
RNN16,1,mape,prediction,1.1546675410135614,8.763570297526215,1.3863143830785365,3.7681840738727708,978f49d7
LSTM16,1,mape,prediction,1.0174331820638227,0.9206333240412963,1.5220818603319457,1.153382788812355,978f49d7
CNNRNN16,1,mape,prediction,0.9998673799773131,0.9416701529432945,1.0687398492390374,1.003425794053215,978f49d7
CNNLSTM16,1,mape,prediction,1.2016916339509882,1.4903736062053865,1.920099667217216,1.5373883024578634,978f49d7
MLP16,1,mape,prediction,1.096275452450997,9.006041403776061,1.5338244615317016,3.8787137725862535,978f49d7
Linear,2,mape,prediction,0.997290387322472,1.475381989584392,1.0168349768439113,1.1631691179169252,978f49d7
RF10,2,mape,prediction,0.9270099005754693,1.1087665981197075,0.9245142193303,0.986763572675159,978f49d7
SVR-rbf,2,mape,prediction,1.7473743956334111,1.8009823127597753,1.7915545936720476,1.7799704340217446,978f49d7
SVR-linear,2,mape,prediction,0.9662778151903527,1.3822381455180175,1.0702660156501946,1.1395939921195215,978f49d7
XGB10,2,mape,prediction,1.2097860003538865,1.19986263776845,1.52062399292982,1.3100908770173856,978f49d7
RNN16,2,mape,prediction,1.401885688004698,1.3055341884043952,1.26718715367149,1.324869010026861,978f49d7
LSTM16,2,mape,prediction,1.091285027776548,0.9056112829456981,1.244805221150889,1.080567177291045,978f49d7
CNNRNN16,2,mape,prediction,1.0020405899095082,1.0346126417049493,1.02385828775564,1.0201705064566993,978f49d7
CNNLSTM16,2,mape,prediction,1.111511440133159,0.8371374041369408,0.9721507101648846,0.9735998514783281,978f49d7
MLP16,2,mape,prediction,1.3314031319255117,2.387816192223843,1.1748438812657789,1.6313544018050445,978f49d7
Linear,3,mape,prediction,4.463914945121418,15.566749542317183,6.420256769364303,8.816973752267634,978f49d7
RF10,3,mape,prediction,3.5556069164071666,8.36417158926793,5.343365306161601,5.754381270612233,978f49d7
SVR-rbf,3,mape,prediction,3.3167486913428177,9.87520610557887,4.710935058531242,5.967629951817643,978f49d7
SVR-linear,3,mape,prediction,4.508903590278254,18.842297287804612,6.4282956948166445,9.92649885763317,978f49d7
XGB10,3,mape,prediction,3.64985576971059,6.536735684159292,2.7063747188554075,4.29765539090843,978f49d7
RNN16,3,mape,prediction,2.1210497118803486,10.852658810525849,2.1375064334759752,5.037071651960725,978f49d7
LSTM16,3,mape,prediction,0.9766006456169898,1.0356512385993624,0.8475477768006534,0.9532665536723351,978f49d7
CNNRNN16,3,mape,prediction,1.0256074463536897,1.583366036967955,0.9890345707997223,1.1993360180404558,978f49d7
CNNLSTM16,3,mape,prediction,3.5026763512546153,13.84837709707792,4.579099305088426,7.310050917806987,978f49d7
MLP16,3,mape,prediction,1.784091574233043,3.259835362424559,1.6017435674406773,2.215223501366093,978f49d7
Linear,4,mape,prediction,5.106254629855948,1.9878305008312531,0.8827950215396647,2.6589600507422886,978f49d7
RF10,4,mape,prediction,2.6114389206268855,2.119881063089072,0.7003723399504059,1.810564107888788,978f49d7
SVR-rbf,4,mape,prediction,4.181266590159123,3.9098836681188596,1.0065993950375762,3.032583217771853,978f49d7
SVR-linear,4,mape,prediction,4.894071884467683,4.5157035653921005,1.3026251771812423,3.5708002090136755,978f49d7
XGB10,4,mape,prediction,1.4756499631008464,4.362048339714963,1.34752137814487,2.3950732269868933,978f49d7
RNN16,4,mape,prediction,3.1581234885713743,4.39510279467555,0.8428853024776888,2.7987038619082045,978f49d7
LSTM16,4,mape,prediction,3.7377619052764417,2.050464670581861,0.9781018328986739,2.2554428029189926,978f49d7
CNNRNN16,4,mape,prediction,1.0442832047664967,0.9101592444697341,1.0162888925071596,0.99024378058113,978f49d7
CNNLSTM16,4,mape,prediction,2.515140348146869,0.9655428107919726,0.824036024090774,1.4349063943432052,978f49d7
MLP16,4,mape,prediction,2.8900602146106733,3.0963617169955406,1.2948756432717943,2.4270991916260027,978f49d7
Linear,5,mape,prediction,6.265053456572076,4.178554987413604,2.1553885910425334,4.199665678342739,978f49d7
RF10,5,mape,prediction,4.340450320763602,13.793113172197184,2.444384376846039,6.859315956602274,978f49d7
SVR-rbf,5,mape,prediction,2.660193698399221,3.3237751880604747,3.7980999127043633,3.2606895997213527,978f49d7
SVR-linear,5,mape,prediction,3.687052778800937,4.994761205422742,2.9048371947096294,3.8622170596444363,978f49d7
XGB10,5,mape,prediction,2.389604305309111,1.958653609802526,2.1110995817221485,2.153119165611262,978f49d7
RNN16,5,mape,prediction,0.9949270393602989,2.74310489125184,0.9259707643525402,1.5546675649882262,978f49d7
LSTM16,5,mape,prediction,0.847477161226483,2.5825739382514468,3.8755726725943065,2.4352079240240787,978f49d7
CNNRNN16,5,mape,prediction,0.9505453286483657,1.018128136419866,1.0695035815307574,1.012725682199663,978f49d7
CNNLSTM16,5,mape,prediction,2.401296674818309,5.539574993601375,4.989953664956307,4.310275111125331,978f49d7
MLP16,5,mape,prediction,1.6827253020296868,3.284609514339453,2.663069540692968,2.5434681190207025,978f49d7
Linear,6,mape,prediction,0.8092065057148945,0.9218021912987775,0.8740289793050323,0.8683458921062348,978f49d7
RF10,6,mape,prediction,1.088137730236091,1.2867850055575307,1.1924077439264782,1.1891101599067,978f49d7
SVR-rbf,6,mape,prediction,0.485494882198069,0.4822269006939576,0.4916183981282846,0.48644672700677044,978f49d7
SVR-linear,6,mape,prediction,0.615231847157371,0.6777455376650188,0.6971920720963322,0.6633898189729073,978f49d7
XGB10,6,mape,prediction,0.7659615581813521,0.7598962100531028,0.839653931060256,0.7885038997649035,978f49d7
RNN16,6,mape,prediction,0.49903310003774337,0.4114482849843554,0.48317054359060696,0.46455064287090186,978f49d7
LSTM16,6,mape,prediction,0.46039041093848654,0.389514764497792,0.40528749561195615,0.4183975570160782,978f49d7
CNNRNN16,6,mape,prediction,0.5005548533828887,0.4590220096204475,0.4356338558339868,0.46507023961244104,978f49d7
CNNLSTM16,6,mape,prediction,0.5131329300611679,0.5409547225025136,0.46581930695988305,0.5066356531745215,978f49d7
MLP16,6,mape,prediction,0.6225760375017669,0.5119885593347742,0.446870865434143,0.5271451540902281,978f49d7
Linear,7,mape,prediction,1.4612441363310071,1.2539743004556205,1.067689210210883,1.2609692156658368,978f49d7
RF10,7,mape,prediction,1.0132203145439307,0.9870946261574511,1.0792620542549611,1.0265256649854477,978f49d7
SVR-rbf,7,mape,prediction,1.228877506534459,1.184063299254328,1.0646308149654433,1.1591905402514102,978f49d7
SVR-linear,7,mape,prediction,1.566740816821543,1.2464543475245853,1.027401364882591,1.2801988430762397,978f49d7
XGB10,7,mape,prediction,2.151026162995854,1.5093117789107784,1.1355360564577173,1.5986246661214498,978f49d7
RNN16,7,mape,prediction,1.1359588991645986,0.954569696372015,0.9091108450829525,0.9998798135398554,978f49d7
LSTM16,7,mape,prediction,0.9824662895740905,0.6521325158167863,0.5830645453037555,0.7392211168982108,978f49d7
CNNRNN16,7,mape,prediction,1.1667171110625763,0.9326351314418222,0.8839803702368199,0.9944442042470728,978f49d7
CNNLSTM16,7,mape,prediction,1.2133867757984365,0.7896005263094116,0.8646471319425963,0.9558781446834814,978f49d7
MLP16,7,mape,prediction,1.1898714209091505,1.1056836119980402,0.9716927087905003,1.089082580565897,978f49d7
Linear,8,mape,prediction,4.672381108959431,3.761391990753727,36.104658857952,14.846143985888387,978f49d7
RF10,8,mape,prediction,6.5090376214080665,4.630450517994886,25.64664511554843,12.262044418317126,978f49d7
SVR-rbf,8,mape,prediction,2.94576179662724,4.081446122259914,22.990133017020263,10.005780311969138,978f49d7
SVR-linear,8,mape,prediction,4.535332672292716,5.790650196083796,34.17616109111581,14.83404798649744,978f49d7
XGB10,8,mape,prediction,2.5435631971236985,2.1407521136073275,20.841911608428788,8.508742306386605,978f49d7
RNN16,8,mape,prediction,2.785845199031266,2.547868051621858,23.839414079410265,9.724375776687795,978f49d7
LSTM16,8,mape,prediction,1.7221974834954559,2.34409694795233,10.655053702854934,4.907116044767573,978f49d7
CNNRNN16,8,mape,prediction,3.244038116435579,3.6208713716449497,23.42716675689532,10.097358748325282,978f49d7
CNNLSTM16,8,mape,prediction,4.286447891658814,3.941289687869529,24.478058320450565,10.901931966659637,978f49d7
MLP16,8,mape,prediction,3.472029373337725,2.361031636727904,25.892136977869125,10.575065995978251,978f49d7
Linear,9,mape,prediction,1.9059992073437164,1.1554313864963361,1.306332914084559,1.4559211693082037,978f49d7
RF10,9,mape,prediction,0.8386105451900961,0.9475400124032447,1.6864538246236873,1.1575347940723428,978f49d7
SVR-rbf,9,mape,prediction,1.053344272391885,1.1096317818197012,1.209871036746793,1.1242823636527932,978f49d7
SVR-linear,9,mape,prediction,1.7019406798197678,1.4087961544731293,1.30312779639983,1.4712882102309088,978f49d7
XGB10,9,mape,prediction,1.2826434006789154,1.0663230059038848,1.7362749857525437,1.361747130778448,978f49d7
RNN16,9,mape,prediction,1.0132309312337298,0.9321543584306957,1.4975396558377168,1.147641648500714,978f49d7
LSTM16,9,mape,prediction,1.3028619411978335,1.1836876467155004,1.2026218179671173,1.2297238019601504,978f49d7
CNNRNN16,9,mape,prediction,0.95081185640656,0.9768447227552397,1.3546489182750263,1.094101832478942,978f49d7
CNNLSTM16,9,mape,prediction,1.112562113100132,1.1173518497931945,1.189751628790787,1.139888530561371,978f49d7
MLP16,9,mape,prediction,1.0869679605671856,1.0768176179711058,1.6451370109789347,1.2696408631724088,978f49d7
Linear,10,mape,prediction,1.7683247269629998,1.084446987805155,5.494694571386687,2.7824887620516137,978f49d7
RF10,10,mape,prediction,0.9829594832899362,0.926273808154406,6.25570059783487,2.721644629759737,978f49d7
SVR-rbf,10,mape,prediction,0.8035298618514559,1.1496044986146996,3.947691479296767,1.9669419465876408,978f49d7
SVR-linear,10,mape,prediction,1.2964732538168366,0.9647846313596169,1.1697856180208444,1.1436811677324326,978f49d7
XGB10,10,mape,prediction,1.117946421095161,1.0971738269141653,3.4177502488785962,1.877623498962641,978f49d7
RNN16,10,mape,prediction,0.8896255691045439,0.9898528182578807,1.9514528670899711,1.2769770848174653,978f49d7
LSTM16,10,mape,prediction,1.0712932594468212,1.003370655502784,2.5204402899632594,1.5317014016376216,978f49d7
CNNRNN16,10,mape,prediction,1.1323645354727065,1.0178791133030443,1.9112757063963834,1.353839785057378,978f49d7
CNNLSTM16,10,mape,prediction,1.0788686875282134,1.1998650604065066,3.792932880666909,2.023888876200543,978f49d7
MLP16,10,mape,prediction,0.852444256796916,0.9993212625751247,2.5263141889627354,1.4593599027782587,978f49d7
Linear,11,mape,prediction,0.8100022856524489,0.7048327707961579,1.2378730109396892,0.9175693557960987,978f49d7
RF10,11,mape,prediction,0.8501981912448147,1.181614448046598,2.08658004552021,1.3727975616038741,978f49d7
SVR-rbf,11,mape,prediction,1.1153959241491465,1.947581963476021,3.82038461548445,2.2944541677032055,978f49d7
SVR-linear,11,mape,prediction,1.0316245922748015,1.5636276858792963,3.6776718656340806,2.0909747145960593,978f49d7
XGB10,11,mape,prediction,1.132766204494072,1.3961385782059124,2.632949067008699,1.7206179499028946,978f49d7
RNN16,11,mape,prediction,0.850962355255412,0.863627137292219,1.2429448333407538,0.9858447752961282,978f49d7
LSTM16,11,mape,prediction,1.0526752333371028,1.658650833698232,3.4759658956726205,2.062430654235985,978f49d7
CNNRNN16,11,mape,prediction,1.0328924154669263,0.9000654470050191,0.9645919087123429,0.9658499237280962,978f49d7
CNNLSTM16,11,mape,prediction,1.022877017951154,1.4664024313530493,2.972839164500208,1.8207062046014706,978f49d7
MLP16,11,mape,prediction,1.1553507423206022,1.94833414252743,3.0420008280237862,2.0485619042906063,978f49d7
Linear,12,mape,prediction,1.0205401192627606,0.8362715992942704,0.8482420424243232,0.9016845869937847,978f49d7
RF10,12,mape,prediction,0.7810817751725511,0.876726113763761,0.718325380821333,0.7920444232525483,978f49d7
SVR-rbf,12,mape,prediction,0.9004126939483296,0.7434002012208939,0.7065101935693907,0.7834410295795381,978f49d7
SVR-linear,12,mape,prediction,0.9484128345105323,0.7495394306414743,0.7413355437748719,0.8130959363089595,978f49d7
XGB10,12,mape,prediction,0.7867979678499315,0.934071350025335,1.0268995830799699,0.9159229669850788,978f49d7
RNN16,12,mape,prediction,0.6690952432931466,0.5945525002003141,0.5350944930727171,0.5995807455220593,978f49d7
LSTM16,12,mape,prediction,0.8540976004485449,0.7162643109790873,0.6575717114343935,0.7426445409540086,978f49d7
CNNRNN16,12,mape,prediction,0.7449573888982002,0.7450291510641023,0.7386040837499707,0.7428635412374244,978f49d7
CNNLSTM16,12,mape,prediction,0.6280449601622695,0.35501815786722674,0.39959023615965145,0.46088445139638257,978f49d7
MLP16,12,mape,prediction,0.7559251614438882,0.7605035271609907,0.6966730620364514,0.7377005835471101,978f49d7
Linear,1,mae,prediction,1.21125407886631,0.8207992715550055,0.698919393523709,0.9103242479816748,978f49d7
