model,season,metric,stage,HWD,HWM,HWA,Average,id_data
XGB10,5,mae,training,0.29852978820593784,0.2401074305557603,0.21636429468953614,0.25166717115041143,978f49d7
RNN16,5,mae,training,0.47562990128391863,0.42306761990947844,0.3932860409111467,0.4306611873681813,978f49d7
LSTM16,5,mae,training,0.6232596087382891,0.5586571926196696,0.500736390791577,0.5608843973831786,978f49d7
CNNRNN16,5,mae,training,0.6403668306936935,0.5389152982187945,0.4906658196416102,0.5566493161846994,978f49d7
CNNLSTM16,5,mae,training,0.4962935421626879,0.4449335931489797,0.39868293343018363,0.4466366895806171,978f49d7
MLP16,5,mae,training,0.5140597524204317,0.4323975240496594,0.36707257085694855,0.43784328244234655,978f49d7
Linear,6,mae,training,0.6154541328661925,0.6000479876416541,0.6092446872606887,0.6082489359228451,978f49d7
RF10,6,mae,training,0.36628129119272895,0.4365750021398975,0.3994401151506596,0.40076546949442865,978f49d7
SVR-rbf,6,mae,training,0.40351486080462057,0.39250977186221375,0.3968811183836182,0.39763525035015085,978f49d7
SVR-linear,6,mae,training,0.577210581632625,0.5547796548669518,0.5649606750313958,0.5656503038436576,978f49d7
XGB10,6,mae,training,0.3551414521271895,0.3664699095393325,0.37281899545071756,0.36481011903907984,978f49d7
RNN16,6,mae,training,0.5629230114396355,0.5464378592156052,0.5938554998399541,0.5677387901650649,978f49d7
LSTM16,6,mae,training,0.5003976414275622,0.4995976911563345,0.44977209780502,0.48325581012963886,978f49d7
CNNRNN16,6,mae,training,0.5302051695573272,0.5223417394530797,0.5348180462256981,0.5291216517453683,978f49d7
CNNLSTM16,6,mae,training,0.606369947479261,0.6055895579450143,0.626772684699416,0.6129107300412304,978f49d7
MLP16,6,mae,training,0.6300881152009551,0.6773210123993902,0.6125410204630585,0.6399833826878013,978f49d7
Linear,7,mae,training,0.688940919542895,0.6889054573447456,0.7080837439128211,0.6953100402668205,978f49d7
RF10,7,mae,training,0.34179730295671573,0.3725866462131801,0.3612448685458452,0.3585429392385803,978f49d7
SVR-rbf,7,mae,training,0.4048333769275829,0.4018684008589063,0.41671239118241926,0.40780472298963616,978f49d7
SVR-linear,7,mae,training,0.5899740596272255,0.5589565440409471,0.5693722147816098,0.5727676061499275,978f49d7
XGB10,7,mae,training,0.36123878441885915,0.344111993081154,0.34924566705214416,0.3515321481840525,978f49d7
RNN16,7,mae,training,0.634358808231051,0.634133729987945,0.6285404682139377,0.6323443354776446,978f49d7
LSTM16,7,mae,training,0.6316958211048711,0.6121424172360609,0.6473921239818872,0.630410120774273,978f49d7
CNNRNN16,7,mae,training,0.6560034972983566,0.5934030320614813,0.6069196133249494,0.6187753808949291,978f49d7
CNNLSTM16,7,mae,training,0.649167589859298,0.6372962364664174,0.6407142778350868,0.642392701386934,978f49d7
MLP16,7,mae,training,0.6559902213314852,0.6499863424654441,0.6161528264129325,0.6407097967366205,978f49d7
Linear,8,mae,training,0.6113544623438326,0.5952210222103007,0.5853439354564106,0.5973064733368479,978f49d7
RF10,8,mae,training,0.2996437868734171,0.3313997135504653,0.36331633760801835,0.3314532793439669,978f49d7
SVR-rbf,8,mae,training,0.3849982406890812,0.3875277402362158,0.40363667135535447,0.3920542174268838,978f49d7
SVR-linear,8,mae,training,0.5561094476206546,0.5571479715196688,0.5490226315236628,0.5540933502213287,978f49d7
XGB10,8,mae,training,0.36695269870759323,0.3892258807122458,0.3726324169520298,0.3762703321239563,978f49d7
RNN16,8,mae,training,0.7330156027796615,0.7477399331140507,0.7240947915407653,0.734950109144826,978f49d7
LSTM16,8,mae,training,0.7707098720378334,0.8096389233381814,0.7978404244705277,0.7927297399488475,978f49d7
CNNRNN16,8,mae,training,0.742018299760192,0.7479716899208861,0.742942526193941,0.7443108386250064,978f49d7
CNNLSTM16,8,mae,training,0.7919242752315305,0.8316653692337429,0.817558121249944,0.8137159219050725,978f49d7
MLP16,8,mae,training,0.6979913787515493,0.7373889722821015,0.7092275865281316,0.7148693125205942,978f49d7
Linear,9,mae,training,0.6113410518258828,0.6327764816331772,0.6354641344543837,0.6265272226378146,978f49d7
RF10,9,mae,training,0.3658290965707512,0.34061495794997776,0.3263519783909066,0.3442653443038785,978f49d7
SVR-rbf,9,mae,training,0.40030836382236895,0.40664654883931184,0.4117443406414553,0.4062330844343787,978f49d7
SVR-linear,9,mae,training,0.5652547067212602,0.607930253295471,0.6097634693438738,0.5943161431202016,978f49d7
XGB10,9,mae,training,0.39536891080239867,0.3870111444133685,0.3967971331871608,0.393059062800976,978f49d7
RNN16,9,mae,training,0.590995612322914,0.6148221968299932,0.6358852276502941,0.6139010122677337,978f49d7
LSTM16,9,mae,training,0.624524203064118,0.6443743025196067,0.6381356531352802,0.635678052906335,978f49d7
CNNRNN16,9,mae,training,0.6443179073038704,0.6215832424415868,0.6346001850303155,0.6335004449252576,978f49d7
CNNLSTM16,9,mae,training,0.5446495585197095,0.6165070141009393,0.6308905622515224,0.5973490449573904,978f49d7
MLP16,9,mae,training,0.6951737621747716,0.7433459812678924,0.731781313405829,0.7234336856161643,978f49d7
Linear,10,mae,training,0.6474933801529497,0.5783463128264823,0.6041680485079377,0.6100025804957899,978f49d7
RF10,10,mae,training,0.3503156579857397,0.341310942725619,0.3285199771279739,0.3400488592797775,978f49d7
SVR-rbf,10,mae,training,0.4294087354106336,0.3791809155039086,0.3833196321303786,0.39730309434830696,978f49d7
SVR-linear,10,mae,training,0.6281352205408293,0.5627313532156059,0.588274575311528,0.593047049689321,978f49d7
XGB10,10,mae,training,0.3969142261509059,0.365871674874996,0.36721015895082787,0.3766653533255766,978f49d7
RNN16,10,mae,training,0.6471930487291491,0.5934990128923631,0.6190518794752744,0.6199146470322622,978f49d7
LSTM16,10,mae,training,0.7315981280663886,0.6882967200683712,0.6657000172731354,0.6951982884692983,978f49d7
CNNRNN16,10,mae,training,0.6357327164566388,0.5285630758070675,0.5473653849165606,0.5705537257267556,978f49d7
CNNLSTM16,10,mae,training,0.6682633057701907,0.6289581513317597,0.6438901140367126,0.6470371903795543,978f49d7
MLP16,10,mae,training,0.44310644006539257,0.3818371965541204,0.382056279635617,0.40233330541837664,978f49d7
Linear,11,mae,training,0.42889220537940703,0.4948307098733425,0.5353827432851485,0.48636855284596603,978f49d7
RF10,11,mae,training,0.27035712575437765,0.2650110509275966,0.30964165680084493,0.281669944494273,978f49d7
SVR-rbf,11,mae,training,0.27627478460885097,0.32244180147006146,0.3460197098931122,0.31491209865734154,978f49d7
SVR-linear,11,mae,training,0.3994617790788185,0.44464818980570364,0.4631558137994343,0.43575526089465216,978f49d7
XGB10,11,mae,training,0.24985784904284844,0.28528475987752494,0.2977171743627949,0.2776199277610561,978f49d7
RNN16,11,mae,training,0.5512971324726417,0.6262727720479412,0.5829215420455377,0.5868304821887068,978f49d7
LSTM16,11,mae,training,0.2647184388074823,0.286266373635423,0.2658670482305105,0.27228395355780527,978f49d7
CNNRNN16,11,mae,training,0.5706836285455648,0.6564046707063723,0.6641501974440776,0.630412832232005,978f49d7
CNNLSTM16,11,mae,training,0.30141033384525645,0.3465414527313415,0.3819888969574758,0.34331356117802464,978f49d7
MLP16,11,mae,training,0.42707273418749125,0.46157671036742537,0.4823415758238159,0.45699700679291083,978f49d7
Linear,12,mae,training,0.4878750360246766,0.5327127447312927,0.5373873397077996,0.5193250401545897,978f49d7
RF10,12,mae,training,0.28126520722378034,0.30640705245652045,0.2946661464233027,0.2941128020345345,978f49d7
SVR-rbf,12,mae,training,0.2851187089620406,0.30654763889693076,0.3125855283155659,0.3014172920581791,978f49d7
SVR-linear,12,mae,training,0.447070840326476,0.45304561924096093,0.47097895406807033,0.45703180454516906,978f49d7
XGB10,12,mae,training,0.2925990890786913,0.30878751109150376,0.30567418689759207,0.3023535956892624,978f49d7
RNN16,12,mae,training,0.21769338003007163,0.29594022030188094,0.2692374905373113,0.26095703028975464,978f49d7
LSTM16,12,mae,training,0.2994721424814366,0.2790082998545763,0.22156582787621779,0.26668209007074356,978f49d7
CNNRNN16,12,mae,training,0.5222069294037484,0.502474184161418,0.5190229390877156,0.5145680175509607,978f49d7
CNNLSTM16,12,mae,training,0.22480405808715265,0.21953383304212082,0.21892407845413034,0.22108732319446792,978f49d7
MLP16,12,mae,training,0.5325300307871421,0.5407466278412864,0.5554068428317793,0.5428945004867359,978f49d7
Linear,1,r2,CV,-3.510657750299501,-3.9652642221297407,-4.968142077726583,-4.148021350051941,978f49d7
RF10,1,r2,CV,-4.036493396115303,-3.3346638974792584,-5.310213396836872,-4.227123563477145,978f49d7
SVR-rbf,1,r2,CV,-1.8473725529065372,-1.4286268405179725,-1.968259696916514,-1.7480863634470076,978f49d7
SVR-linear,1,r2,CV,-4.373891805968205,-2.4691706116570344,-2.674130505285884,-3.1723976409703742,978f49d7
XGB10,1,r2,CV,-3.4649682476058232,-2.7403585680305387,-6.082870581038883,-4.096065798891748,978f49d7
RNN16,1,r2,CV,0.11550168576864184,-0.870411790061792,-0.0609386076735848,-0.27194957065557834,978f49d7
LSTM16,1,r2,CV,-0.12244249869771717,-0.21330393691686048,-0.21860043964048928,-0.18478229175168895,978f49d7
CNNRNN16,1,r2,CV,-0.06909457761954084,-0.16169729983603381,-0.2023273838319145,-0.14437308709582972,978f49d7
CNNLSTM16,1,r2,CV,-0.05394218708672649,-0.15447843577315443,-0.6328001799488853,-0.28040693426958874,978f49d7
MLP16,1,r2,CV,-0.21560915176007697,-0.6352699328669139,-0.11348933451559318,-0.3214561397141947,978f49d7
Linear,2,r2,CV,-2.8139836057360164,-1.455146673958302,-2.376426141121727,-2.2151854736053482,978f49d7
RF10,2,r2,CV,-4.581300588748204,-3.2051595830171538,-5.727445389728584,-4.504635187164648,978f49d7
SVR-rbf,2,r2,CV,-4.136772558908136,-2.0669284984261007,-4.427207021351247,-3.5436360262284947,978f49d7
SVR-linear,2,r2,CV,-2.2768760595891124,-1.6837385229438926,-3.1165032103140193,-2.3590392642823415,978f49d7
XGB10,2,r2,CV,-4.417131643418127,-3.2381641580773275,-8.290867397424163,-5.315387732973206,978f49d7
RNN16,2,r2,CV,-0.6739431633506711,-1.3780856733321871,-0.7826765184610047,-0.9449017850479543,978f49d7
LSTM16,2,r2,CV,-0.7226981937255983,-0.8196421177031948,-0.6714269283195179,-0.7379224132494371,978f49d7
CNNRNN16,2,r2,CV,-0.8322968528526058,-0.9161697506909426,-0.5862537349181113,-0.7782401128205533,978f49d7
CNNLSTM16,2,r2,CV,-0.5642297370074283,-0.5230330974784516,-0.6023022086365114,-0.5631883477074638,978f49d7
MLP16,2,r2,CV,-1.145266443900746,-2.2772327945135618,-0.680928846211823,-1.3678093615420437,978f49d7
Linear,3,r2,CV,-1.7898336177749485,-0.5395107047860865,-0.7907709811548089,-1.040038434571948,978f49d7
RF10,3,r2,CV,-1.680216762123473,-0.6823872158098735,-0.9886497649359164,-1.117084580956421,978f49d7
SVR-rbf,3,r2,CV,-1.121462352508344,-0.40108911473132813,-0.48598875881795484,-0.6695134086858757,978f49d7
SVR-linear,3,r2,CV,-1.4883888321373497,-0.584515732264219,-0.8007753312927681,-0.957893298564779,978f49d7
XGB10,3,r2,CV,-1.0136056545861496,-0.4788320181538189,-0.5483864640632511,-0.6802747122677398,978f49d7
RNN16,3,r2,CV,-0.3588206664553939,-0.9384765985647046,-0.5636924571997334,-0.6203299074066106,978f49d7
LSTM16,3,r2,CV,-0.3363444876070286,-1.5443235851518455,-0.6469532926073318,-0.8425404551220685,978f49d7
CNNRNN16,3,r2,CV,-0.37473266845766334,-1.2535349928232131,-0.8010662452027559,-0.8097779688278774,978f49d7
CNNLSTM16,3,r2,CV,-0.5403782941995442,-1.4362307219074755,-1.1495179993218447,-1.042042338476288,978f49d7
MLP16,3,r2,CV,-0.5495539242834938,-1.6672665471119024,-0.7795283612568384,-0.9987829442174115,978f49d7
Linear,4,r2,CV,-2.5150203410180016,-3.231748039075377,-1.9516346264278965,-2.566134335507092,978f49d7
RF10,4,r2,CV,-4.237706783535919,-3.78908907806436,-1.1509230529471668,-3.0592396381824822,978f49d7
SVR-rbf,4,r2,CV,-1.5334810507579202,-0.7513231531485053,-0.5563401719144528,-0.9470481252736261,978f49d7
SVR-linear,4,r2,CV,-1.3907013447865844,-1.8331925880079474,-1.6006724365834972,-1.6081887897926765,978f49d7
XGB10,4,r2,CV,-3.0312370781555895,-1.5632626017245457,-2.1292150155570932,-2.2412382318124098,978f49d7
RNN16,4,r2,CV,-0.029599797205797997,-0.15843139955936678,-0.0379060251229682,-0.07531240729604433,978f49d7
LSTM16,4,r2,CV,-0.235800309027076,-0.13627054828650859,-0.08390622856477127,-0.15199236195945195,978f49d7
CNNRNN16,4,r2,CV,-0.26212283412922155,0.026732802757530226,0.0036675939795346884,-0.0772408124640522,978f49d7
CNNLSTM16,4,r2,CV,-0.45455118537714534,-0.2451085627938876,-0.2771724046972358,-0.32561071762275623,978f49d7
MLP16,4,r2,CV,-0.3223404714916914,-0.023269616308991173,-0.051635105069627006,-0.1324150642901032,978f49d7
Linear,5,r2,CV,-2.51278573684898,-7.703354663908266,-5.495025149746991,-5.237055183501412,978f49d7
RF10,5,r2,CV,-3.050248383836402,-8.05817177286482,-3.2121706760621804,-4.773530277587802,978f49d7
SVR-rbf,5,r2,CV,-0.22792215809557778,-0.4802691913060058,-0.3696650026944998,-0.35928545069869444,978f49d7
SVR-linear,5,r2,CV,-1.6692496646461692,-2.1429637598795694,-0.9558990139420975,-1.5893708128226123,978f49d7
XGB10,5,r2,CV,-1.6955919927452547,-2.7020979432839103,-3.0488403081669078,-2.4821767480653576,978f49d7
RNN16,5,r2,CV,-0.08106138888391409,-0.6227714974258983,-0.8209906942593619,-0.5082745268563914,978f49d7
LSTM16,5,r2,CV,-0.11351185589045655,-0.21007404011590652,-0.36730589904309385,-0.23029726501648562,978f49d7
CNNRNN16,5,r2,CV,-0.06667286805453139,-0.1582275513986456,-0.32233828068104164,-0.18241290004473956,978f49d7
CNNLSTM16,5,r2,CV,-0.8316523974626862,-1.1083147214253313,-1.134293138623194,-1.0247534191704037,978f49d7
MLP16,5,r2,CV,-0.280614691660025,-0.4096081903358932,-0.4298656105133298,-0.373362830836416,978f49d7
Linear,6,r2,CV,-2.883182262429819,-4.418417539179215,-6.477746369133888,-4.5931153902476405,978f49d7
RF10,6,r2,CV,-1.422384284859803,-2.2397169167554347,-2.038416306280439,-1.9001725026318923,978f49d7
SVR-rbf,6,r2,CV,-0.41422873911035135,-0.5078846026375756,-0.7386480459724661,-0.553587129240131,978f49d7
SVR-linear,6,r2,CV,-1.2851420336688713,-1.227131278393958,-1.7158746460108443,-1.4093826526912245,978f49d7
XGB10,6,r2,CV,-1.0781538803787218,-1.7360855113275282,-2.492139712017376,-1.7687930345745422,978f49d7
RNN16,6,r2,CV,-0.15496966136539747,-0.43645220460114686,-0.5391183449795061,-0.37684673698201676,978f49d7
LSTM16,6,r2,CV,-0.050145546589730895,-0.10488369055725023,-0.18105071014778146,-0.1120266490982542,978f49d7
CNNRNN16,6,r2,CV,-0.2114276434481473,-0.4548282094778299,-0.7727696685976092,-0.4796751738411955,978f49d7
CNNLSTM16,6,r2,CV,-0.3960249718705379,-1.1213686121777826,-1.9323709798702888,-1.1499215213062033,978f49d7
MLP16,6,r2,CV,-0.18263484481704215,-0.9510007516585093,-1.7195193357537728,-0.9510516440764413,978f49d7
Linear,7,r2,CV,-4.13340426723475,-4.356113063756034,-3.79633654107617,-4.095284624022319,978f49d7
RF10,7,r2,CV,-2.118615366758507,-5.135991008749046,-3.905343449073956,-3.7199832748605033,978f49d7
SVR-rbf,7,r2,CV,-0.9837536665423899,-0.8054855049704084,-0.6871277166453847,-0.825455629386061,978f49d7
SVR-linear,7,r2,CV,-2.5862682613913437,-0.9269458939071363,-0.8373000238561374,-1.450171393051539,978f49d7
XGB10,7,r2,CV,-0.4639699599836402,-1.4338792796108968,-2.255617261775433,-1.3844888337899899,978f49d7
RNN16,7,r2,CV,-0.3602626020793161,-0.7885197766762374,-1.0738786325422678,-0.7408870037659404,978f49d7
LSTM16,7,r2,CV,-0.1557432734709923,-0.28774672695387715,-0.8308911487687135,-0.42479371639786095,978f49d7
CNNRNN16,7,r2,CV,-0.20772395422350082,-0.3872609437874256,-0.4665355026926457,-0.3538401335678574,978f49d7
CNNLSTM16,7,r2,CV,-0.3942040403789772,-0.6303438555054904,-1.054840077624177,-0.6931293245028817,978f49d7
MLP16,7,r2,CV,-0.24664083164715045,-0.5193432256521386,-1.5499609392700602,-0.7719816655231164,978f49d7
Linear,8,r2,CV,-2.9211928451722153,-4.490464090635683,-3.49885074113861,-3.636835892315503,978f49d7
RF10,8,r2,CV,-1.4395086399428525,-3.647556552334268,-3.5257669254541186,-2.870944039243746,978f49d7
SVR-rbf,8,r2,CV,-0.7153350509037235,-0.8759082523181693,-0.7712424456413991,-0.7874952496210973,978f49d7
SVR-linear,8,r2,CV,-1.4614405969468334,-1.5587898665229312,-1.3913369688338886,-1.4705224774345511,978f49d7
XGB10,8,r2,CV,-2.4763758323898584,-3.681699470544846,-2.764411043485366,-2.974162115473357,978f49d7
RNN16,8,r2,CV,-0.294627439657316,-1.4126455056329748,-0.6841511590893445,-0.7971413681265451,978f49d7
LSTM16,8,r2,CV,-0.6161239958697411,-1.4985923369574004,-0.6970463531571386,-0.9372542286614266,978f49d7
CNNRNN16,8,r2,CV,-0.3446872699820763,-1.3365168035262904,-0.6180362929764922,-0.7664134554949529,978f49d7
CNNLSTM16,8,r2,CV,-0.6591554495960128,-1.110529820646685,-0.5291752749478627,-0.7662868483968536,978f49d7
MLP16,8,r2,CV,-0.5911442119601773,-1.5763234007173779,-0.7397305984058614,-0.9690660703611389,978f49d7
Linear,9,r2,CV,-2.1430111565639036,-2.191592432123546,-1.837967239925834,-2.057523609537761,978f49d7
RF10,9,r2,CV,-1.16594772674713,-0.7414216223597281,-0.7672082631474135,-0.8915258707514239,978f49d7
SVR-rbf,9,r2,CV,-0.9090898985087097,-1.0370864693815522,-0.9001194773359984,-0.9487652817420867,978f49d7
SVR-linear,9,r2,CV,-1.2413142187279083,-2.121039421445302,-1.888301560665606,-1.7502184002796053,978f49d7
XGB10,9,r2,CV,-0.904065718875008,-0.5021935042299486,-0.3628024986428236,-0.5896872405825934,978f49d7
RNN16,9,r2,CV,-0.5479850290571641,-1.9053223048066958,-1.1255942176894524,-1.1929671838511042,978f49d7
LSTM16,9,r2,CV,-0.5577769530851965,-1.6540367780479261,-1.3213418878773857,-1.1777185396701695,978f49d7
CNNRNN16,9,r2,CV,-0.6815851435584289,-1.4593591246265256,-1.1599260139083967,-1.100290094031117,978f49d7
CNNLSTM16,9,r2,CV,-0.8297478951303536,-2.14331818538241,-1.5624777260280487,-1.511847935513604,978f49d7
MLP16,9,r2,CV,-0.5097026235246562,-1.2931838470267067,-1.012371035449055,-0.938419168666806,978f49d7
Linear,10,r2,CV,-1.3946163372567044,-1.6869512881001132,-1.9585939909763348,-1.680053872111051,978f49d7
RF10,10,r2,CV,-0.8049614102903344,-1.8111448127270673,-1.6631851462993488,-1.4264304564389167,978f49d7
SVR-rbf,10,r2,CV,-0.30849373379752165,-0.5850755681762922,-0.717847788266201,-0.537139030080005,978f49d7
SVR-linear,10,r2,CV,-1.045481931036438,-1.4869208144524309,-2.1800009588807425,-1.5708012347898705,978f49d7
XGB10,10,r2,CV,-0.949003692933314,-1.4112691996804954,-1.2192840118218133,-1.1931856348118741,978f49d7
RNN16,10,r2,CV,0.10387802940172772,0.06938189200353229,0.03102769670009059,0.06809587270178354,978f49d7
LSTM16,10,r2,CV,-0.06859903621285632,-0.1616228846278139,-0.041663327250109,-0.09062841603025974,978f49d7
CNNRNN16,10,r2,CV,0.03482226268444563,0.07661176601131664,0.11268998452865997,0.07470800440814075,978f49d7
CNNLSTM16,10,r2,CV,0.07005210696347466,0.012367151907115681,0.0026729665866404156,0.028364075152410254,978f49d7
MLP16,10,r2,CV,-0.20103100730087606,-0.06698821739064398,-0.08668244013768434,-0.11823388827640147,978f49d7
Linear,11,r2,CV,-3.0528597361386396,-2.4576036666293013,-2.5172269470946476,-2.6758967832875293,978f49d7
RF10,11,r2,CV,-3.672401972973737,-4.458478189902005,-5.219676125000072,-4.450185429291937,978f49d7
SVR-rbf,11,r2,CV,-1.3479442269125397,-1.681150937146472,-2.7189426331688415,-1.9160125990759511,978f49d7
SVR-linear,11,r2,CV,-1.4067225535825816,-1.386184668211916,-1.9109148870461865,-1.5679407029468948,978f49d7
XGB10,11,r2,CV,-2.925685615476764,-1.8109849721027178,-4.79025162274627,-3.1756407367752506,978f49d7
RNN16,11,r2,CV,-0.4529866178692985,-0.8778119870816556,-1.112073771665949,-0.8142907922056345,978f49d7
LSTM16,11,r2,CV,-0.11961449692709183,-0.09566175681808128,-0.23944106195404596,-0.15157243856640637,978f49d7
CNNRNN16,11,r2,CV,-0.32579205090112473,-0.49413716991102685,-0.6389587407634525,-0.486295987191868,978f49d7
CNNLSTM16,11,r2,CV,-0.48758005005570243,-0.37250928005111256,-0.3679949684369074,-0.40936143284790744,978f49d7
MLP16,11,r2,CV,-0.5828642790109575,-0.5300268233572202,-0.9247485874569618,-0.6792132299417132,978f49d7
Linear,12,r2,CV,-4.385440882072325,-12.202546484193348,-8.39349587639055,-8.327161080885407,978f49d7
RF10,12,r2,CV,-2.9733702471303327,-3.42015973686111,-4.760024230314112,-3.7178514047685183,978f49d7
SVR-rbf,12,r2,CV,-0.6658366224979969,-3.4478397912246073,-2.1750373333779973,-2.0962379157002005,978f49d7
SVR-linear,12,r2,CV,-4.222289124612904,-9.846074701330583,-7.362575967070176,-7.1436465976712205,978f49d7
XGB10,12,r2,CV,-2.7382479941651665,-5.010439594001155,-2.905827001278321,-3.551504863148214,978f49d7
RNN16,12,r2,CV,-0.962296525838008,-3.5249815818154024,-2.799958161565023,-2.4290787564061445,978f49d7
LSTM16,12,r2,CV,-0.7469077683376038,-2.4411668880067445,-2.193481057003707,-1.7938519044493517,978f49d7
CNNRNN16,12,r2,CV,-0.6838371255720485,-3.3100964275123292,-3.1382753591700308,-2.3774029707514694,978f49d7
CNNLSTM16,12,r2,CV,-0.6441468880299915,-2.1579685907949226,-2.342871176814902,-1.7149955518799385,978f49d7
MLP16,12,r2,CV,-0.680207675976996,-2.6569524254100747,-2.5773773218766065,-1.9715124744212258,978f49d7
Linear,1,mape,CV,11.426362083750483,2.4863146592103638,1.5435217961862808,5.1520661797157095,978f49d7
RF10,1,mape,CV,7.861691357575983,1.9331870953356625,1.8059713033388571,3.8669499187501675,978f49d7
SVR-rbf,1,mape,CV,2.458371588942337,1.8726184030918975,1.5982755233026982,1.9764218384456445,978f49d7
SVR-linear,1,mape,CV,9.169597209321202,2.5659501019886064,1.8031128826402274,4.512886731316679,978f49d7
XGB10,1,mape,CV,4.7427319231189085,1.5265732077463539,1.6166010646295064,2.6286353984982562,978f49d7
RNN16,1,mape,CV,2.1400554931322793,1.7500077458831027,0.999606001728008,1.6298897469144633,978f49d7
LSTM16,1,mape,CV,2.12070248244647,0.8798452040264698,1.139331661049275,1.379959782507405,978f49d7
CNNRNN16,1,mape,CV,1.9035422305706442,0.9892777001340021,0.8649378599172092,1.252585930207285,978f49d7
CNNLSTM16,1,mape,CV,4.5372613666370665,1.581591819979549,1.4495492214280121,2.5228008026815423,978f49d7
MLP16,1,mape,CV,3.1622710353444172,2.0554084580268817,1.1501109003707806,2.1225967979140266,978f49d7
Linear,2,mape,CV,1.5167664408590378,1.4525244915593167,2.2312323830040626,1.7335077718074725,978f49d7
RF10,2,mape,CV,1.4699997509827931,1.702293143405377,1.6454360278823372,1.6059096407568358,978f49d7
SVR-rbf,2,mape,CV,1.228000151611604,1.316130881719925,1.552882382823743,1.365671138718424,978f49d7
SVR-linear,2,mape,CV,1.2918538315090582,1.5249045881900716,2.154630509568338,1.6571296430891558,978f49d7
XGB10,2,mape,CV,1.3644657294810767,1.5026020608620088,1.6766817066809885,1.5145831656746915,978f49d7
RNN16,2,mape,CV,1.125728543238956,1.143010667061182,1.1583362088751439,1.1423584730584275,978f49d7
LSTM16,2,mape,CV,0.9908854015292402,0.979230796229016,1.1212567024333588,1.030457633397205,978f49d7
CNNRNN16,2,mape,CV,0.9451464194397796,0.9968593778841226,0.8877218616040174,0.9432425529759731,978f49d7
CNNLSTM16,2,mape,CV,1.0622566768536026,1.072446467662319,1.391917601710598,1.1755402487421733,978f49d7
MLP16,2,mape,CV,1.2398568860816273,1.3128522586235003,1.193342434862014,1.2486838598557137,978f49d7
Linear,3,mape,CV,12.842102837116489,2.919821199349843,6.5776196853161695,7.446514573927501,978f49d7
RF10,3,mape,CV,9.740227090287291,2.1119300181970546,4.16333583105449,5.338497646512945,978f49d7
SVR-rbf,3,mape,CV,9.92064646303226,2.0208576373142093,3.801775559982242,5.247759886776237,978f49d7
SVR-linear,3,mape,CV,9.38585935190606,3.3256605990950705,7.204600848769042,6.6387069332567235,978f49d7
XGB10,3,mape,CV,17.53009847650472,1.9878865018973317,2.7970987238944707,7.438361234098841,978f49d7
RNN16,3,mape,CV,1.4575525183302993,1.8251002953613233,1.2715119310691851,1.5180549149202693,978f49d7
LSTM16,3,mape,CV,2.2002325445582156,1.006767695665818,2.1144478408815726,1.773816027035202,978f49d7
CNNRNN16,3,mape,CV,1.9762646411276972,0.9994531251048964,1.9809964813572167,1.6522380825299365,978f49d7
CNNLSTM16,3,mape,CV,3.7711035800311263,1.876447396813348,3.744946574902721,3.130832517249065,978f49d7
MLP16,3,mape,CV,1.4946805662796905,1.1521445316230612,1.4370178584529452,1.3612809854518988,978f49d7
Linear,4,mape,CV,1.9660725476207237,2.5950343012013777,1.6942783767843577,2.085128408535486,978f49d7
RF10,4,mape,CV,1.8930874273626448,2.4370233318117873,1.5500516204189894,1.9600541265311406,978f49d7
SVR-rbf,4,mape,CV,1.4873480206445298,1.5707091323128188,1.0571422584194714,1.3717331371256067,978f49d7
SVR-linear,4,mape,CV,1.708880977146422,2.2444862532413126,1.4452356183750514,1.7995342829209289,978f49d7
XGB10,4,mape,CV,1.418830614708758,1.5994811899121266,1.287529714588182,1.435280506403022,978f49d7
RNN16,4,mape,CV,1.3456623545445252,1.586061649016736,1.1905788886383875,1.3741009640665496,978f49d7
LSTM16,4,mape,CV,1.118122315776227,0.9439024751622366,0.9906358456127548,1.0175535455170728,978f49d7
CNNRNN16,4,mape,CV,1.1300336871410044,1.3008935568048718,0.9251514878945042,1.1186929106134602,978f49d7
CNNLSTM16,4,mape,CV,1.672872106307463,1.7314428507079487,1.387421852018468,1.5972456030112934,978f49d7
MLP16,4,mape,CV,1.3357222745647104,1.191063106091315,1.2079448019984913,1.2449100608848387,978f49d7
Linear,5,mape,CV,3.666307875851197,13.126560381928533,8.951055335108725,8.581307864296152,978f49d7
RF10,5,mape,CV,2.7021506196526035,11.4000507575567,3.3322779728373915,5.811493116682232,978f49d7
SVR-rbf,5,mape,CV,1.1878094260622432,10.531380167964961,1.790832659728785,4.503340751251996,978f49d7
SVR-linear,5,mape,CV,2.722996598984565,7.505502748953904,2.808680780873646,4.345726709604038,978f49d7
XGB10,5,mape,CV,1.6245728103492092,10.740401353419312,2.5244183971306677,4.963130853633063,978f49d7
RNN16,5,mape,CV,1.5428942844636766,3.45053268705209,5.619416256909031,3.537614409474932,978f49d7
LSTM16,5,mape,CV,1.1834910223024522,13.813666753493298,2.9634082639872203,5.986855346594322,978f49d7
CNNRNN16,5,mape,CV,1.0733063872174142,6.727191158283507,1.6895950878521813,3.1633642111177007,978f49d7
CNNLSTM16,5,mape,CV,2.0115847503984097,7.725901172181232,3.7851289843409877,4.507538302306877,978f49d7
MLP16,5,mape,CV,1.7266978651573222,1.6835589835314426,4.028637518983906,2.4796314558908903,978f49d7
