model,season,metric,stage,HWD,HWM,HWA,Average,id_data
XGB10,9,r2,training,0.7675048682342109,0.6979781137849728,0.7362728992282138,0.7339186270824659,6e47cb06
RNN16,9,r2,training,0.18059466275940939,0.22396423207481286,0.2866592290481056,0.23040604129410927,6e47cb06
LSTM16,9,r2,training,-0.1083850058829956,-0.03481928116865918,-0.029574800201110918,-0.05759302908425523,6e47cb06
CNNRNN16,9,r2,training,-0.19790493246203056,-0.19746843982355888,-0.19477935879189712,-0.19671757702582884,6e47cb06
CNNLSTM16,9,r2,training,-0.0910679458722301,-0.04042739527045769,-0.06509963469925584,-0.0655316586139812,6e47cb06
MLP16,9,r2,training,-0.010747229919807255,0.05191953173334041,-0.005000254562895767,0.012057349083545795,6e47cb06
Linear,10,r2,training,0.35601880699939037,0.3866615148197806,0.3345838606937861,0.3590880608376524,6e47cb06
RF10,10,r2,training,0.806410949379864,0.8163508372784948,0.8229985821710656,0.8152534562764747,6e47cb06
SVR-rbf,10,r2,training,0.4923906253849212,0.4619319274889241,0.43162455379475306,0.46198236888953276,6e47cb06
SVR-linear,10,r2,training,0.13509696048638453,0.18345857204097382,0.1042045980448636,0.14092004352407397,6e47cb06
XGB10,10,r2,training,0.7202904587182999,0.7393974970389445,0.7541138217667487,0.737933925841331,6e47cb06
RNN16,10,r2,training,0.5654486528730298,0.47928875118655223,0.5202727236922733,0.5216700425839518,6e47cb06
LSTM16,10,r2,training,0.24524078513544645,0.22105900253219635,0.27633695623530985,0.24754558130098422,6e47cb06
CNNRNN16,10,r2,training,0.5414612399385967,0.558385381363307,0.5324341476973787,0.5440935896664274,6e47cb06
CNNLSTM16,10,r2,training,0.0600686877845239,-0.021355618196207127,0.037698491138791645,0.02547052024236947,6e47cb06
MLP16,10,r2,training,0.2550166164667419,0.20285782748319459,0.11786240406474391,0.19191228267156013,6e47cb06
Linear,11,r2,training,0.4080415309867166,0.37780148885508014,0.37101055282800766,0.38561785755660144,6e47cb06
RF10,11,r2,training,0.7980153019720049,0.7860345635515251,0.7885817999439417,0.7908772218224905,6e47cb06
SVR-rbf,11,r2,training,0.5091307912975278,0.42206399520974114,0.4258443695726498,0.4523463853599729,6e47cb06
SVR-linear,11,r2,training,0.30972412063044774,0.26924675727630987,0.2730797641503352,0.2840168806856976,6e47cb06
XGB10,11,r2,training,0.7086127395638855,0.7434159124283475,0.7322160730493696,0.7280815750138675,6e47cb06
RNN16,11,r2,training,-0.3501930259596837,-0.26065710514852136,-0.34996635851013735,-0.3202721632061141,6e47cb06
LSTM16,11,r2,training,-0.23425445529578548,-0.16767885852406916,-0.1176568678137031,-0.17319672721118592,6e47cb06
CNNRNN16,11,r2,training,-0.09797681658529989,-0.04481568678827186,-0.020991865318358505,-0.05459478956397675,6e47cb06
CNNLSTM16,11,r2,training,-0.05571995791844331,0.011018498494459017,0.0007713816093497528,-0.014643359271544846,6e47cb06
MLP16,11,r2,training,0.015770762253229154,0.01685860494442093,-0.0867182447670578,-0.01802962585646924,6e47cb06
Linear,12,r2,training,0.22371982463259998,0.2252519142599625,0.2283332360597239,0.22576832498409546,6e47cb06
RF10,12,r2,training,0.7906192999493329,0.778739173748683,0.8005636633322202,0.7899740456767453,6e47cb06
SVR-rbf,12,r2,training,0.16686881517402452,0.2018583158158539,0.16837610299853234,0.17903441132947026,6e47cb06
SVR-linear,12,r2,training,0.0013913711774331539,-0.1346619671955187,-0.10246726867149447,-0.07857928822986,6e47cb06
XGB10,12,r2,training,0.6729991883592422,0.6670612387016042,0.6606332525994023,0.666897893220083,6e47cb06
RNN16,12,r2,training,0.15030644841215746,0.033123990905728595,0.12977436472824022,0.10440160134870875,6e47cb06
LSTM16,12,r2,training,-0.030974515821426518,-0.06835391257942591,0.00040771680981299685,-0.032973570530346476,6e47cb06
CNNRNN16,12,r2,training,-0.02566623635246157,-0.06608524653531189,-0.09625116517029575,-0.06266754935268974,6e47cb06
CNNLSTM16,12,r2,training,-0.0362117139965783,-0.05677292908529008,-0.0724059082050279,-0.05513018376229876,6e47cb06
MLP16,12,r2,training,-0.31248965468488654,-0.35314932515903186,-0.37386659113075105,-0.3465018569915565,6e47cb06
Linear,1,mape,training,3.116683928775521,0.9824457700543033,7.806607390287769,3.9685790297058645,6e47cb06
RF10,1,mape,training,1.0626668715920973,0.6514049555025051,3.471474310032709,1.728515379042437,6e47cb06
SVR-rbf,1,mape,training,1.2367426558560248,0.450789694254307,2.786698502342605,1.491410284150979,6e47cb06
SVR-linear,1,mape,training,1.3890918017170104,0.7406749324909753,1.3630484178510012,1.1642717173529957,6e47cb06
XGB10,1,mape,training,0.7854461520537235,0.4082099639890308,1.6084057097982718,0.9340206086136753,6e47cb06
RNN16,1,mape,training,1.2238706356380316,1.21275385292371,13.678028683257208,5.371551057272984,6e47cb06
LSTM16,1,mape,training,0.861556799528945,0.5111975546087478,1.0494734266895958,0.8074092602757629,6e47cb06
CNNRNN16,1,mape,training,1.20591045623619,0.8167717987220915,3.399581215950696,1.8074211569696592,6e47cb06
CNNLSTM16,1,mape,training,6.343894284751144,1.0554079488401118,8.370621528784495,5.25664125412525,6e47cb06
MLP16,1,mape,training,1.475090176323333,0.8965374082238162,2.4942621013287143,1.6219632286252879,6e47cb06
Linear,2,mape,training,1.3053480926195207,2.024729436152989,1.4814280663946806,1.6038351983890635,6e47cb06
RF10,2,mape,training,0.504601405262991,1.134637687186111,0.5160194231243372,0.7184195051911465,6e47cb06
SVR-rbf,2,mape,training,0.6281432000913575,1.1094148696708706,0.5679509321114486,0.7685030006245589,6e47cb06
SVR-linear,2,mape,training,0.870634425227713,1.605814915283922,1.2153628119798243,1.2306040508304863,6e47cb06
XGB10,2,mape,training,0.5098832498854153,0.7911387793053342,0.4529926046187599,0.5846715446031698,6e47cb06
RNN16,2,mape,training,0.6306259880978426,1.5751828664195073,0.8120342003129942,1.005947684943448,6e47cb06
LSTM16,2,mape,training,1.092378501479857,0.9898353749764814,0.9284192502414674,1.0035443755659352,6e47cb06
CNNRNN16,2,mape,training,0.6118266133410497,2.037376651617572,0.5726554364338817,1.0739529004641677,6e47cb06
CNNLSTM16,2,mape,training,0.7290389222920257,1.092261651107208,0.9618538997586129,0.9277181577192822,6e47cb06
MLP16,2,mape,training,0.7986431039810793,2.505612239200612,0.7736666546408127,1.3593073326075016,6e47cb06
Linear,3,mape,training,4.092938435878212,1.4570842415740106,1.66022800839201,2.403416895281411,6e47cb06
RF10,3,mape,training,1.2686921574629593,0.9663671966795977,1.107458499419812,1.114172617854123,6e47cb06
SVR-rbf,3,mape,training,1.0673901529694385,0.6067624984338859,0.6300273753845186,0.7680600089292811,6e47cb06
SVR-linear,3,mape,training,1.9778423461862575,0.8224396958258096,0.9032268409336344,1.2345029609819005,6e47cb06
XGB10,3,mape,training,0.6721369019464509,0.4583881634867096,0.4939049929325133,0.5414766861218913,6e47cb06
RNN16,3,mape,training,1.6181443998544494,1.1088442995421877,1.0388530792903947,1.2552805928956772,6e47cb06
LSTM16,3,mape,training,2.416202254407172,1.1071394312620515,1.2851477808899374,1.602829822186387,6e47cb06
CNNRNN16,3,mape,training,1.9368108217192406,1.6093239390627385,1.5041223627265614,1.6834190411695136,6e47cb06
CNNLSTM16,3,mape,training,1.7441704021161804,1.1597569392676947,1.397304960356715,1.4337441005801967,6e47cb06
MLP16,3,mape,training,4.2536190413298,1.6291595345697318,1.6457097264454081,2.5094961007816465,6e47cb06
Linear,4,mape,training,0.9122523480534134,1.5659992759059196,1.240622643709397,1.2396247558895765,6e47cb06
RF10,4,mape,training,0.5634824668099094,2.9318387259367937,0.7314990756682127,1.4089400894716386,6e47cb06
SVR-rbf,4,mape,training,0.47867463614022865,1.3651820813412499,0.5695937388581637,0.8044834854465474,6e47cb06
SVR-linear,4,mape,training,1.0417802682701862,4.577258589126515,1.4293701632131588,2.34946967353662,6e47cb06
XGB10,4,mape,training,0.5715027403017674,2.5718105153654354,0.5320049601078312,1.2251060719250113,6e47cb06
RNN16,4,mape,training,0.9324841258456011,1.444861428409131,1.2377757941729162,1.2050404494758826,6e47cb06
LSTM16,4,mape,training,0.9972300181489442,3.35520080710898,1.2779339218099088,1.876788249022611,6e47cb06
CNNRNN16,4,mape,training,0.6949757425446846,1.3948930999615468,0.7271563596017409,0.9390084007026575,6e47cb06
CNNLSTM16,4,mape,training,1.0358014379405183,1.2938137037938169,1.0976239986492191,1.142413046794518,6e47cb06
MLP16,4,mape,training,0.9999248533307535,2.8337475984067995,1.0708155600941205,1.6348293372772247,6e47cb06
Linear,5,mape,training,1.1489340121394616,0.8173940521498215,0.9875517390597259,0.9846266011163364,6e47cb06
RF10,5,mape,training,0.500228387339541,0.6933475904408825,0.7645754269122085,0.6527171348975439,6e47cb06
SVR-rbf,5,mape,training,0.6171163922938823,0.6051846654567138,0.6353890257029124,0.6192300278178362,6e47cb06
SVR-linear,5,mape,training,1.1175366478710038,0.6147896031375345,0.6818920343348981,0.8047394284478121,6e47cb06
XGB10,5,mape,training,0.5474538269788087,0.470551628662306,0.49464049710265695,0.5042153175812573,6e47cb06
RNN16,5,mape,training,1.4817008103905187,1.148233183468667,1.9043408542398623,1.5114249493663492,6e47cb06
LSTM16,5,mape,training,1.0736417285833622,0.7380990678948123,0.5987010668459082,0.8034806211080275,6e47cb06
CNNRNN16,5,mape,training,0.8676164682470836,1.114831352350784,1.6169527998803759,1.1998002068260811,6e47cb06
CNNLSTM16,5,mape,training,1.6616965156633814,1.4549612295210719,1.3067186939940094,1.4744588130594876,6e47cb06
MLP16,5,mape,training,1.307276432529825,1.4317645235766243,1.5387817870102602,1.4259409143722366,6e47cb06
Linear,6,mape,training,0.94888750633051,1.4043355513681208,1.0854256474337831,1.1462162350441378,6e47cb06
RF10,6,mape,training,0.8133854927502486,0.7354161032435116,0.5542353511474107,0.7010123157137237,6e47cb06
SVR-rbf,6,mape,training,0.5192684182181495,0.6875626839949011,0.5306255392888347,0.5791522138339618,6e47cb06
SVR-linear,6,mape,training,0.7486951261594664,0.6806328903472032,0.6098829592598686,0.6797369919221795,6e47cb06
XGB10,6,mape,training,0.47670061797622804,0.6510752230255029,0.4889717466565595,0.5389158625527635,6e47cb06
RNN16,6,mape,training,0.965917719326275,1.2072548524045736,0.9801397167490229,1.0511040961599571,6e47cb06
LSTM16,6,mape,training,1.1313182851125096,1.54149229669075,1.150871913378742,1.274560831727334,6e47cb06
CNNRNN16,6,mape,training,1.1895101274026936,1.4429643252013045,0.9481129249917208,1.1935291258652396,6e47cb06
CNNLSTM16,6,mape,training,0.743717186270724,1.5271743657219632,0.8202819254141115,1.0303911591355996,6e47cb06
MLP16,6,mape,training,1.1964026647289894,1.5984810823777253,1.2089551106717291,1.3346129525928145,6e47cb06
Linear,7,mape,training,1.5241793349423485,1.965043188518585,1.3707158087037226,1.6199794440548854,6e47cb06
RF10,7,mape,training,0.667628914282435,0.7778316099097426,0.6241902477658546,0.6898835906526775,6e47cb06
SVR-rbf,7,mape,training,0.7665940381158092,0.7768895584395523,0.5594608034103554,0.700981466655239,6e47cb06
SVR-linear,7,mape,training,1.091546174993115,1.036180093457473,0.846411008856673,0.9913790924357536,6e47cb06
XGB10,7,mape,training,0.5663943268102289,0.6005964417380586,0.5014916250717125,0.5561607978733333,6e47cb06
RNN16,7,mape,training,1.0709023778919924,1.2967822351185223,0.7834938286410719,1.0503928138838623,6e47cb06
LSTM16,7,mape,training,1.957948948062784,2.0050206219685167,1.386789530660032,1.7832530335637775,6e47cb06
CNNRNN16,7,mape,training,2.5489043941266245,2.1304477399419617,1.5085722776046537,2.0626414705577467,6e47cb06
CNNLSTM16,7,mape,training,2.2782851588023165,2.00103923216995,1.4754022417286266,1.9182422109002977,6e47cb06
MLP16,7,mape,training,2.002705709629279,1.583291930949682,1.449176405624465,1.6783913487344755,6e47cb06
Linear,8,mape,training,1.8829491788833128,1.3805192283045922,3.449746999333998,2.2377384688406345,6e47cb06
RF10,8,mape,training,1.229150473234205,0.6045150268543086,1.081235598423931,0.9716336995041482,6e47cb06
SVR-rbf,8,mape,training,0.7397197676518313,0.48269785938813964,0.6234414356737298,0.6152863542379002,6e47cb06
SVR-linear,8,mape,training,1.1958918504858793,1.1624589026510135,1.6607460032033636,1.3396989187800854,6e47cb06
XGB10,8,mape,training,0.8773491056307422,0.611148740515184,0.7777226572170608,0.755406834454329,6e47cb06
RNN16,8,mape,training,1.6709356259988881,0.9097290018759806,0.9701557725316935,1.1836068001355207,6e47cb06
LSTM16,8,mape,training,1.2253059480371682,0.6470858430940365,1.0848467817740306,0.9857461909684119,6e47cb06
CNNRNN16,8,mape,training,1.595093631019089,0.9822154091060801,1.2846382399017275,1.2873157600089655,6e47cb06
CNNLSTM16,8,mape,training,1.1120307144262536,0.5985297486650326,1.382950728235748,1.0311703971090116,6e47cb06
MLP16,8,mape,training,2.9017702603721838,1.4063376907566947,1.8832575172879744,2.063788489472284,6e47cb06
Linear,9,mape,training,1.4231284581746055,1.230140474270503,1.1676210446337685,1.2736299923596255,6e47cb06
RF10,9,mape,training,0.7607246826333415,0.5794045454235272,0.9777339416106122,0.772621056555827,6e47cb06
SVR-rbf,9,mape,training,0.8195960406448869,0.6476214546172494,0.7550391416233767,0.740752212295171,6e47cb06
SVR-linear,9,mape,training,1.2632539540881382,1.094540359735682,0.9877819507586728,1.1151920881941644,6e47cb06
XGB10,9,mape,training,0.45159049949074304,0.585628190262729,0.49759476567442207,0.5116044851426315,6e47cb06
RNN16,9,mape,training,0.8336313476775686,0.9206053395238842,0.8619902155629656,0.8720756342548062,6e47cb06
LSTM16,9,mape,training,1.624043727629831,1.2494321658370149,1.1632261511531354,1.3455673482066606,6e47cb06
CNNRNN16,9,mape,training,1.8501901185321206,1.4244576360628585,1.3798071265045808,1.55148496036652,6e47cb06
CNNLSTM16,9,mape,training,1.3803503721374377,0.9700150599007236,1.1630299443013794,1.1711317921131803,6e47cb06
MLP16,9,mape,training,1.4489412386782106,0.9488653106074771,0.9646382309954792,1.1208149267603889,6e47cb06
Linear,10,mape,training,1.663060047319252,1.2061321473313522,3.201611233042824,2.023601142564476,6e47cb06
RF10,10,mape,training,0.84217422331767,0.7795528075003341,1.6526370546953166,1.0914546951711068,6e47cb06
SVR-rbf,10,mape,training,0.6702729006943507,0.6709718360368774,1.486985919455525,0.9427435520622511,6e47cb06
SVR-linear,10,mape,training,1.3740923147368733,0.8321123251906212,0.7992587828907363,1.0018211409394102,6e47cb06
XGB10,10,mape,training,0.5263890098265004,0.6447946594397646,0.8605365223978114,0.6772400638880255,6e47cb06
RNN16,10,mape,training,0.9541445466166641,0.7346984822680341,0.8288757476758645,0.8392395921868543,6e47cb06
LSTM16,10,mape,training,1.12883140880265,0.7682119507081084,0.94434290077749,0.9471287534294163,6e47cb06
CNNRNN16,10,mape,training,0.7314298159189672,0.978074595683361,0.9491467463554235,0.8862170526525839,6e47cb06
CNNLSTM16,10,mape,training,1.3352078464748474,1.3132367329910692,2.375794712337545,1.6747464306011537,6e47cb06
MLP16,10,mape,training,1.3081085862010502,1.3255305972722815,3.2155712992383294,1.9497368275705538,6e47cb06
Linear,11,mape,training,1.2323838472537223,0.894214139848501,1.0552410814410702,1.0606130228477646,6e47cb06
RF10,11,mape,training,0.5872848687356703,0.6075320427152583,0.5008014249385487,0.5652061121298257,6e47cb06
SVR-rbf,11,mape,training,0.6138272358781475,0.5172670352831088,0.5486900674831399,0.5599281128814654,6e47cb06
SVR-linear,11,mape,training,0.879020352373657,0.737045857975629,0.8936879972653757,0.8365847358715538,6e47cb06
XGB10,11,mape,training,0.5917371964872259,0.4732124755785591,0.4779054642673315,0.5142850454443721,6e47cb06
RNN16,11,mape,training,2.0507587253143287,1.2347670804492379,1.505200779151445,1.5969088616383373,6e47cb06
LSTM16,11,mape,training,1.6125387657863486,1.2197663793060107,1.2452368818965012,1.3591806756629534,6e47cb06
CNNRNN16,11,mape,training,1.4248452637678188,1.292186023544835,1.3009185593162338,1.3393166155429626,6e47cb06
CNNLSTM16,11,mape,training,1.1900552890196507,0.9736883837312441,1.1343746984037757,1.09937279038489,6e47cb06
MLP16,11,mape,training,1.5898118584265695,0.9879853099483411,1.1333223548479177,1.2370398410742762,6e47cb06
Linear,12,mape,training,1.1901825200218692,1.5793251603816412,1.4816932712900672,1.4170669838978593,6e47cb06
RF10,12,mape,training,0.5392720693770506,0.6180046004110317,0.6868408661533554,0.6147058453138126,6e47cb06
SVR-rbf,12,mape,training,0.477172234367416,0.45999069261423353,0.4969317231268526,0.4780315500361674,6e47cb06
SVR-linear,12,mape,training,0.7596682491451215,0.7446128338832934,0.9597640494999592,0.821348377509458,6e47cb06
XGB10,12,mape,training,0.4967070791861114,0.6281618297916204,0.6146899479255582,0.5798529523010966,6e47cb06
RNN16,12,mape,training,0.5912560532190408,0.5280220619263115,0.5293993313183133,0.5495591488212219,6e47cb06
LSTM16,12,mape,training,0.8629264426106034,0.6093931022747665,0.7405581728005032,0.7376259058952911,6e47cb06
CNNRNN16,12,mape,training,0.7908525961321642,0.6417124436041248,0.7237902499607828,0.7187850965656906,6e47cb06
CNNLSTM16,12,mape,training,0.8324719950486853,0.7383267079556796,0.902480376066297,0.8244263596902206,6e47cb06
MLP16,12,mape,training,1.0032142499932184,1.2137946871721363,1.470601156962577,1.2292033647093106,6e47cb06
Linear,1,mae,training,0.5510733252455821,0.559460942011144,0.5638156228346326,0.5581166300304529,6e47cb06
RF10,1,mae,training,0.31248008031971347,0.33414622345708705,0.31684238882408716,0.3211562308669626,6e47cb06
SVR-rbf,1,mae,training,0.3354866797751725,0.37139597681904346,0.36978751981227886,0.3588900588021649,6e47cb06
SVR-linear,1,mae,training,0.46923795131084745,0.5048316001868323,0.5065609514450926,0.49354350098092414,6e47cb06
XGB10,1,mae,training,0.31269471624595707,0.32751346983512625,0.32910519824532364,0.32310446144213567,6e47cb06
RNN16,1,mae,training,0.6176548414387694,0.7344566660498346,0.6779908737320266,0.6767007937402102,6e47cb06
LSTM16,1,mae,training,0.39283144768755646,0.41005213764209314,0.33792074548838325,0.38026811027267765,6e47cb06
CNNRNN16,1,mae,training,0.6285960025740821,0.644201294406097,0.7048400723736477,0.6592124564512756,6e47cb06
CNNLSTM16,1,mae,training,0.7677742339859244,0.6594960537206475,0.6735035977926993,0.7002579618330905,6e47cb06
MLP16,1,mae,training,0.6683088425595843,0.6303508479888122,0.6112851167554899,0.6366482691012955,6e47cb06
Linear,2,mae,training,0.654746658296789,0.7008547093105733,0.6794088717019716,0.6783367464364446,6e47cb06
RF10,2,mae,training,0.34637707322895184,0.38268313012480704,0.35143479570270086,0.36016499968548654,6e47cb06
SVR-rbf,2,mae,training,0.48672265873075415,0.49348146526728043,0.48521628314718696,0.48847346904840716,6e47cb06
SVR-linear,2,mae,training,0.619054027950444,0.6631544200315795,0.641513826160539,0.6412407580475209,6e47cb06
XGB10,2,mae,training,0.3789175193442823,0.3819241605166328,0.3754388199694116,0.37876016661010886,6e47cb06
RNN16,2,mae,training,0.49422191329412163,0.5838826179783271,0.498962529662587,0.5256890203116785,6e47cb06
LSTM16,2,mae,training,0.6930223291082641,0.7186249719018251,0.6702627739110797,0.693970024973723,6e47cb06
CNNRNN16,2,mae,training,0.4512911174274562,0.42888306491528305,0.44483313068556524,0.4416691043427681,6e47cb06
CNNLSTM16,2,mae,training,0.547095091423251,0.5124212536902424,0.6524068762427965,0.5706410737854299,6e47cb06
MLP16,2,mae,training,0.4452568530919603,0.43497849287363605,0.5049770905422677,0.4617374788359547,6e47cb06
Linear,3,mae,training,0.5760508168642133,0.5681644751889788,0.5738573136270626,0.572690868560085,6e47cb06
RF10,3,mae,training,0.39265181215491834,0.31746946456589614,0.36679752551317335,0.3589729340779959,6e47cb06
SVR-rbf,3,mae,training,0.42416658935358637,0.4474359941125447,0.4387576203212557,0.4367867345957956,6e47cb06
SVR-linear,3,mae,training,0.5975352040457659,0.5962990202172145,0.6038478274610797,0.5992273505746867,6e47cb06
XGB10,3,mae,training,0.37119627457253435,0.3656418180886695,0.364601924298432,0.36714667231987863,6e47cb06
RNN16,3,mae,training,0.6593438250251936,0.7369045384413794,0.6624033841890796,0.6862172492185509,6e47cb06
LSTM16,3,mae,training,0.7412232054624954,0.7542645728530865,0.7295567662562976,0.7416815148572932,6e47cb06
CNNRNN16,3,mae,training,0.7033165370532138,0.8233036113535555,0.7681940503924952,0.7649380662664216,6e47cb06
CNNLSTM16,3,mae,training,0.6683124142486843,0.7347409894794232,0.7420743878559385,0.715042597194682,6e47cb06
MLP16,3,mae,training,0.8340257438621868,0.9681224019395863,0.9211074412953933,0.9077518623657221,6e47cb06
Linear,4,mae,training,0.5389339419223301,0.5844490411947681,0.5743245428790577,0.5659025086653853,6e47cb06
RF10,4,mae,training,0.36356096354845313,0.35743603056436835,0.3525334043017377,0.3578434661381864,6e47cb06
SVR-rbf,4,mae,training,0.42088448056024813,0.40822663644366325,0.4108792680058447,0.41333012833658533,6e47cb06
SVR-linear,4,mae,training,0.5733039211350099,0.5749488369439162,0.5706454149185364,0.5729660576658208,6e47cb06
XGB10,4,mae,training,0.44831611703411645,0.4069327708987727,0.4025957720215398,0.41928155331814304,6e47cb06
RNN16,4,mae,training,0.7827835716285898,0.7865932678680635,0.7536074249539653,0.7743280881502063,6e47cb06
LSTM16,4,mae,training,0.7464551584038186,0.7674247160417726,0.7397286538409183,0.7512028427621699,6e47cb06
CNNRNN16,4,mae,training,0.5204706399632547,0.4681345686103853,0.48932142914283044,0.49264221257215685,6e47cb06
CNNLSTM16,4,mae,training,0.795463504400942,0.8325913648503271,0.7377229720276302,0.7885926137596332,6e47cb06
MLP16,4,mae,training,0.7885776912427924,0.7211860283874828,0.753769825379273,0.7545111816698494,6e47cb06
Linear,5,mae,training,0.44375408978678804,0.40687431082347675,0.4002396150357305,0.41695600521533177,6e47cb06
RF10,5,mae,training,0.37297456416108016,0.36781196024935797,0.390162458845726,0.37698299441872135,6e47cb06
SVR-rbf,5,mae,training,0.4693824957146706,0.5194441324374859,0.5101305915134814,0.49965240655521265,6e47cb06
SVR-linear,5,mae,training,0.47944960338150006,0.45523660981410136,0.45072893940263387,0.4618050508660784,6e47cb06
XGB10,5,mae,training,0.40083475969830673,0.3881980027062843,0.3830589505296361,0.3906972376447424,6e47cb06
RNN16,5,mae,training,0.8534889154254204,0.8208266078875408,0.7995863968811344,0.8246339733980319,6e47cb06
LSTM16,5,mae,training,0.6766147289369066,0.6310631534712348,0.5453576733500808,0.6176785185860739,6e47cb06
CNNRNN16,5,mae,training,0.7133965971714601,0.7034265984804575,0.6927354635680768,0.7031862197399982,6e47cb06
CNNLSTM16,5,mae,training,0.8596916052936845,0.8331357490404769,0.7659115324048359,0.8195796289129991,6e47cb06
MLP16,5,mae,training,0.840607784699233,0.8694528862666369,0.8471499495495766,0.8524035401718155,6e47cb06
Linear,6,mae,training,0.49752331099674096,0.5481516265910655,0.5509199987046298,0.5321983120974788,6e47cb06
RF10,6,mae,training,0.3582509636815403,0.3242680229437524,0.33912699020679826,0.34054865894403036,6e47cb06
SVR-rbf,6,mae,training,0.4381524406804835,0.41795211501759616,0.4192512253059137,0.42511859366799776,6e47cb06
SVR-linear,6,mae,training,0.4957418794623324,0.507885525909252,0.5069716844370185,0.503533029936201,6e47cb06
XGB10,6,mae,training,0.37715846067001324,0.37381636960024983,0.3771816728173529,0.37605216769587196,6e47cb06
RNN16,6,mae,training,0.8099180216266153,0.7939580705706123,0.8049922149770766,0.8029561023914348,6e47cb06
LSTM16,6,mae,training,0.7382965269889069,0.7430938764266373,0.7709918535143061,0.7507940856432835,6e47cb06
CNNRNN16,6,mae,training,0.6956007428149831,0.6709137288972632,0.6812821355581723,0.6825988690901394,6e47cb06
CNNLSTM16,6,mae,training,0.6188583027486666,0.6483590526451956,0.6389282117535974,0.6353818557158198,6e47cb06
MLP16,6,mae,training,0.8167270194632923,0.86052098447408,0.9024229896849121,0.8598903312074281,6e47cb06
Linear,7,mae,training,0.6540197187657807,0.6384359296653392,0.6416003322549615,0.6446853268953604,6e47cb06
RF10,7,mae,training,0.3223876929248624,0.37322454456511694,0.3073711749980126,0.334327804162664,6e47cb06
SVR-rbf,7,mae,training,0.4316948557247659,0.43998097683543763,0.41240995562369104,0.42802859606129817,6e47cb06
SVR-linear,7,mae,training,0.5861349787741517,0.5740469055523156,0.5534269646120025,0.5712029496461566,6e47cb06
XGB10,7,mae,training,0.37197631986871094,0.40044063880200986,0.3652983601827637,0.37923843961782816,6e47cb06
RNN16,7,mae,training,0.5824814182205799,0.6092033567152416,0.5235043924455265,0.5717297224604493,6e47cb06
LSTM16,7,mae,training,0.7831245890527908,0.7205226892906664,0.6735611182080103,0.7257361321838225,6e47cb06
CNNRNN16,7,mae,training,0.8204292482774306,0.7753536551115228,0.7153294723758994,0.7703707919216175,6e47cb06
CNNLSTM16,7,mae,training,0.8056232142191295,0.8471992651292721,0.7485523569766184,0.8004582787750066,6e47cb06
MLP16,7,mae,training,0.7092231729468201,0.67175246303682,0.6375296145409419,0.6728350835081941,6e47cb06
Linear,8,mae,training,0.696664681965651,0.6597820183598371,0.6299856012628907,0.6621441005294596,6e47cb06
RF10,8,mae,training,0.35326899005331924,0.36056182320210456,0.3469153690651065,0.3535820607735101,6e47cb06
SVR-rbf,8,mae,training,0.4573520640605187,0.4088782244226645,0.41101721546242376,0.425749167981869,6e47cb06
SVR-linear,8,mae,training,0.6525682559212569,0.6401197085324849,0.6221323920296501,0.6382734521611306,6e47cb06
XGB10,8,mae,training,0.43990555413069676,0.4171556128284974,0.4021218211161298,0.4197276626917746,6e47cb06
RNN16,8,mae,training,0.626930814605691,0.6120803160590895,0.6019034234602656,0.6136381847083486,6e47cb06
LSTM16,8,mae,training,0.5953825067829595,0.5428589413165303,0.4657172880889434,0.5346529120628111,6e47cb06
CNNRNN16,8,mae,training,0.7090347315759751,0.6892632316797052,0.6847687841504702,0.6943555824687168,6e47cb06
CNNLSTM16,8,mae,training,0.5414215635342163,0.42873879410420795,0.513786616498113,0.4946489913788457,6e47cb06
MLP16,8,mae,training,0.8314821229720689,0.8622091649511876,0.863849977085097,0.8525137550027845,6e47cb06
Linear,9,mae,training,0.5863296690556209,0.6190325261665489,0.6054946204617311,0.6036189385613003,6e47cb06
RF10,9,mae,training,0.3701095722040461,0.3304262752656715,0.3447541935989948,0.3484300136895708,6e47cb06
SVR-rbf,9,mae,training,0.4593013522690632,0.43616491430369914,0.43367921988289243,0.4430484954852183,6e47cb06
SVR-linear,9,mae,training,0.5803074301478813,0.5780255030321577,0.5692964683292401,0.5758764671697597,6e47cb06
XGB10,9,mae,training,0.35693137585616225,0.409307547254425,0.36453172484818913,0.37692354931959215,6e47cb06
RNN16,9,mae,training,0.6207670952129282,0.601947049399575,0.5792180350182385,0.6006440598769139,6e47cb06
LSTM16,9,mae,training,0.8433149889340106,0.7914765003570762,0.7767228311342472,0.8038381068084446,6e47cb06
CNNRNN16,9,mae,training,0.8806366080680416,0.8535224568692018,0.8253639700862716,0.8531743450078384,6e47cb06
CNNLSTM16,9,mae,training,0.7829437147454819,0.7258715911414338,0.7627101034906703,0.7571751364591952,6e47cb06
MLP16,9,mae,training,0.7635102832538642,0.6963451509124521,0.7307534855063339,0.7302029732242167,6e47cb06
Linear,10,mae,training,0.6193552421864996,0.6304959385847745,0.6468127121791606,0.6322212976501449,6e47cb06
RF10,10,mae,training,0.3471060566251851,0.33586658208479436,0.33242612948419287,0.3384662560647241,6e47cb06
SVR-rbf,10,mae,training,0.44571294541686474,0.47578285489471794,0.4727818019057011,0.4647592007390946,6e47cb06
SVR-linear,10,mae,training,0.5762657662745932,0.5841702871020541,0.5822100040652084,0.5808820191472853,6e47cb06
