model,season,metric,stage,HWN,HWF,Average,id_data
SVR-rbf,12,mape,CV,1.0479499551402667,1.4334157501100198,1.2406828526251432,6e47cb06
SVR-linear,12,mape,CV,1.5219795175744015,2.100481354289195,1.8112304359317983,6e47cb06
XGB10,12,mape,CV,1.2277492717160359,3.7704417615939763,2.499095516655006,6e47cb06
RNN16,12,mape,CV,1.0323540744138362,1.6719146714406854,1.3521343729272608,6e47cb06
LSTM16,12,mape,CV,1.05992636630194,1.5229313762591397,1.29142887128054,6e47cb06
CNNRNN16,12,mape,CV,0.9916657728908979,1.5243105077786978,1.2579881403347979,6e47cb06
CNNLSTM16,12,mape,CV,0.9761857974712419,1.4057274227979433,1.1909566101345925,6e47cb06
MLP16,12,mape,CV,0.7876245630766971,1.2343840498517777,1.0110043064642373,6e47cb06
Linear,1,mae,CV,1.0296892319558015,0.9996534923234028,1.0146713621396022,6e47cb06
RF10,1,mae,CV,0.8190982198335229,0.8583091803494227,0.8387037000914728,6e47cb06
SVR-rbf,1,mae,CV,0.7167025304145844,0.7224305468636867,0.7195665386391356,6e47cb06
SVR-linear,1,mae,CV,0.9099812236956504,0.9246850246767615,0.9173331241862059,6e47cb06
XGB10,1,mae,CV,0.8818584545455336,0.8210458710626252,0.8514521628040794,6e47cb06
RNN16,1,mae,CV,0.6675488698752263,0.6570240062904443,0.6622864380828353,6e47cb06
LSTM16,1,mae,CV,0.7561626015254544,0.7448490610589951,0.7505058312922248,6e47cb06
CNNRNN16,1,mae,CV,0.6384105292043711,0.6130639649184081,0.6257372470613896,6e47cb06
CNNLSTM16,1,mae,CV,0.6848995347598659,0.6949829451601868,0.6899412399600263,6e47cb06
MLP16,1,mae,CV,0.6759413947080353,0.6815763427565308,0.678758868732283,6e47cb06
Linear,2,mae,CV,1.2346117818563482,1.1210321905046794,1.177821986180514,6e47cb06
RF10,2,mae,CV,1.0327683727949382,0.820479405784754,0.9266238892898461,6e47cb06
SVR-rbf,2,mae,CV,0.9304792224368166,0.8283665858280769,0.8794229041324467,6e47cb06
SVR-linear,2,mae,CV,1.3290108772597624,1.0182394067336962,1.1736251419967294,6e47cb06
XGB10,2,mae,CV,0.8598778621503278,0.7976533026315616,0.8287655823909448,6e47cb06
RNN16,2,mae,CV,0.7860812583455177,0.70290109216944,0.7444911752574788,6e47cb06
LSTM16,2,mae,CV,0.8116314789722358,0.7480887799400805,0.7798601294561581,6e47cb06
CNNRNN16,2,mae,CV,0.7826786541283953,0.6972879148772192,0.7399832845028073,6e47cb06
CNNLSTM16,2,mae,CV,0.7752450852941037,0.6946467725832726,0.7349459289386882,6e47cb06
MLP16,2,mae,CV,0.8241850447782935,0.7631703736600953,0.7936777092191944,6e47cb06
Linear,3,mae,CV,1.016483731325188,1.0071951739193703,1.0118394526222791,6e47cb06
RF10,3,mae,CV,0.9331507303537634,0.8930992150355561,0.9131249726946598,6e47cb06
SVR-rbf,3,mae,CV,0.7871367963630733,0.69101234557877,0.7390745709709217,6e47cb06
SVR-linear,3,mae,CV,0.9593662395754098,0.8086405393562097,0.8840033894658097,6e47cb06
XGB10,3,mae,CV,0.8437539953972845,0.8165908404207032,0.8301724179089938,6e47cb06
RNN16,3,mae,CV,0.7480307978929273,0.6895132685873184,0.7187720332401228,6e47cb06
LSTM16,3,mae,CV,0.7664227095766424,0.6484550570419967,0.7074388833093195,6e47cb06
CNNRNN16,3,mae,CV,0.7325849624888143,0.666326049711404,0.6994555061001091,6e47cb06
CNNLSTM16,3,mae,CV,0.7258211140315525,0.7410501428241956,0.733435628427874,6e47cb06
MLP16,3,mae,CV,0.7309772674188589,0.6572111913537433,0.694094229386301,6e47cb06
Linear,4,mae,CV,1.093487462915831,1.0588838341045845,1.076185648510208,6e47cb06
RF10,4,mae,CV,0.8741834980100505,0.8479061931457368,0.8610448455778936,6e47cb06
SVR-rbf,4,mae,CV,0.8935291614875528,0.8211897003042379,0.8573594308958954,6e47cb06
SVR-linear,4,mae,CV,1.3859767130870337,1.2497584087396976,1.3178675609133657,6e47cb06
XGB10,4,mae,CV,0.861927484127244,0.8931366067258584,0.8775320454265512,6e47cb06
RNN16,4,mae,CV,0.7864502721845071,0.7169531258276887,0.7517016990060978,6e47cb06
LSTM16,4,mae,CV,0.7584294202566423,0.7053149350173138,0.7318721776369781,6e47cb06
CNNRNN16,4,mae,CV,0.7734964490945827,0.7120725067716096,0.7427844779330961,6e47cb06
CNNLSTM16,4,mae,CV,0.7402701684406013,0.7048900989637278,0.7225801337021646,6e47cb06
MLP16,4,mae,CV,0.8547685379129734,0.8127056325026718,0.8337370852078225,6e47cb06
Linear,5,mae,CV,1.0402869176526184,1.0615910701526832,1.0509389939026508,6e47cb06
RF10,5,mae,CV,0.9522622482406424,0.9439928097942781,0.9481275290174602,6e47cb06
SVR-rbf,5,mae,CV,0.8534736600074087,0.8136044232563562,0.8335390416318824,6e47cb06
SVR-linear,5,mae,CV,0.9361270980872993,0.9037961570449262,0.9199616275661128,6e47cb06
XGB10,5,mae,CV,0.9124052112750588,0.9203013885045521,0.9163532998898054,6e47cb06
RNN16,5,mae,CV,0.7924613042830259,0.769719802314543,0.7810905532987844,6e47cb06
LSTM16,5,mae,CV,0.7356082245675728,0.7227875856918122,0.7291979051296925,6e47cb06
CNNRNN16,5,mae,CV,0.7655336749596438,0.7401793292570228,0.7528565021083333,6e47cb06
CNNLSTM16,5,mae,CV,0.8247684828479246,0.7433556417188372,0.7840620622833809,6e47cb06
MLP16,5,mae,CV,0.7704548599724376,0.7861190312283061,0.7782869456003718,6e47cb06
Linear,6,mae,CV,1.0532020021993724,0.987485615245016,1.020343808722194,6e47cb06
RF10,6,mae,CV,0.9335255769809668,0.9299792014202927,0.9317523892006297,6e47cb06
SVR-rbf,6,mae,CV,0.8622451279282929,0.7780640100962477,0.8201545690122702,6e47cb06
SVR-linear,6,mae,CV,1.0803189711253478,0.965695278646878,1.0230071248861128,6e47cb06
XGB10,6,mae,CV,0.9153738226361909,0.9144215320095123,0.9148976773228517,6e47cb06
RNN16,6,mae,CV,0.741808582845185,0.6988940759270635,0.7203513293861243,6e47cb06
LSTM16,6,mae,CV,0.7621473897615532,0.7087131765474773,0.7354302831545152,6e47cb06
CNNRNN16,6,mae,CV,0.7160085627670101,0.6838151001579261,0.6999118314624682,6e47cb06
CNNLSTM16,6,mae,CV,0.7457239124227335,0.7207134451251529,0.7332186787739432,6e47cb06
MLP16,6,mae,CV,0.7830967811227896,0.8025893836035902,0.7928430823631899,6e47cb06
Linear,7,mae,CV,1.1241809765481772,1.1219869934828224,1.1230839850154997,6e47cb06
RF10,7,mae,CV,0.9334528547953582,0.9038329443280185,0.9186428995616884,6e47cb06
SVR-rbf,7,mae,CV,0.8686780676584658,0.8061634057379369,0.8374207366982014,6e47cb06
SVR-linear,7,mae,CV,1.015159621777616,1.0034667179571666,1.0093131698673914,6e47cb06
XGB10,7,mae,CV,0.9301001872166346,0.9305648858597799,0.9303325365382072,6e47cb06
RNN16,7,mae,CV,0.6992710641518289,0.6645848341741769,0.6819279491630029,6e47cb06
LSTM16,7,mae,CV,0.812909564940499,0.7499561353556355,0.7814328501480673,6e47cb06
CNNRNN16,7,mae,CV,0.7487893342200402,0.7135146390184882,0.7311519866192642,6e47cb06
CNNLSTM16,7,mae,CV,0.8290696038433076,0.8256774533277222,0.8273735285855149,6e47cb06
MLP16,7,mae,CV,0.8072350692287363,0.7385663038474739,0.7729006865381052,6e47cb06
Linear,8,mae,CV,1.1488747145001967,1.1599749558364287,1.1544248351683128,6e47cb06
RF10,8,mae,CV,0.8330854581723021,0.8048292863658087,0.8189573722690554,6e47cb06
SVR-rbf,8,mae,CV,0.8043644697103594,0.8163739189269403,0.8103691943186498,6e47cb06
SVR-linear,8,mae,CV,1.112973076765471,1.2704280870861433,1.191700581925807,6e47cb06
XGB10,8,mae,CV,0.8413162095253217,0.8621723324067438,0.8517442709660328,6e47cb06
RNN16,8,mae,CV,0.7254302544084259,0.7573100792325175,0.7413701668204717,6e47cb06
LSTM16,8,mae,CV,0.8453595414454962,0.8348198426172263,0.8400896920313612,6e47cb06
CNNRNN16,8,mae,CV,0.7324835616589445,0.7392818299815824,0.7358826958202634,6e47cb06
CNNLSTM16,8,mae,CV,0.7478544093418144,0.7389379084841853,0.7433961589129998,6e47cb06
MLP16,8,mae,CV,0.7239986082992345,0.6915284052824464,0.7077635067908404,6e47cb06
Linear,9,mae,CV,1.317050462601792,1.1938672320987433,1.2554588473502677,6e47cb06
RF10,9,mae,CV,0.943991761475029,1.0139902084802754,0.9789909849776521,6e47cb06
SVR-rbf,9,mae,CV,0.8892724722493464,0.8679158147955179,0.8785941435224321,6e47cb06
SVR-linear,9,mae,CV,1.410143467190741,1.2414274538769146,1.3257854605338277,6e47cb06
XGB10,9,mae,CV,1.030449660832945,0.9960851256396838,1.0132673932363143,6e47cb06
RNN16,9,mae,CV,0.7867235505135458,0.7722533530504471,0.7794884517819964,6e47cb06
LSTM16,9,mae,CV,0.8001915337565747,0.8380227870804641,0.8191071604185194,6e47cb06
CNNRNN16,9,mae,CV,0.820019392638637,0.8051038407270976,0.8125616166828673,6e47cb06
CNNLSTM16,9,mae,CV,0.8256807867077947,0.8502481588097192,0.837964472758757,6e47cb06
MLP16,9,mae,CV,0.8342969431257417,0.7327168021661472,0.7835068726459444,6e47cb06
Linear,10,mae,CV,1.2592434174412477,1.2020787402077273,1.2306610788244874,6e47cb06
RF10,10,mae,CV,0.8477366023600865,0.800870735580177,0.8243036689701317,6e47cb06
SVR-rbf,10,mae,CV,0.8387729841079624,0.8184885519449722,0.8286307680264673,6e47cb06
SVR-linear,10,mae,CV,0.9362803214238692,1.0606807365522584,0.9984805289880638,6e47cb06
XGB10,10,mae,CV,0.8396928230071852,0.893936064761094,0.8668144438841396,6e47cb06
RNN16,10,mae,CV,0.6889762658116638,0.7108222819734432,0.6998992738925536,6e47cb06
LSTM16,10,mae,CV,0.7313758674467211,0.7098164857540168,0.720596176600369,6e47cb06
CNNRNN16,10,mae,CV,0.7837170866896999,0.7660326244108496,0.7748748555502747,6e47cb06
CNNLSTM16,10,mae,CV,0.7589699799293028,0.7197982088142183,0.7393840943717606,6e47cb06
MLP16,10,mae,CV,0.7686279506104742,0.7516207740840419,0.760124362347258,6e47cb06
Linear,11,mae,CV,0.8943394189153044,0.9167564494614082,0.9055479341883563,6e47cb06
RF10,11,mae,CV,0.9112996624782814,0.8744762793233558,0.8928879709008186,6e47cb06
SVR-rbf,11,mae,CV,0.9864230323946412,0.9005651890956085,0.9434941107451249,6e47cb06
SVR-linear,11,mae,CV,0.9846398712621903,1.0144459950019962,0.9995429331320933,6e47cb06
XGB10,11,mae,CV,0.8890177188394215,0.9462843732635889,0.9176510460515053,6e47cb06
RNN16,11,mae,CV,0.8633835352425351,0.7527149178250312,0.8080492265337831,6e47cb06
LSTM16,11,mae,CV,0.8175311208593569,0.7642006161104703,0.7908658684849136,6e47cb06
CNNRNN16,11,mae,CV,0.8499892157084068,0.7993045643192094,0.8246468900138081,6e47cb06
CNNLSTM16,11,mae,CV,0.8840508379908991,0.8394385175013622,0.8617446777461306,6e47cb06
MLP16,11,mae,CV,0.8708351169439952,0.8982209088914657,0.8845280129177304,6e47cb06
Linear,12,mae,CV,1.1469443598209574,1.085465642121291,1.1162050009711242,6e47cb06
RF10,12,mae,CV,0.766846459926975,0.6761856043894652,0.7215160321582201,6e47cb06
SVR-rbf,12,mae,CV,0.6593223741537187,0.5922300755205068,0.6257762248371128,6e47cb06
SVR-linear,12,mae,CV,0.8334760801125313,0.7389103291414939,0.7861932046270126,6e47cb06
XGB10,12,mae,CV,0.7009162943478887,0.6633302384171442,0.6821232663825165,6e47cb06
RNN16,12,mae,CV,0.6147132514364309,0.5424151946189609,0.578564223027696,6e47cb06
LSTM16,12,mae,CV,0.6281985724882618,0.5506905757405806,0.5894445741144212,6e47cb06
CNNRNN16,12,mae,CV,0.6388940583362479,0.5668802658287257,0.6028871620824868,6e47cb06
CNNLSTM16,12,mae,CV,0.6225361963478387,0.5729104749686614,0.5977233356582501,6e47cb06
MLP16,12,mae,CV,0.5860827148390297,0.5677937726584088,0.5769382437487193,6e47cb06
Linear,1,r2,TSCV,-6.150339104968034,-9.484444658225813,-7.817391881596924,6e47cb06
RF10,1,r2,TSCV,-0.07517512267752952,-0.176341180499016,-0.12575815158827275,6e47cb06
SVR-rbf,1,r2,TSCV,-0.04363677689701499,-0.15001039263233604,-0.09682358476467551,6e47cb06
SVR-linear,1,r2,TSCV,-0.46731223036961506,-0.580996922127755,-0.524154576248685,6e47cb06
XGB10,1,r2,TSCV,-0.3840474390785417,-0.7145209574904815,-0.5492841982845116,6e47cb06
RNN16,1,r2,TSCV,-0.10176869544054555,-0.45019033308412726,-0.2759795142623364,6e47cb06
LSTM16,1,r2,TSCV,0.1397861267995755,0.023432970537468505,0.081609548668522,6e47cb06
CNNRNN16,1,r2,TSCV,-0.13169030862660444,-0.22214558973840273,-0.1769179491825036,6e47cb06
CNNLSTM16,1,r2,TSCV,-0.025190420900752013,-0.1988712293282472,-0.1120308251144996,6e47cb06
MLP16,1,r2,TSCV,-0.23648028262753956,-0.21803278421557873,-0.22725653342155916,6e47cb06
Linear,2,r2,TSCV,-1.521205178604204,-2.1097396529392656,-1.8154724157717348,6e47cb06
RF10,2,r2,TSCV,-0.562114678768681,-0.9395092974961345,-0.7508119881324078,6e47cb06
SVR-rbf,2,r2,TSCV,-0.6807521433878687,-0.8128673712873717,-0.7468097573376202,6e47cb06
SVR-linear,2,r2,TSCV,-2.1636375113481905,-2.3486375334775325,-2.2561375224128613,6e47cb06
XGB10,2,r2,TSCV,-0.5093748272473683,-1.1951152148842668,-0.8522450210658175,6e47cb06
RNN16,2,r2,TSCV,-0.473808414539332,-0.8076404848712384,-0.6407244497052852,6e47cb06
LSTM16,2,r2,TSCV,-0.48802148621789565,-0.8047149437956251,-0.6463682150067604,6e47cb06
CNNRNN16,2,r2,TSCV,-0.24241698156650077,-0.33611141773714953,-0.28926419965182515,6e47cb06
CNNLSTM16,2,r2,TSCV,-0.40134739038932216,-0.576995138566963,-0.48917126447814263,6e47cb06
MLP16,2,r2,TSCV,-0.6759298474332545,-0.9478125585952868,-0.8118712030142706,6e47cb06
Linear,3,r2,TSCV,-9.498439154609292,-20.943625775560474,-15.221032465084882,6e47cb06
RF10,3,r2,TSCV,-2.796337727186109,-35.86858380409275,-19.33246076563943,6e47cb06
SVR-rbf,3,r2,TSCV,-1.0722475432010345,-2.1747060296876772,-1.623476786444356,6e47cb06
SVR-linear,3,r2,TSCV,-3.1720926506411833,-5.2902928024865865,-4.231192726563885,6e47cb06
XGB10,3,r2,TSCV,-1.3333490746999601,-3.4764467681465043,-2.404897921423232,6e47cb06
RNN16,3,r2,TSCV,-1.1076216464313218,-2.283611722843707,-1.6956166846375145,6e47cb06
LSTM16,3,r2,TSCV,-2.2982401628564006,-1.3925100813749962,-1.8453751221156984,6e47cb06
CNNRNN16,3,r2,TSCV,-0.45310147780401977,-1.1997153901612112,-0.8264084339826154,6e47cb06
CNNLSTM16,3,r2,TSCV,-0.9323748161454054,-2.041417211517705,-1.4868960138315552,6e47cb06
MLP16,3,r2,TSCV,-0.4254913666666825,-3.2889365985328034,-1.857213982599743,6e47cb06
Linear,4,r2,TSCV,-4.777698618754614,-5.423322599498187,-5.100510609126401,6e47cb06
RF10,4,r2,TSCV,-1.0016711950103114,-1.0211810457638353,-1.0114261203870734,6e47cb06
SVR-rbf,4,r2,TSCV,-0.8652432068068318,-0.8188620805322617,-0.8420526436695468,6e47cb06
SVR-linear,4,r2,TSCV,-4.7823712976513,-6.4013421260674574,-5.5918567118593785,6e47cb06
XGB10,4,r2,TSCV,-0.4836637850169423,-0.6169888192682809,-0.5503263021426116,6e47cb06
RNN16,4,r2,TSCV,-0.2135042020549868,-0.4933967861332767,-0.35345049409413176,6e47cb06
LSTM16,4,r2,TSCV,-0.8405645165363884,-0.8193628299964583,-0.8299636732664233,6e47cb06
CNNRNN16,4,r2,TSCV,-0.6181033650560899,-0.5457083085860509,-0.5819058368210703,6e47cb06
CNNLSTM16,4,r2,TSCV,-0.6320769795176208,-0.9843322619435346,-0.8082046207305777,6e47cb06
MLP16,4,r2,TSCV,-0.7642059655885456,-1.6918614249489146,-1.22803369526873,6e47cb06
Linear,5,r2,TSCV,-1.270500803667463,-2.330936362559422,-1.8007185831134425,6e47cb06
RF10,5,r2,TSCV,-0.2143786470556901,-0.7309521696594621,-0.4726654083575761,6e47cb06
SVR-rbf,5,r2,TSCV,-0.16447381208168757,-0.22390349702342002,-0.1941886545525538,6e47cb06
SVR-linear,5,r2,TSCV,-0.6549279216080539,-0.7952882777331245,-0.7251080996705892,6e47cb06
XGB10,5,r2,TSCV,-0.1880082382019821,-0.37889430426881393,-0.28345127123539804,6e47cb06
RNN16,5,r2,TSCV,-0.435974402077098,-0.2513727362931605,-0.34367356918512926,6e47cb06
LSTM16,5,r2,TSCV,-0.377863086109055,-0.3920129521140289,-0.38493801911154196,6e47cb06
CNNRNN16,5,r2,TSCV,-0.07194652067518335,-0.1221750848582174,-0.09706080276670037,6e47cb06
CNNLSTM16,5,r2,TSCV,-0.5911833644591904,-0.5187614190979654,-0.5549723917785778,6e47cb06
MLP16,5,r2,TSCV,-0.09763603088975814,-0.6887439640320681,-0.3931899974609131,6e47cb06
Linear,6,r2,TSCV,-5.956384411488544,-10.962017575398702,-8.459200993443623,6e47cb06
RF10,6,r2,TSCV,-0.7978337081818574,-2.1312119239215366,-1.464522816051697,6e47cb06
SVR-rbf,6,r2,TSCV,-0.6069352957524136,-0.8145039565319002,-0.7107196261421569,6e47cb06
SVR-linear,6,r2,TSCV,-3.6120427555652035,-4.759180293640681,-4.185611524602942,6e47cb06
XGB10,6,r2,TSCV,-1.2324317282757322,-2.537922782955213,-1.8851772556154727,6e47cb06
RNN16,6,r2,TSCV,-0.5287824510971587,-0.708823211818395,-0.6188028314577769,6e47cb06
LSTM16,6,r2,TSCV,-0.16104341314399007,-0.19148610008755035,-0.1762647566157702,6e47cb06
CNNRNN16,6,r2,TSCV,-0.3170851953339123,-0.3578265119359914,-0.33745585363495184,6e47cb06
CNNLSTM16,6,r2,TSCV,-0.6539079111126787,-0.7040285573947914,-0.6789682342537351,6e47cb06
MLP16,6,r2,TSCV,-0.4010776035265104,-1.6037108480161066,-1.0023942257713085,6e47cb06
Linear,7,r2,TSCV,-1.7672430695485384,-2.695572249095765,-2.231407659322152,6e47cb06
RF10,7,r2,TSCV,-1.0288797033611978,-1.1203821470757647,-1.0746309252184814,6e47cb06
SVR-rbf,7,r2,TSCV,-0.531195421407879,-0.5095281073633406,-0.5203617643856098,6e47cb06
SVR-linear,7,r2,TSCV,-0.916594951633608,-1.6380283750592919,-1.2773116633464499,6e47cb06
XGB10,7,r2,TSCV,-0.5592841640565454,-0.48832038250515253,-0.5238022732808489,6e47cb06
RNN16,7,r2,TSCV,0.004369849763900979,0.029355006227469244,0.01686242799568511,6e47cb06
LSTM16,7,r2,TSCV,-0.09229104507489164,-0.11228181213907296,-0.1022864286069823,6e47cb06
CNNRNN16,7,r2,TSCV,-0.08444961514462927,-0.1706050354739512,-0.12752732530929023,6e47cb06
CNNLSTM16,7,r2,TSCV,-0.17941519584591573,-0.36601222617872026,-0.272713711012318,6e47cb06
MLP16,7,r2,TSCV,-0.18843186100308795,-0.2095958162766597,-0.19901383863987382,6e47cb06
Linear,8,r2,TSCV,-2.2210745563844485,-2.318727441663941,-2.2699009990241947,6e47cb06
RF10,8,r2,TSCV,-0.570220860868799,-0.6785816991851286,-0.6244012800269638,6e47cb06
SVR-rbf,8,r2,TSCV,-0.43200748270718325,-0.7246844665305361,-0.5783459746188597,6e47cb06
SVR-linear,8,r2,TSCV,-2.1726413463171026,-3.0522758743698812,-2.612458610343492,6e47cb06
XGB10,8,r2,TSCV,-0.5374768587176434,-0.9861674254588548,-0.7618221420882492,6e47cb06
RNN16,8,r2,TSCV,-0.34281840106134814,-0.29641368685374536,-0.3196160439575467,6e47cb06
LSTM16,8,r2,TSCV,-0.5468464377492335,-0.788296156104094,-0.6675712969266637,6e47cb06
CNNRNN16,8,r2,TSCV,-0.17679565303734623,-0.3191147439553772,-0.24795519849636172,6e47cb06
CNNLSTM16,8,r2,TSCV,-0.30309145023440276,-0.3071201398347734,-0.30510579503458807,6e47cb06
MLP16,8,r2,TSCV,-0.20603237012966985,-0.7777308734604081,-0.491881621795039,6e47cb06
Linear,9,r2,TSCV,-38.44328624972913,-46.07161708950753,-42.25745166961833,6e47cb06
RF10,9,r2,TSCV,-0.9015605898468338,-2.1039830128301875,-1.5027718013385107,6e47cb06
SVR-rbf,9,r2,TSCV,-1.2919514612883167,-1.9642167602454286,-1.6280841107668726,6e47cb06
SVR-linear,9,r2,TSCV,-15.009305839784384,-20.517464906008268,-17.763385372896327,6e47cb06
XGB10,9,r2,TSCV,-1.3795366467389814,-1.0284126769391646,-1.203974661839073,6e47cb06
RNN16,9,r2,TSCV,-0.3460359717581966,-0.692955200652647,-0.5194955862054218,6e47cb06
LSTM16,9,r2,TSCV,-0.7554333876746013,-1.4867257996592191,-1.1210795936669102,6e47cb06
CNNRNN16,9,r2,TSCV,-1.1577249052154217,-1.3558245022925073,-1.2567747037539645,6e47cb06
CNNLSTM16,9,r2,TSCV,-0.886024378787294,-1.843279900341092,-1.364652139564193,6e47cb06
MLP16,9,r2,TSCV,-0.9370084711036678,-0.17647215614968587,-0.5567403136266769,6e47cb06
Linear,10,r2,TSCV,-5.330474964771109,-3.1130496546644135,-4.221762309717761,6e47cb06
RF10,10,r2,TSCV,-0.4820708787835563,-0.19964054017966731,-0.3408557094816118,6e47cb06
SVR-rbf,10,r2,TSCV,-0.17688448890489814,-0.12583405471597925,-0.15135927181043868,6e47cb06
SVR-linear,10,r2,TSCV,-1.2004464798838541,-1.5749294893379648,-1.3876879846109094,6e47cb06
XGB10,10,r2,TSCV,-0.3387443491591393,-0.30268373301400897,-0.32071404108657414,6e47cb06
RNN16,10,r2,TSCV,-0.07137867418853311,-0.12197981938620182,-0.09667924678736747,6e47cb06
LSTM16,10,r2,TSCV,0.1040369662348487,0.14302348383254737,0.12353022503369804,6e47cb06
CNNRNN16,10,r2,TSCV,0.046116393320584745,-0.012373174487783405,0.01687160941640067,6e47cb06
CNNLSTM16,10,r2,TSCV,-0.3827655402149382,-0.20199570666581107,-0.29238062344037463,6e47cb06
MLP16,10,r2,TSCV,-0.1630169405033957,-0.08967106757143514,-0.1263440040374154,6e47cb06
Linear,11,r2,TSCV,-1.403231341714854,-1.356284024315214,-1.379757683015034,6e47cb06
RF10,11,r2,TSCV,-1.1330047415745128,-0.9098663274435819,-1.0214355345090473,6e47cb06
SVR-rbf,11,r2,TSCV,-1.142892308756484,-0.8347145860793926,-0.9888034474179384,6e47cb06
SVR-linear,11,r2,TSCV,-1.9070530480975028,-1.3739812147555097,-1.6405171314265061,6e47cb06
XGB10,11,r2,TSCV,-0.9516155331968059,-1.1612760205001396,-1.0564457768484727,6e47cb06
RNN16,11,r2,TSCV,-0.3674380644221842,-0.3657833390977708,-0.36661070175997745,6e47cb06
LSTM16,11,r2,TSCV,-0.16720121859471093,-0.10085689432511379,-0.13402905645991237,6e47cb06
CNNRNN16,11,r2,TSCV,-0.732312414341751,-0.6938697324077321,-0.7130910733747415,6e47cb06
CNNLSTM16,11,r2,TSCV,-0.7520175917922626,-0.7938718521314344,-0.7729447219618485,6e47cb06
MLP16,11,r2,TSCV,-0.6769071091903993,-0.7822253871716455,-0.7295662481810223,6e47cb06
Linear,12,r2,TSCV,-19.413338436113996,-35.595037282031285,-27.50418785907264,6e47cb06
RF10,12,r2,TSCV,-10.363930617949487,-11.747982959021579,-11.055956788485533,6e47cb06
SVR-rbf,12,r2,TSCV,-2.8882922267380398,-5.2365799274255265,-4.062436077081783,6e47cb06
SVR-linear,12,r2,TSCV,-8.923911533030461,-11.197368869355198,-10.060640201192829,6e47cb06
XGB10,12,r2,TSCV,-3.640762498517586,-9.360450784393162,-6.500606641455374,6e47cb06
RNN16,12,r2,TSCV,-3.4636253597488142,-4.762601881993717,-4.113113620871266,6e47cb06
