1972    -0.439    -0.577    -0.726    -0.434    -0.305     0.062     0.056     0.014     0.073     0.104     0.186     0.149
1973     0.170    -0.099    -0.102    -0.011    -0.028    -0.276    -0.222    -0.371    -0.359    -0.406    -0.514    -0.683
1974    -0.732    -0.756    -0.687    -0.746    -0.786    -0.518    -0.405    -0.591    -0.646    -0.840    -0.949    -0.653
1975    -0.750    -0.735    -0.979    -0.647    -0.476    -0.403    -0.185    -0.490    -0.628    -1.138    -0.947    -1.002
1976    -0.885    -0.655    -0.759    -0.689    -0.672    -0.397    -0.367    -0.551    -0.651    -0.689    -0.654    -0.569
1977    -0.466    -0.730    -0.555    -0.377    -0.480    -0.242    -0.455    -0.513    -0.504    -0.253    -0.189    -0.148
1978    -0.323    -0.328    -0.376    -0.544    -0.918    -0.820    -0.537    -0.529    -0.627    -0.695    -0.602    -0.585
1979    -0.047    -0.106    -0.201    -0.387    -0.393    -0.235    -0.551    -0.690    -0.516    -0.521    -0.507    -0.387
1980    -0.432    -0.427    -0.597    -0.404    -0.171    -0.623    -0.488    -0.487    -0.422    -0.364    -0.329    -0.373
1981    -0.428    -0.327    -0.126    -0.384    -0.445    -0.606    -0.524    -0.599    -0.618    -0.500    -0.606    -0.370
1982    -0.397    -0.407    -0.362    -0.331    -0.249    -0.341    -0.263    -0.277    -0.125    -0.007    -0.100    -0.036
1983    -0.017     0.091     0.039     0.159     0.177     0.519     0.526     0.292     0.005    -0.265    -0.121    -0.215
1984    -0.518    -0.746    -0.574    -0.452    -0.762    -0.763    -0.604    -0.632    -0.570    -0.671    -0.560    -0.549
1985    -0.538    -0.639    -0.653    -0.393    -0.579    -0.922    -0.539    -0.606    -0.450    -0.560    -0.398    -0.360
1986    -0.476    -0.332    -0.474    -0.464    -0.249    -0.294    -0.394    -0.425    -0.270    -0.227    -0.125    -0.138
1987    -0.092    -0.037     0.034    -0.014     0.331     0.089     0.197     0.298     0.332     0.200     0.142     0.140
1988     0.378     0.308     0.199     0.034    -0.282    -0.219    -0.052    -0.004    -0.116    -0.225    -0.251    -0.116
1989    -0.452    -0.387    -0.569    -0.657    -0.596    -0.680    -0.346    -0.303    -0.146    -0.210    -0.121    -0.159
1990    -0.090     0.201     0.005    -0.169    -0.241    -0.491    -0.131    -0.151    -0.203    -0.191    -0.119     0.114
1991     0.090    -0.052    -0.019     0.175     0.208     0.123     0.004    -0.295    -0.124    -0.191    -0.223    -0.123
1992    -0.156    -0.178    -0.326    -0.306    -0.178    -0.195    -0.009    -0.349    -0.398    -0.469    -0.349    -0.288
1993    -0.177    -0.125    -0.369    -0.314    -0.084    -0.141    -0.204    -0.261    -0.245    -0.379    -0.176    -0.277
1994    -0.110    -0.289    -0.310    -0.195    -0.074    -0.333    -0.241    -0.222    -0.394    -0.022    -0.138    -0.064
1995    -0.121     0.026    -0.186    -0.168    -0.083    -0.049     0.040    -0.075    -0.167    -0.179    -0.154    -0.120
1996    -0.051    -0.042    -0.155    -0.301    -0.412    -0.394    -0.391    -0.493    -0.539    -0.732    -0.551    -0.443
1997    -0.438    -0.476    -0.189    -0.154    -0.224    -0.095    -0.035     0.087     0.183     0.210     0.411     0.458
1998     0.661     0.807     0.634     0.558     0.538     0.533     0.264     0.163     0.032    -0.123    -0.251    -0.251
1999    -0.249    -0.249    -0.066    -0.207    -0.435    -0.278    -0.119    -0.185    -0.120    -0.373    -0.242    -0.288
2000    -0.304    -0.364    -0.248    -0.224    -0.255    -0.467    -0.300    -0.116    -0.098    -0.137    -0.188    -0.304
2001    -0.487    -0.318    -0.099    -0.080     0.027     0.080    -0.113    -0.199    -0.102    -0.275    -0.064     0.112
2002     0.117    -0.131     0.141    -0.054    -0.277    -0.165    -0.104    -0.133     0.293     0.219     0.013     0.147
2003    -0.034     0.243     0.148     0.091    -0.058     0.157     0.090     0.021     0.055    -0.064    -0.110    -0.025
2004     0.124     0.013    -0.102    -0.087    -0.509    -0.490    -0.406    -0.138    -0.084    -0.094    -0.049     0.033
