model,season,metric,stage,HWN,HWF,HWD,HWM,HWA,Average,id_data
CNNLSTM16,12,r2,prediction,-0.5282094090128568,-0.4041396982393186,-0.5289780219867257,-0.525114793880668,-0.6216395370393735,-0.5216162920317885,978f49d7
MLP16,12,r2,prediction,-0.5702590252070814,0.017216972859564028,-1.0507219652099358,-0.9548238705134351,-0.4074965361878886,-0.5932168848517554,978f49d7
RNN16,1,mape,prediction,2.1394554342794,1.1825966307773148,1.032583890798719,0.9219211275121892,2.8639128114039476,1.628093978954314,978f49d7
LSTM16,1,mape,prediction,1.0410013970931549,1.0951331616668019,0.9365795203666529,2.2271112071641315,0.5119643634820215,1.1623579299545523,978f49d7
GRU16,1,mape,prediction,1.4800153647648338,1.1420133515332636,0.93074934888304,4.974485710842616,1.5890405305085387,2.0232608613064587,978f49d7
SRNN16,1,mape,prediction,2.691110394058774,1.9708136140414356,0.5257133265868835,5.309820253001978,1.9121657195335378,2.4819246614445216,978f49d7
SLSTM16,1,mape,prediction,1.0109404185761104,0.9265573372817558,1.0002280668631507,0.7801182104545166,1.0552022270945862,0.954609252054024,978f49d7
CNNRNN16,1,mape,prediction,0.7280684622394525,1.7856543642072225,1.2024889968247299,5.43060588101922,1.512636156223969,2.131890772102919,978f49d7
CNNLSTM16,1,mape,prediction,1.0272694032168674,1.1812045547994448,0.9422569741704694,0.8032253663769422,1.6743670394298946,1.1256646675987239,978f49d7
MLP16,1,mape,prediction,2.8600418661906915,0.5126694441763434,1.2870632002074713,8.659588764941658,2.9667497204240427,3.2572225991880415,978f49d7
RNN16,2,mape,prediction,0.9740384567427333,2.1657027814527092,0.7922202842791533,0.876866658276008,0.7126892868774717,1.1043034935256149,978f49d7
LSTM16,2,mape,prediction,0.9158041676757771,1.1096452132137906,1.0072132169433818,1.100257622042299,1.1218702219112726,1.0509580883573044,978f49d7
GRU16,2,mape,prediction,1.010218022240253,0.7771613994127718,1.2463466394814007,1.2949063980907505,0.6843108560095987,1.002588663046955,978f49d7
SRNN16,2,mape,prediction,0.6073159969310294,3.8913122269355283,1.3838715629123453,1.0401954572919945,1.3024546424598697,1.6450299773061534,978f49d7
SLSTM16,2,mape,prediction,1.0921656361018817,1.004119682920909,1.0337869952153667,1.0222815576355206,1.03365769516124,1.0372023134069834,978f49d7
CNNRNN16,2,mape,prediction,2.8130028712402138,3.0717583698084283,1.755713727269835,1.315418021515714,1.11459057118372,2.0140967122035827,978f49d7
CNNLSTM16,2,mape,prediction,0.9399380469252409,1.0177367936237474,1.1255092444899273,0.9662315778378575,0.9582536691886331,1.0015338664130813,978f49d7
MLP16,2,mape,prediction,1.0533930329150292,3.805263551094842,2.4674136429009317,1.1034959141491938,1.034286303609551,1.8927704889339096,978f49d7
RNN16,3,mape,prediction,1.0276494785451,1.172679358511313,0.8876456106565762,5.094659606896778,1.086539367282252,1.8538346843784042,978f49d7
LSTM16,3,mape,prediction,0.8390540279757914,0.7796127848732533,1.6395918272834802,0.7470031142185622,2.0028423545604586,1.2016208217823092,978f49d7
GRU16,3,mape,prediction,0.9153302614910235,0.8806682320993116,0.8360127405368034,3.745167119092345,1.3567436041465453,1.5467843914732056,978f49d7
SRNN16,3,mape,prediction,1.029891398718121,0.878141964007923,2.22575980052403,17.563361687995435,2.1123104228479535,4.761893054818692,978f49d7
SLSTM16,3,mape,prediction,0.6515956668930738,0.8602345078214564,1.1216937131917102,1.6321140575014141,0.9284051184106795,1.0388086127636667,978f49d7
CNNRNN16,3,mape,prediction,2.102937783532229,1.21032332460701,1.8651696522448584,9.861510778440785,1.8077089367996404,3.3695300951249045,978f49d7
CNNLSTM16,3,mape,prediction,0.6754091294060329,0.8263693644629807,0.7681105721334582,1.323119034004131,1.0868242719010246,0.9359664743815255,978f49d7
MLP16,3,mape,prediction,1.3000402799509485,1.154381608004519,1.276303868059011,1.9985503834057057,1.8619086941566168,1.5182369667153601,978f49d7
RNN16,4,mape,prediction,1.6233948214201668,2.8954281048796666,3.708448462297551,6.707370141224564,1.4046310062513134,3.267854507214652,978f49d7
LSTM16,4,mape,prediction,1.0421101936890733,0.9694954464249296,0.7903385080001564,1.4450302643449802,0.9782207861728744,1.0450390397264029,978f49d7
GRU16,4,mape,prediction,0.8162834513995675,1.4191117329690925,1.1154059200345083,4.161027639880574,1.0361732228512364,1.7096003934269959,978f49d7
SRNN16,4,mape,prediction,4.928375211706716,3.3144636372328344,2.7620459011861365,2.5416272878223767,1.1352623079304682,2.936354869175706,978f49d7
SLSTM16,4,mape,prediction,0.9663876651759118,0.9078653656183105,1.0953864392462804,1.0124632200612886,0.9857808899397312,0.9935767160083044,978f49d7
CNNRNN16,4,mape,prediction,3.1737448787877436,3.2514948957693703,2.796638270390413,6.691101761592181,1.0134739424749466,3.385290749802931,978f49d7
CNNLSTM16,4,mape,prediction,1.1257546584731193,1.3681725830805973,0.7494242865792391,2.26952964525275,0.8470542134803821,1.2719870773732176,978f49d7
MLP16,4,mape,prediction,1.3913095069971952,3.9908694036283463,2.1210231135336195,2.2707141453824367,0.8845059130036825,2.131684416509056,978f49d7
RNN16,5,mape,prediction,0.7542627608299864,2.2902737912312903,3.4066131110085984,2.6375122520644316,1.971929804032428,2.212118343833347,978f49d7
LSTM16,5,mape,prediction,0.7654341387376669,3.527826382753807,1.7716727386710165,3.042999667805098,1.7819715708018538,2.1779808997538885,978f49d7
GRU16,5,mape,prediction,1.209568764365292,5.160547456991336,2.882839539726759,2.9841461795956197,3.089592326158133,3.065338853367428,978f49d7
SRNN16,5,mape,prediction,0.40463973798865255,2.7445447886216408,4.8585215752420865,1.9232658670999356,1.6699037288633956,2.3201751395631423,978f49d7
SLSTM16,5,mape,prediction,1.0084001319717153,1.1878190061068263,0.8657883941661797,0.9477800453100462,1.0439495082623018,1.0107474171634139,978f49d7
CNNRNN16,5,mape,prediction,1.681230362206175,0.8044898517393995,3.25422922524654,1.9312849894971975,3.1325327975302053,2.1607534452439037,978f49d7
CNNLSTM16,5,mape,prediction,0.654213327516042,1.4729025953627137,1.6420487122225278,1.5700056592176825,3.1597497682024502,1.6997840125042831,978f49d7
MLP16,5,mape,prediction,0.9666126772345776,2.8195348532603397,2.3101437797326922,3.350801424794367,0.560376102819063,2.001493767568208,978f49d7
RNN16,6,mape,prediction,0.54378638691621,0.43280300179206155,0.8666007854855856,0.48645165820780534,0.32304456571974055,0.5305372796242807,978f49d7
LSTM16,6,mape,prediction,0.3586138641634674,0.4322296218260231,0.4484262028877022,0.42382335856321973,0.32942753656745494,0.39850411680157344,978f49d7
GRU16,6,mape,prediction,0.508941394560091,0.39911217852691966,0.4203420292257765,0.35586983407843714,0.43194684268665623,0.4232424558155762,978f49d7
SRNN16,6,mape,prediction,0.40822676220878257,0.41309961641820286,0.6439280548306414,0.5526642406080633,0.494954129143714,0.5025745606418808,978f49d7
SLSTM16,6,mape,prediction,0.4168651204500356,0.46058744885370084,0.4340847491759773,0.3932446493897105,0.4072379008654323,0.4224039737469713,978f49d7
CNNRNN16,6,mape,prediction,0.6492543031898059,0.7852713734472704,0.6702176452468404,0.7363212733274714,0.6237560077837939,0.6929641205990364,978f49d7
CNNLSTM16,6,mape,prediction,0.4715460748421999,0.4414411810582745,0.40355779750521564,0.47751339538818377,0.3626551292609943,0.4313427156109736,978f49d7
MLP16,6,mape,prediction,0.4234074093616698,0.508238053117023,0.4327354448211671,0.3779106223767755,0.4616894854588839,0.4407962030271039,978f49d7
RNN16,7,mape,prediction,0.8953840639234893,1.161551098492085,1.0041617810826389,1.1573606288700986,0.8787489514460832,1.019441304762879,978f49d7
LSTM16,7,mape,prediction,1.0486141374946236,0.961049290734272,0.9640321252492917,1.00044278000124,1.0289032787213004,1.0006083224401456,978f49d7
GRU16,7,mape,prediction,0.9689445942498394,1.1106435965265795,0.9408662033281194,1.006792723711505,0.9207574570363484,0.9896009149704783,978f49d7
SRNN16,7,mape,prediction,0.7238312841562062,1.3855834443342225,1.2430223215247447,1.2264405955334823,0.9498267011296374,1.1057408693356587,978f49d7
SLSTM16,7,mape,prediction,0.9690570509378549,1.033649058207175,1.0098863609666648,1.0055196119491765,0.9973593318334262,1.0030942827788594,978f49d7
CNNRNN16,7,mape,prediction,1.3379558141029064,1.5614164698070743,1.2099003584160413,1.3793717579804519,1.2698823669904784,1.3517053534593901,978f49d7
CNNLSTM16,7,mape,prediction,0.8411052478989924,1.04764460819707,1.231383510719283,0.9818973417390886,1.020208752931915,1.0244478922972697,978f49d7
MLP16,7,mape,prediction,1.2011402486452731,0.6077131766668458,0.8365040526438344,1.2714927632347748,0.9889518837126893,0.9811604249806833,978f49d7
RNN16,8,mape,prediction,3.2860261806716844,0.5806873873575776,2.437890740150017,1.5876223462523875,9.470707653634495,3.4725868616132325,978f49d7
LSTM16,8,mape,prediction,0.8897306842618947,0.7022655855480116,1.1798914735781576,1.3721549232962336,7.757007940228536,2.3802101213825666,978f49d7
GRU16,8,mape,prediction,1.2565204881133396,0.6090770066938982,3.928342172543965,1.1614122679490106,0.8550657287933372,1.5620835328187102,978f49d7
SRNN16,8,mape,prediction,2.6774254600172127,0.6457501684772137,7.9586528454155046,6.262946102367949,1.5363267420501858,3.8162202636656133,978f49d7
SLSTM16,8,mape,prediction,0.9478924334276414,0.6339350169444942,1.0796105504266404,1.27267369523079,5.83256646714443,1.9533356326347993,978f49d7
CNNRNN16,8,mape,prediction,3.602846876413112,1.475570749582999,8.496362241704485,2.0713221772138155,25.735203100769535,8.276261029136789,978f49d7
CNNLSTM16,8,mape,prediction,1.313878640550314,0.9310911289932358,1.5003418966999105,2.303301377586621,15.154048015665278,4.240532211899072,978f49d7
MLP16,8,mape,prediction,0.9412868417165348,1.4270433942451333,4.323554209403416,3.8322208040965555,12.41752251105729,4.588325552103786,978f49d7
RNN16,9,mape,prediction,2.0932937689324884,2.325859196912969,0.8695355599090258,0.8017356073011961,0.9722603777539727,1.4125369021619303,978f49d7
LSTM16,9,mape,prediction,0.8710546293483074,0.9998647672965753,1.0220494977009582,1.0394257677724963,0.9524704277482554,0.9769730179733184,978f49d7
GRU16,9,mape,prediction,1.2084153710920702,1.3754362957998336,0.9507018688744895,1.0678605558798338,1.1803948719335033,1.1565617927159457,978f49d7
SRNN16,9,mape,prediction,3.3173706925850306,1.524821345587285,1.052686977561662,1.0797616899207139,0.978332099265069,1.5905945609839522,978f49d7
SLSTM16,9,mape,prediction,1.2048243441965711,0.9995836199081578,1.0008814784435947,1.0042245884302277,0.9723040943947685,1.0363636250746642,978f49d7
CNNRNN16,9,mape,prediction,2.512983265382176,1.3558847418119508,0.9193852060052887,1.0046527415859121,1.9892174849296769,1.5564246879430008,978f49d7
CNNLSTM16,9,mape,prediction,1.1255346721171797,0.8662415373382608,1.1012886999918772,1.0585087607905805,1.0140243415513037,1.0331196023578404,978f49d7
MLP16,9,mape,prediction,2.994444081486662,1.0405951022915474,1.736985048185296,0.8655914645864307,1.2272505783084113,1.5729732549716697,978f49d7
RNN16,10,mape,prediction,0.8737715401339823,1.1801814682591796,1.0258438923285687,0.7353023814514478,2.2074349378204126,1.2045068439987179,978f49d7
LSTM16,10,mape,prediction,0.9693137715829296,0.9000663766665934,0.966956170357645,1.0810365399543527,2.9453040164212405,1.3725353749965523,978f49d7
GRU16,10,mape,prediction,1.348787962689658,1.4392999214126103,1.1409252561280816,0.9464839043007791,9.070852762422648,2.7892699613907554,978f49d7
SRNN16,10,mape,prediction,1.586509122829926,1.3161854017924306,0.638417965323773,0.9394582361140478,8.894066324630998,2.674927410138235,978f49d7
SLSTM16,10,mape,prediction,1.0219930732654607,1.0975877015512552,0.9821912256885559,1.0109491040412188,0.8858633854749431,0.9997168980042869,978f49d7
CNNRNN16,10,mape,prediction,2.2569045388643554,3.701107135901277,0.9078984255258691,0.7735622201185427,3.8163950154613095,2.2911734671742705,978f49d7
CNNLSTM16,10,mape,prediction,1.268622679509917,1.711528036738244,1.16768828834049,1.050456744001877,2.1958913539399525,1.4788374205060961,978f49d7
MLP16,10,mape,prediction,1.189419116416064,1.2634274194408934,1.5954330958087837,1.0657107122732277,8.369893191619784,2.6967767071117508,978f49d7
RNN16,11,mape,prediction,0.823975548825401,1.4789811258363348,1.3047035927932413,2.710668396193036,1.5713565235762161,1.5779370374448458,978f49d7
LSTM16,11,mape,prediction,1.014917881346156,1.0445877052175618,0.9991638923954405,1.1988619832409477,1.2164995230957834,1.0948061970591778,978f49d7
GRU16,11,mape,prediction,1.1859579490112275,1.2825152334203531,1.0588700088207308,1.6973821183397806,2.7125429242184405,1.5874536467621065,978f49d7
