model,season,Bounds,I_w,metric,stage,HWN,HWF,HWD,HWM,HWA,Average,id_data
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.1570056597086994,0.17191997811727466,0.10635952394204873,0.14382171873071914,0.11257443258118471,0.13833626261598533,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.3633476075055381,0.3322342511978076,0.1412327317558102,0.232773543157625,0.21418815873538732,0.2567552584704336,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.33549053187911104,0.2519489178910834,0.11881228417820622,0.24475524403740412,0.17726973946370206,0.2256553434899014,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.3199878233907536,0.2549380301192202,0.1102488706877569,0.14661070053877467,0.1720938204425856,0.2007758490358182,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.39921196064983056,0.33742127565372415,0.22645735643125753,0.1640911824396305,0.24170733958192492,0.2737778229512735,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.8132312388970342,2.388876037534129,1.4931548756048634,1.7606866984615335,1.4760979551323312,1.7864093611259784,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.7875865318506732,2.7272223295049987,1.7821610497826443,2.7941255405518057,1.7713992519501398,2.172498940728052,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.7706245689031994,2.350085244556994,1.699305798774135,3.458366209341135,1.9143318741403805,2.2385427391431687,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.8906578380234103,2.942965882660195,1.787571724414193,4.79398698596762,2.138643245992627,2.710765135411609,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.582578363194809,2.541671254097802,1.63629521182902,2.8142109277805827,1.4085690568479845,1.9966649627500395,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.7663696984070609,0.730371563097602,0.7105859545699994,0.7620513676766895,0.79056788768235,0.7519892942867404,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6648059945594792,0.674301892803046,0.6936206947421123,0.765726652060719,0.7646123326312767,0.7126135133593267,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6588235927679852,0.680810380764615,0.6809964917432753,0.7536852232959091,0.7879788192791161,0.7124589015701801,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6879317846354969,0.7191250361373063,0.7140520767557195,0.837759367937424,0.79621644601338,0.7510169422958655,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6584108888780196,0.6885484223734696,0.6650154352462203,0.8081351305108045,0.7523960410739957,0.714501183616502,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.7095252710596179,0.7133302000077489,0.6936067832177267,0.6869441626607058,0.6835767197267306,0.697396627334506,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.41756460669039086,0.4129377758980025,0.3860140977803739,0.3188793899079704,0.3532324987110558,0.37772567379755867,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.4478366975304766,0.43800962165403556,0.41017663253890146,0.33752267001481595,0.36829594059259707,0.40036831246616533,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.4134863826934756,0.39393398771814303,0.37532145557584384,0.30670597393812404,0.3512089535368026,0.3681313506924778,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.3677732146590298,0.3286561656960262,0.335209661058287,0.26412327081002007,0.29928501439645827,0.31900946532396424,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,0.8024142019112259,1.3648121275191236,0.8923127697611687,1.240745929562217,1.2735021482094426,1.1147574353926355,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.385163064713147,3.07289289385238,1.6710079397387774,1.9247890190912473,2.1531907092751648,2.0414087253341435,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.3226278533532114,3.013072620354616,1.6477398391318352,1.9727803546931326,2.1564909702047084,2.0225423275475007,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.4487018846903914,3.328350087696461,1.8584052102717734,2.5824589106052325,4.251060494389384,2.693795317530648,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.426230364294672,3.204932351798158,1.8111102605505194,2.016525132991954,2.527499849263701,2.197259591779801,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.43568801803778795,0.4260549978115522,0.456346550374738,0.4620313607327425,0.4671748995547672,0.44945916530231755,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.5753987817830309,0.5633760659922352,0.6092088068194833,0.6245775021086737,0.6083227566526573,0.5961767826712161,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.5450353104657092,0.5320490877938963,0.5924061330961573,0.6191456239384324,0.5914093120883567,0.5760090934765103,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.5708237877043139,0.5702958299791137,0.6177153415126254,0.6406245506773247,0.6198993069563506,0.6038717633659456,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.58737663068008,0.5866322494787056,0.626198498318372,0.6582183491416587,0.6341247092528992,0.618510087374343,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.20027918635396932,0.13467326686250713,0.15749610434953426,0.1674179649541585,0.20365075713215275,0.17270345593046438,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.1199190168375183,0.14892314956894914,0.11582361631005614,0.09170394074248109,0.0757650094042813,0.1104269465726572,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.23488073356739697,0.1786683425842537,0.16301565861207692,0.14166445504158015,0.1684863184853434,0.17734310165813022,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.15108278348909016,0.11347184459821522,0.14345961511357003,0.09078811761538745,0.10870367916325313,0.12150120799590321,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.17775043474638275,0.11921306233532192,0.13368350621730987,0.09579317229518548,0.14402054997947586,0.13409214511473516,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.2533184533721498,2.425763794483038,1.5152009025863724,2.1419307187470045,2.089022000239134,1.8850471738855397,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.5302879889738001,2.7484830256572588,1.6970333821820758,2.4694616457504908,2.36938436175152,2.162930080863029,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.4519347829721134,3.286074467173984,1.6963071658836075,2.335480176101453,3.292789342452964,2.4125171869168245,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.6664146090663892,3.659756319274954,1.8715291237476797,2.8587759500779044,2.9478827495691537,2.600871750347216,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.469667698582219,3.3501326374722264,1.7498236761144292,2.1259625152545114,2.4817925746603997,2.2354758204167573,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6731216199588868,0.6808275776357663,0.7092535664178632,0.7276267238408787,0.7091253814694434,0.6999909738645677,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6976578438870897,0.6731103250900873,0.7256769835171755,0.7485338492031011,0.7455848981843355,0.7181127799763577,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6362679459860068,0.6348485924197993,0.6819851112796093,0.7048038991152958,0.6882367380848884,0.6692284573771199,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6885100513888809,0.6848026768746275,0.7135315521702552,0.746276604095711,0.7330714287428216,0.7132384626544592,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6584097199823264,0.6637741573718423,0.6923227342863917,0.7316840628736938,0.6982715230072761,0.6888924395043061,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.2071856284819965,0.22286670879009687,0.21454460654360477,0.17896469857570985,0.1816900274980677,0.20105033397789512,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.2915412248469611,0.27519452775391595,0.20303028239831067,0.1417456830457835,0.2108711095944008,0.22447656552787443,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.30670943566841025,0.28609535790907326,0.2307338651989189,0.23250681346443242,0.26039957710028744,0.26328900986822446,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.28176502281095545,0.24317138896826568,0.19199318893314213,0.1265336252577186,0.19628660247704066,0.2079499656894245,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.32326548753485085,0.2931098499799671,0.2650708427627897,0.1906999550439962,0.24143121295535167,0.26271546965539117,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,TSCV,1.3168348785294945,2.0348503988897493,1.3483261052228759,1.8600962704660022,1.6756831877626621,1.647158168174157,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,TSCV,1.3457748023315372,2.042650048269668,1.5166380748077095,2.1781866203470077,2.2390083383459247,1.8644515768203695,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,TSCV,1.3303387844171501,2.228984787630872,1.5611729622115589,2.088965129181349,2.626596256350265,1.9672115839582394,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,TSCV,1.4591890599490938,3.088410324940753,1.7385923353665944,3.069074635245406,3.5081170528012016,2.5726766816606097,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,TSCV,1.3429274893917404,2.349980443044346,1.4748856904052365,2.1278976884027196,2.1270279775956027,1.884543857767929,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,TSCV,0.7395312363396568,0.7101947083805825,0.7222422205895069,0.7330195791470232,0.737327906341481,0.72846313015965,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,TSCV,0.7110973692420367,0.681833141677092,0.717104704918854,0.7570591764880523,0.7378785595867432,0.7209945903825556,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,TSCV,0.6714918307316016,0.6660482896812728,0.691138557042157,0.7080877916275611,0.7049053813080846,0.6883343700781355,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,TSCV,0.7040509835141022,0.7198880816897864,0.730794090312731,0.7582664162770328,0.7452520348201519,0.7316503213227608,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,TSCV,0.6818456181128497,0.6704116223131658,0.6894228149148636,0.7384392481475381,0.7247896265316713,0.7009817860040177,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,prediction,42.86435943882119,39.32395869991572,29.287089707053802,44.58025460006725,43.86725175441001,39.9845828400536,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,prediction,156.6669464111328,156.6669464111328,156.6669464111328,156.6669464111328,156.6669464111328,156.6669464111328,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,prediction,164.20761108398438,164.20761108398438,164.20761108398438,164.20761108398438,164.20761108398438,164.20761108398438,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,prediction,159.6409912109375,159.6409912109375,159.6409912109375,159.6409912109375,159.6409912109375,159.6409912109375,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,prediction,155.8475799560547,155.8475799560547,155.8475799560547,155.8475799560547,155.8475799560547,155.8475799560547,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,training,77.81198668370766,82.67904172038365,84.90512931363679,82.84224872689673,83.06823460197872,82.26132820932071,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,training,822.9700927734375,822.9700927734375,822.9700927734375,822.9700927734375,822.9700927734375,822.9700927734375,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,training,796.4840087890625,796.4840087890625,796.4840087890625,796.4840087890625,796.4840087890625,796.4840087890625,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,training,773.1968994140625,773.1968994140625,773.1968994140625,773.1968994140625,773.1968994140625,773.1968994140625,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,training,891.6005249023438,891.6005249023438,891.6005249023438,891.6005249023438,891.6005249023438,891.6005249023438,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,CV,27.33688549161021,29.980999047540504,27.090778025688213,29.10567992209584,27.60437259537856,28.223743016462663,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,CV,129.83151940738452,129.83151940738452,129.83151940738452,129.83151940738452,129.83151940738452,129.83151940738452,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,CV,126.43385575764752,126.43385575764752,126.43385575764752,126.43385575764752,126.43385575764752,126.43385575764754,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,CV,132.43662956337525,132.43662956337525,132.43662956337525,132.43662956337525,132.43662956337522,132.43662956337525,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,CV,129.7074291780537,129.7074291780537,129.7074291780537,129.7074291780537,129.7074291780537,129.7074291780537,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,TSCV,44.837506288917226,47.09538960307698,37.224903488803776,40.695269432439815,41.011346423609204,42.17288304736941,30ab9bad
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,TSCV,182.4962176852756,182.4962176852756,182.4962176852756,182.4962176852756,182.4962176852756,182.4962176852756,30ab9bad
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,TSCV,182.11875500149196,182.11875500149196,182.11875500149196,182.11875500149196,182.11875500149196,182.11875500149196,30ab9bad
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,TSCV,184.16437928941514,184.16437928941514,184.16437928941514,184.16437928941514,184.16437928941514,184.16437928941514,30ab9bad
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,sera,TSCV,184.07235370212132,184.07235370212132,184.07235370212132,184.07235370212132,184.07235370212132,184.07235370212132,30ab9bad
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.1797787505523546,0.1465025391136766,0.19592371386200846,0.10359844716321542,0.14559763287676053,0.15428021671360312,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.28508868383750907,0.2350288260849065,0.0299234416690064,0.18467579601283757,0.21456736192239312,0.18985682190533054,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.36742779717381224,0.2587666539542395,0.046630102560373476,0.15870722826256445,0.12710451165509307,0.19172725872121654,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.39193947588030487,0.3541500125014543,0.127826524069091,0.19412805431598246,0.17933933983807815,0.24947668132098216,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,prediction,0.30112911957887,0.20684946448832875,-0.0025946445781281913,0.13916230619301595,0.1040822784735711,0.1497257048311315,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.8620628423322985,2.84362309716234,1.478693881406358,2.0376822786716815,1.5015167619617995,1.9447157723068955,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.9551890891584456,3.072134052296539,1.6364782924348837,2.552422721234208,1.6982510379912843,2.182895038623072,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.959316055547527,5.002298146150066,1.9747669112303645,3.832214804135468,2.239968889563385,3.0017129613253624,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,2.0835855733408737,4.279200400653803,1.8831507693496154,4.285304570718194,2.1801956436800705,2.942287391548511,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.8419479947025938,4.031110187817834,1.7370455136371146,3.109978421085938,2.3102303127908543,2.6060624860068673,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.7520055194545345,0.7491561740402289,0.6904987493606672,0.786900850462562,0.7790803223820202,0.7515283231400025,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6748352521441083,0.6995872546053096,0.7156168407307434,0.7769842408670128,0.7594300479941997,0.7252907272682748,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6408565537928435,0.7022402194584846,0.7225858913636632,0.8150030109804229,0.8141575111241334,0.7389686373439095,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6910056771684594,0.6998618645114634,0.7092505861421873,0.8019109245113322,0.8021666109965301,0.7408391326659944,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.6699597253145286,0.698297554371067,0.6986019949224427,0.7989187789181761,0.8057220580396027,0.7343000223131635,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.7267232563171694,0.7256892229489689,0.6967794384665023,0.7121635608362265,0.7079089738330775,0.7138528904803889,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.4457060911556019,0.4310601211026388,0.43465668456053597,0.33916857652323507,0.38920164692066794,0.40795862405253597,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.4569130772435751,0.47182589976386946,0.46152581540436943,0.3681164164903612,0.40049151676369876,0.4317745451331748,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.4016581777389665,0.3918831244794474,0.3564951435167545,0.2966555340225494,0.32109120938943403,0.35355663782943036,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,training,0.44919553631734865,0.4687851890736847,0.4567474756844503,0.3618375404969678,0.41452757035502097,0.43021866238549444,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,0.7809078225992541,1.3702842158556505,0.8971146555822007,1.2029591466979301,1.5429142220179384,1.1588360125505948,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.3274196289696956,2.888524713486241,1.5191526505912876,2.0349501720209955,2.1932118417819173,1.9926518013700274,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.268257949892148,2.924894224213861,1.5757807512738387,1.9885346181429064,2.628275900086842,2.077148688721919,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.3919315600729087,3.225153799425592,1.7398046279815547,2.017587898752774,2.4548093280203815,2.1658574428506423,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,training,1.2527243828496013,2.747032260062649,1.5442357838966,1.9528950797289764,2.7624500479005487,2.051867510887675,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.4292659924390505,0.4208314216206685,0.45811035136470557,0.44257711295276414,0.4448917369884304,0.4391353230731238,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.5506240045131358,0.5539516933860406,0.5710210538747054,0.6125341336369133,0.5889647705288247,0.575419131187924,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.5345143164705835,0.5170886315025869,0.5632679196519256,0.5968378036408613,0.5731441543337273,0.5569705651199369,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.5815746077437154,0.5677083548256645,0.6211124288284242,0.6377401255622775,0.6283860960462938,0.6073043226012751,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,training,0.556356278444568,0.5204727623196231,0.5752778600700499,0.6163534991816315,0.5812018571204639,0.5699324514272673,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.19273293197787264,0.15447821493500388,0.16710090038831368,0.16036248037865672,0.1877715470393077,0.17248921494383093,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.18729226869336305,0.11001444328180521,0.13552112183102616,0.1009435466545621,0.13257002132213272,0.13326828035657784,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.18821409210731319,0.16217840347040105,0.12626116128753964,0.10929396729725059,0.12063596732996354,0.1413167182984936,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.21440248676820406,0.19683183292455184,0.1708918304583114,0.12009336576831399,0.1360586781984561,0.16765563882356746,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,CV,0.11421812212799325,0.05837181470676772,0.052534092426212674,0.07559595109695458,0.06984723023117624,0.0741134421178209,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.3243502695616558,2.440160159512021,1.4916842753453494,1.982708006259039,2.5759044891368394,1.962961439962981,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.521793771394933,3.1177244724380637,1.741425589810221,2.5791807841410272,2.283991804509916,2.2488232844588323,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.3898321221825254,2.4366618981747696,1.642168082667732,2.026864606074097,1.8139879869770026,1.8619029392152253,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.5798498700182853,3.505837757371584,1.776008851561354,2.4315530346238003,2.4571967878052616,2.3500892602760572,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,CV,1.4105593460085883,2.9487485464716867,1.752504892841184,2.2313703703962213,2.762077116958388,2.2210520545352135,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6775071098506338,0.6657073049514677,0.6952387973914511,0.717692686103684,0.7035528720810185,0.691939754075651,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6537490902314732,0.6630986867399372,0.6993520082994471,0.7356016549540483,0.7087500159185328,0.6921102912286877,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6807912699357246,0.6602211581909257,0.720589028896401,0.741107594627399,0.7272641261155427,0.7059946355531985,311dd366
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6383040480758618,0.6324589810616753,0.6772095310176873,0.7012951279455187,0.6902731010126244,0.6679081578226735,311dd366
MLP16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,CV,0.6872503719415858,0.6709875419313788,0.7356390631159193,0.7532002089256528,0.7358814536965965,0.7165917279222267,311dd366
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.22210368415243237,0.18548024621106354,0.21935359707128765,0.12500834471649233,0.18112078933191816,0.18661333229663885,311dd366
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.23600981369063842,0.19848338562491596,0.14669534815669133,0.10332296812657167,0.15168059806936596,0.1672384227336367,311dd366
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,r2,TSCV,0.24956862286608994,0.22355219002280824,0.16800061738319488,0.15791904711479673,0.15927284476361822,0.19166266443010163,311dd366
