model,Bounds,I_w,season,metric,stage,HWN,HWF,HWD,HWM,HWA,Average,id_data
LSTM16,6,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.6838917163419437,0.7185330619539673,0.6309762032805286,0.8838694989964699,0.6930282133695489,0.7220597387884917,978f49d7
CNNRNN16,6,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.8501919586824458,0.9515786536412033,0.8268725456722852,0.9721631719341207,0.6800929366660862,0.8561798533192281,978f49d7
MLP16,6,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.9144958796057973,0.9756570457319839,0.9764917953673209,0.8538890139605526,0.8843665238981601,0.9209800517127629,978f49d7
CXGB15,7,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.8631736702374436,1.2447125390419385,1.1825076258397782,1.04889731670611,1.114402248095566,1.0907386799841672,978f49d7
RNN16,7,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.6519236208376472,0.9083360328587018,0.6580994092501301,0.5831514067941255,0.5424581323568005,0.668793720419481,978f49d7
LSTM16,7,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.961469255072528,1.0756471840732076,0.8220783721677332,0.7349486916816901,0.6229262776609683,0.8434139561312254,978f49d7
CNNRNN16,7,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.1933779709800645,1.3665886193152992,1.2483966501297439,0.7471251558415629,0.6759561111717446,1.046288901487683,978f49d7
MLP16,7,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.2069368752450984,1.1251537041328108,1.1432980033548605,1.2008681390030413,1.0596838823526578,1.147188120817694,978f49d7
CXGB15,8,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,4.723770776208303,1.7168489674345166,5.360828415109117,1.8801176271844562,12.596342891586058,5.2555817355044905,978f49d7
RNN16,8,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,3.243577886786466,1.6816344996764525,9.494572277389457,3.493751752145438,2.5355642048366493,4.089820124166893,978f49d7
LSTM16,8,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,4.521573470714168,1.562575005985628,8.320455442749159,2.684923400738532,18.238069128016594,7.065519289640816,978f49d7
CNNRNN16,8,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,3.2872637400195828,1.556992900611911,5.908461940423732,1.8006617898613064,25.57982770321997,7.626641614827301,978f49d7
MLP16,8,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,2.4692886748966885,1.5019007273656277,5.574659043536017,2.3801647682612646,9.95061984316356,4.375326611444632,978f49d7
CXGB15,9,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,3.1148223540895703,2.7276980209129706,1.4261372321946575,1.0069915818651904,1.2668827824687294,1.9085063943062235,978f49d7
RNN16,9,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,2.421659896349349,1.1118440658234294,1.0683621226161513,1.073820284564497,0.813012769106584,1.2977398276920022,978f49d7
LSTM16,9,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,2.676622346943546,1.24468507476241,0.9313336686795033,0.9652985634786668,1.0184598107762493,1.3672798929280752,978f49d7
CNNRNN16,9,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,2.8147735991447567,1.656708708154941,1.137827520403048,1.148872472810184,1.5567308794482222,1.6629826359922302,978f49d7
MLP16,9,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.506883096104624,1.1166277614132283,1.0718024235485832,1.05351588074367,1.1912061942156371,1.1880070712051485,978f49d7
CXGB15,10,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.8521239906762709,1.315792566565726,0.78965983848952,0.9936269751649934,5.239577049354026,1.8381560840501074,978f49d7
RNN16,10,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.5182754852003795,2.118747879485687,0.6172662409678692,0.9151857656797846,8.5422447335733,2.742344020981404,978f49d7
LSTM16,10,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.204286665095233,1.03599968630161,0.7655815003987352,0.8232796362805999,3.5696221054058106,1.4797539186963977,978f49d7
CNNRNN16,10,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.6809589331775279,1.3567280969097537,0.733358371573868,0.8994880521869462,9.708560958828109,2.875818882535241,978f49d7
MLP16,10,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.4577719837856369,1.1996842699504047,1.3197494896938398,0.9771437083758345,15.109211659039863,4.012712222169116,978f49d7
CXGB15,11,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.952443748085878,0.8577205473493983,0.8311038407470098,0.9538966588308486,1.5745052121380172,1.0339340014302305,978f49d7
RNN16,11,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.0834639494092573,0.953271982515643,1.0643317293555963,1.8400162402104574,1.3980039587492075,1.2678175720480322,978f49d7
LSTM16,11,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.2462805098777792,1.4144048049097777,1.0424945819140796,1.3313798343852423,3.000175244299029,1.6069469950771815,978f49d7
CNNRNN16,11,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.6667800989883099,0.7588077941723183,0.6679845926043058,0.8539357535668666,1.7409847014014495,0.93769858814665,978f49d7
MLP16,11,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.0344571075344535,1.1041781065155918,0.8222191901195337,0.8315644848867985,0.6190314379204451,0.8822900653953646,978f49d7
CXGB15,12,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.6667809253091097,0.8696228999274702,0.6968741095712359,0.736622239027177,0.8237327384890752,0.7587265824648136,978f49d7
RNN16,12,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.8039131816169472,0.6244241540156772,0.7656257784363968,0.9333407003095724,0.6799011942913218,0.761441001733983,978f49d7
LSTM16,12,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.580204263090925,0.4777064641381605,0.4374224230891774,0.37114868662183104,0.3917829517378636,0.45165295773559155,978f49d7
CNNRNN16,12,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,1.4648169985371333,1.1876959665696378,1.2749267051355635,0.9499504554752342,0.8710453420689955,1.149687093557313,978f49d7
MLP16,12,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mape,prediction,0.785197943976075,0.604939482550829,0.7219420139447512,0.6198525087171998,0.7626977313585845,0.6989259361094879,978f49d7
CXGB15,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.5373424697456068,0.8633855190447486,1.0707758039323765,0.4041260409512081,0.42490703132723534,0.660107373000235,978f49d7
RNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.4953490703515723,0.6436452089337658,0.7911946336039576,0.4558694850065269,0.24127978053431803,0.5254676356860281,978f49d7
LSTM16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.46284175107756853,0.7193233727006267,0.6701926509150538,0.4506965649053013,0.3792453358919966,0.5364599350981093,978f49d7
CNNRNN16,1,-1.1692892810242344|-0.30647585455315646|3.0|6.499969486244418,0.3,mae,prediction,0.3230176820568754,0.6838336853770565,0.8737237064438462,0.18462583724148893,0.6531948324737424,0.5436791487186019,978f49d7
